unitid,calsys,crsloc1,crsloc2,crsloc3,crsloc4,crsloc5,crsloc6,facloc1,facloc2,facloc3,facloc4,facloc5,facloc6,facloc7,facloc8,facloc9,facloc10,mili,mil1insl,mil2insl,admreq1,admreq2,admreq3,admreq4,admreq5,avsat,admreq6,avact,admreq7,admreq8,admreq9,admreq10,admreq11,admreq12,admreq13,yrscol,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12,mode13,mode14,stusrv1,stusrv2,stusrv3,stusrv4,stusrv5,stusrv6,stusrv7,stusrv8,stusrv9,libfac,libshar1,libshar2,libshar3,ftstu,apfee,applfeeu,applfeeg,applfeep,chgper1,chgper2,chgper3,chgper4,chgper5,tuition1,tuition2,tuition3,tuition4,tpugcred,tpugcont,tuition5,tuition6,tuition7,tuition8,tpgdcred,isprof1,osprof1,isprof2,osprof2,isprof3,osprof3,isprof4,osprof4,isprof5,osprof5,isprof6,osprof6,isprof7,osprof7,isprof8,osprof8,isprof9,osprof9,isprof10,osprof10,isprof11,osprof11,profna,tpfpcred,room,roomcap,board,mealswk,mealsvry,roomamt,boardamt,roombord,rmbrdamt,prgmoffr,pg300,cipcode1,ciptuit1,cipsupp1,ciplgth1,cipenrl1,cipcomp1,cipcode2,ciptuit2,cipsupp2,ciplgth2,cipenrl2,cipcomp2,cipcode3,ciptuit3,cipsupp3,ciplgth3,cipenrl3,cipcomp3,cipcode4,ciptuit4,cipsupp4,ciplgth4,cipenrl4,cipcomp4,cipcode5,ciptuit5,cipsupp5,ciplgth5,cipenrl5,cipcomp5,cipcode6,ciptuit6,cipsupp6,ciplgth6,cipenrl6,cipcomp6,enrolmnt,genenrl,month,tostucu,tostufrs,tostucg,tostucp,nofall,cdactua,cnactua,cdactga,cdactpa,cdactuf,cnactuf,cdactgf,cdactpf,sumses,sumses_a,sumses_b,sumses_c,sumcntug,sumcntgr,sumcntfp,cdactssu,cnactssu,cdactssg,cdactssp,extdiv,extdiv_a,extdiv_b,extdiv_c,extdiv_d,extcntug,extcntgr,extcntfp,cdactexu,cnactexu,cdactexg,cdactexp
"161314","7","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","","","","1","1","50","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","5","1",120499,1075,275,300,,,120403,4850,450,1500,,,120499,3500,115,750,,,120499,3025,103,1000,,,120402,4850,450,1500,,,,,,,,,"47","142","70195","73","","","","1","0","87750","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"159319","5","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","","","","1","1","100","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","4","1",120403,3400,500,1500,,,120403,1500,400,750,,,120403,1100,575,750,,,120403,1100,500,750,,,,,,,,,,,,,,,"76","76","70195","144","","","","1","0","162000","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"159328","5","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","","","","1","1","100","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","4","1",120403,3400,500,1500,,,120403,1100,500,750,,,120403,1100,575,750,,,120403,1500,400,750,,,,,,,,,,,,,,,"42","42","70195","68","","","","1","0","76500","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"210711","6","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","","","","1","1","100","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","4","1",120403,5495,800,1250,,,120403,2095,80,500,,,120403,1795,200,300,,,120403,1750,45,300,,,,,,,,,,,,,,,"90","90","70195","158","","","","1","0","139250","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"216223","6","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","","","","1","1","100","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","4","1",120403,5495,800,1250,,,120403,2095,80,500,,,120403,1795,200,200,,,120403,1750,45,300,,,,,,,,,,,,,,,"61","61","70195","84","","","","1","0","79050","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"382106","5","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","","","","1","1","100","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","4","1",120403,3400,500,1500,,,120403,1100,500,750,,,120403,1100,575,750,,,120403,1500,400,750,,,,,,,,,,,,,,,"18","18","70195","25","","","","1","0","28125","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"207272","6","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","","","","1","1","100","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","3","1",120403,3175,525,1500,,,120403,2850,325,1000,,,120403,1600,210,600,,,,,,,,,,,,,,,,,,,,,"29","29","70195","67","","","","1","0","26059","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"376668","6","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","3","","","","1","2","","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","3","1",120403,4150,350,1500,,,120403,2525,275,750,,,120403,1450,150,600,,,,,,,,,,,,,,,,,,,,,"86","86","70195","126","","","","1","0","70300","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"140216","6","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","3","","","","1","2","","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","2","1",120403,4150,350,1500,,,120403,1350,250,320,,,,,,,,,,,,,,,,,,,,,,,,,,,"23","23","70195","23","","","","1","0","36000","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"393977","6","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","","","","1","1","75","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","1","1",120403,5275,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21","21","70195","21","","","","1","0","33600","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"419679","6","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","","","","1","2","","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","1","1",480508,8029,379,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44","","70195","216","","","","1","0","194400","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"371186","7","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","","","","1","1","100","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","3","1",90701,7950,0,747,,,90701,7950,0,720,,,500503,7950,0,720,,,,,,,,,,,,,,,,,,,,,"69","69","70195","125","","","","1","4586","0","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"413389","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","","","","1","1","100","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","1","1",120403,3400,600,1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18","18","70195","24","","","","1","0","37200","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"383923","6","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","1","-1","","-1","","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","3","","","","1","2","","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","12","1",110301,4960,,720,,,520301,4960,,720,,,520406,4960,,720,,,520301,4960,,720,,,520404,5885,,900,,,520403,5885,,900,,,"65","280","70195","70","","","","1","0","97290","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"382601","6","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","1","-1","","-1","","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","","","","1","1","75","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","4","1",120403,5995,325,1870,,,120403,5200,300,1570,,,120499,1475,160,300,,,120499,1675,140,200,,,,,,,,,,,,,,,"64","64","70195","73","","","","1","0","119052","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"132541","2","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","1","-1","","-1","","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","","","","1","2","","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","4","1",511614,2300,60,480,,,510805,2810,110,720,,,510703,2300,90,606,,,,,,,,,,,,,,,,,,,,,"180","180","70195","563","","","","1","0","202680","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"217411","6","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","1","-1","","-1","","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","3","","","","1","2","","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","12","1",110301,4960,,720,,,520406,4960,,720,,,520301,4960,,720,,,520301,4960,,720,,,520404,5885,,900,,,520403,5885,,900,,,"105","","70195","172","","","","1","0","190260","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"383914","6","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","1","-1","","-1","","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","3","","","","1","2","","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","12","1",110301,4960,,720,,,520301,4960,,720,,,520406,4960,,720,,,520402,5885,,900,,,520403,5885,,900,,,520404,5885,,900,,,"61","","70195","72","","","","1","0","90180","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"245157","6","1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","3","","","","1","1","100","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","2","2",490205,3595,,160,,,490205,1695,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,"42","42","70195","615","","","","1","0","98400","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"113281","7","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","1","-1","","-1","","1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","3","","","","1","1","100","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","1","1",510904,550,250,1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96","96","70195","184","","","","1","0","91872","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"384014","7","1","-1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","1","-1","","-1","","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","1","","","","1","2","","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","","1",511613,12400,,1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13","13","70195","76","","","","1","0","116356","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"111638","7","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","1","-1","","-1","","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","1","","","","1","2","","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","1","1",511613,12400,1050,1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97","125","70195","115","","","","1","0","157693","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"418719","7","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","3","","","","1","1","25","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","2","1",120401,1730,120,600,,,120403,3015,130,1000,,,120402,3295,155,1100,,,,,,,,,,,,,,,,,,,,,"22","","70195","46","","","","1","0","20700","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"419369","6","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","1","","","","1","1","75","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","","1",120403,2985,296,1015,,,120402,2985,329,1015,,,120403,1750,200,600,,,120403,2985,296,1000,,,,,,,,,,,,,,,"82","","70195","192","","","","1","0","146160","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"223825","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","1","-1","","-1","","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","3","","","","1","2","","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","6","1",520401,6200,900,1152,,,520403,6200,900,1176,,,520408,5900,800,984,,,520404,6000,900,984,,,520301,6200,900,1032,,,520407,5417,683,720,,,"79","79","70195","189","","","","1","0","86814","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"419439","7","1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","1","","","","1","1","100","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","2","1",120403,3500,400,2000,,,120406,800,200,400,,,,,,,,,,,,,,,,,,,,,,,,,,,"72","72","70195","101","","","","1","0","58108","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"376631","6","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","1","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","1","","","","1","2","","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","1","1",120402,3145,800,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17","17","70195","29","","","","1","0","40500","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"179061","6","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","-1","","-1","","1","-1","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","1","","","","1","2","","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","2","1",120403,3300,200,1500,,,120499,2400,100,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,"20","20","70195","40","","","","1","0","27000","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"419633","7","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","1","","","","1","1","100","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","3","1",120403,3958,322,1500,,,120406,1650,154,600,,,120499,2050,100,750,,,,,,,,,,,,,,,,,,,,,"17","","70195","47","","","","1","0","52875","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"373447","6","1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","","1","","-1","-1","-1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","","","","1","2","","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","2","1",220103,6550,225,720,,,220103,4925,225,360,,,,,,,,,,,,,,,,,,,,,,,,,,,"61","61","70195","80","","","","1","0","57600","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"133739","5","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","","","","1","1","100","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","13","1",490102,26767,600,496,,,490102,851,,11,,,490102,4035,80,108,,,490102,2843,90,60,,,490102,4285,80,45,,,490102,2900,,104,,,"658","658","70195","658","","","","1","0","154772","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"121017","7","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","1","-1","","-1","","1","1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","","","","1","2","","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","3","1",120403,4500,350,1600,,,120406,1419,200,400,,,120499,2575,0,600,,,,,,,,,,,,,,,,,,,,,"128","128","70195","159","","","","1","0","116800","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"106290","6","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","","","","1","2","","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","3","1",120403,4860,,1500,,,120406,1000,,350,,,120499,1600,,600,,,,,,,,,,,,,,,,,,,,,"31","31","70195","40","","","","1","0","33334","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
"160117","6","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","","","","1","2","","","","-1","-1","-1","1","-1","","","","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","","-1","","","-1","","3","1",120403,4550,,1500,,,120406,1700,,600,,,120499,2000,,750,,,,,,,,,,,,,,,,,,,,,"16","16","70195","39","","","","1","0","23148","","","0","0","","","-1","-1","","","","","","","","","","-1","-1","","","","","","","","","",""
