unitid,calsys,crsloc1,crsloc2,crsloc3,crsloc4,crsloc5,crsloc6,facloc1,facloc2,facloc3,facloc4,facloc5,facloc6,facloc7,facloc8,facloc9,facloc10,mili,mil1insl,mil2insl,admreq1,admreq2,admreq3,admreq4,admreq5,avsat,admreq6,avact,admreq7,admreq8,admreq9,admreq10,admreq11,admreq12,admreq13,yrscol,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12,mode13,mode14,stusrv1,stusrv2,stusrv3,stusrv4,stusrv5,stusrv6,stusrv7,stusrv8,stusrv9,libfac,libshar1,libshar2,libshar3,ftstu,apfee,applfeeu,applfeeg,applfeep,chgper1,chgper2,chgper3,chgper4,chgper5,tuition1,tuition2,tuition3,tuition4,tpugcred,tpugcont,tuition5,tuition6,tuition7,tuition8,tpgdcred,isprof1,osprof1,isprof2,osprof2,isprof3,osprof3,isprof4,osprof4,isprof5,osprof5,isprof6,osprof6,isprof7,osprof7,isprof8,osprof8,isprof9,osprof9,isprof10,osprof10,isprof11,osprof11,profna,tpfpcred,room,roomcap,board,mealswk,mealsvry,roomamt,boardamt,roombord,rmbrdamt,prgmoffr,pg300,cipcode1,ciptuit1,cipsupp1,ciplgth1,cipenrl1,cipcomp1,cipcode2,ciptuit2,cipsupp2,ciplgth2,cipenrl2,cipcomp2,cipcode3,ciptuit3,cipsupp3,ciplgth3,cipenrl3,cipcomp3,cipcode4,ciptuit4,cipsupp4,ciplgth4,cipenrl4,cipcomp4,cipcode5,ciptuit5,cipsupp5,ciplgth5,cipenrl5,cipcomp5,cipcode6,ciptuit6,cipsupp6,ciplgth6,cipenrl6,cipcomp6,enrolmnt,genenrl,month,tostucu,tostufrs,tostucg,tostucp,nofall,cdactua,cnactua,cdactga,cdactpa,cdactuf,cnactuf,cdactgf,cdactpf,sumses,sumses_a,sumses_b,sumses_c,sumcntug,sumcntgr,sumcntfp,cdactssu,cnactssu,cdactssg,cdactssp,extdiv,extdiv_a,extdiv_b,extdiv_c,extdiv_d,extcntug,extcntgr,extcntfp,cdactexu,cnactexu,cdactexg,cdactexp
"227331","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","-1","1","1","830","1","18","-1","-1","1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","1","-1","-1","1","","","","1","1","15","15","","1","-1","-1","-1","-1","9674","9674","9674","-1","30","","8126","8126","8126","-1","24","","","","","","","","","","","","","","","","","","","","","","","-1","","1","462","1","","1","2260","1724","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3277","3277","70195","2826","316","1374","0","-1","47319","0","18275","0","21706","0","6829","0","1","2","1","1","239","359","","992","","1726","","2","-1","","","","","","","","","",""
"203544","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","950","1","21","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","1","-1","-1","1","","","","1","1","25","","","1","-1","-1","-1","-1","4640","4640","4640","-1","30","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","154","1","","1","2000","2207","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"599","599","70195","699","100","","","-1","14509","0","","","6079","0","","","1","2","1","1","402","","","2837","","","","2","-1","","","","","","","","","",""
"193353","1","1","-1","-1","1","-1","-1","1","-1","-1","1","-1","1","-1","-1","-1","-1","1","1","-1","-1","1","1","1","1","1050","1","20","-1","-1","1","-1","1","-1","1","-1","1","1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","1","1","1","1","-1","-1","1","-1","-1","1","","","","1","1","20","20","","1","-1","-1","-1","-1","9495","9495","9495","-1","30","","7710","7710","7710","-1","24","","","","","","","","","","","","","","","","","","","","","","","-1","","1","700","1","","1","3000","2000","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1913","1913","70195","1717","260","440","0","-1","39743","0","3144","0","18988","0","1678","0","1","2","1","1","863","318","","3346","129450","","","2","-1","","","","","","","","","",""
"103778","3","1","1","1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","1","-1","-1","-1","-1","","-1","","-1","-1","-1","-1","-1","-1","-1","4","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","1","1","-1","-1","1","-1","-1","1","","","","1","1","","50","","1","-1","-1","-1","-1","","","","-1","","","25695","25695","25695","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","384","1","","1","2950","3585","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1458","1458","90195","0","","2194","0","-1","0","0","45830","0","0","0","18373","0","1","2","1","1","","978","","","","9376","","2","-1","","","","","","","","","",""
"233842","1","1","1","-1","1","1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","2","-1","-1","1","-1","-1","-1","-1","","-1","","-1","-1","-1","-1","-1","-1","-1","4","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","1","-1","-1","1","-1","-1","1","","","","1","1","","35","35","1","-1","-1","-1","-1","","","","-1","","","6600","6600","6600","-1","","","","","","","","","","","","","","","","","","","","5550","5550","","","-1","27","1","111","1","","1","1650","2050","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150","150","70195","0","","69","174","-1","0","0","756","5568","0","0","234","1920","1","2","1","1","2","0","105","12","300","0","570","2","-1","","","","","","","","","",""
"226471","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","1","1","-1","-1","1","1","1","1","","1","","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","-1","-1","-1","1","","","","1","1","35","35","","1","-1","-1","-1","-1","6720","6720","6720","-1","30","","4392","4392","4392","-1","18","","","","","","","","","","","","","","","","","","","","","","","-1","","1","1656","1","","1","1315","1900","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2271","2271","70595","2462","307","381","0","-1","52552","0","3485","0","28024","0","1169","0","1","2","1","1","619","193","","4412","","1074","","2","-1","","","","","","","","","",""
"224527","4","1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","1","1","-1","","1","21","-1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","-1","-1","-1","1","","","","1","1","25","25","","1","-1","-1","-1","-1","6490","6490","6490","-1","30","","4284","4284","4284","-1","18","","","","","","","","","","","","","","","","","","","","","","","-1","","1","890","1","","1","1260","1740","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1361","1361","70195","1617","321","44","0","-1","35538","0","450","0","17338","0","222","0","1","2","1","1","157","0","","564","","0","","2","-1","","","","","","","","","",""
"215594","5","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","","-1","","1","-1","-1","-1","-1","-1","1","3","-1","1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","1","-1","1","","","","1","1","10","","","1","1","1","-1","1","5588","5588","5588","-1","","1165","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","1","175","2","","-1","1350","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"226","226","91595","191","182","9","26","-1","0","184062","48","192","0","68647","30","128","1","2","1","1","","","5","","","","30","2","-1","","","","","","","","","",""
"214157","1","1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","1120","1","24","-1","-1","1","-1","1","-1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","1","1","-1","-1","1","-1","-1","1","","","","1","1","30","30","","-1","1","-1","-1","-1","16500","16500","16500","-1","32","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","1","885","1","19","-1","2890","2335","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1983","1889","60195","2067","325","229","48","-1","47492","0","1852","835","22448","0","785","406","1","2","1","1","594","77","16","3404","","247","66","2","-1","","","","","","","","","",""
"216931","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","1","1","-1","-1","1","1","1","1","1040","1","","-1","-1","-1","-1","1","-1","1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","30","30","30","-1","1","-1","-1","-1","13147","13147","13147","-1","30","","10704","10704","10704","-1","20","","","","","","","","","","","","","","","","","","","","","","","1","","1","723","1","19","-1","3440","2268","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2781","2781","60195","2754","377","1843","0","-1","57717","0","7977","0","28667","0","2050","0","1","2","1","1","619","1204","0","2786","","3433","0","2","-1","","","","","","","","","",""
"152992","7","1","1","-1","1","1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","1","1","1","","1","21","-1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","1","-1","-1","1","","","","1","1","20","","","1","-1","1","-1","-1","11280","11280","11280","-1","30","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","518","1","15","-1","1986","2031","-1","","30","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1144","1144","70195","1497","174","0","0","-1","26655","0","0","0","8802","0","0","0","1","2","1","1","486","0","0","2211","","0","0","1","2","1","1","1","513","0","0","4667","","",""
"244190","1","1","1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","1","-1","-1","","-1","","-1","-1","-1","-1","1","-1","1","-1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","30","","65","1","-1","1","-1","-1","8880","8880","8880","-1","30","","","","","1","","","","","","","","","","","","","","","","","","16900","16900","","","","","-1","29","1","132","2","","-1","3600","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1744","1744","70195","556","41","35","1324","-1","5580","0","537","33032","3144","0","272","16638","1","2","1","1","217","7","230","1275","","23","804","2","-1","","","","","","","","","",""
"173902","4","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","","1","","-1","-1","1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","40","","","-1","-1","1","-1","-1","17580","17580","17580","-1","36","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","1142","1","19","-1","2740","2535","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1768","1768","70195","1858","437","26","0","-1","55720","0","119","0","26000","0","0","0","1","2","1","1","86","26","0","598","","119","0","2","-1","","","","","","","","","",""
"216667","4","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","","1","","1","-1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","25","","","-1","-1","1","-1","-1","17470","17470","17470","-1","36","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","988","1","19","-1","2035","2170","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1251","1251","90195","1341","284","0","0","-1","42624","515764","0","0","18843","246948","0","0","1","1","1","1","231","0","","1466","13032","0","","2","-1","","","","","","","","","",""
"239716","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","","1","","-1","-1","1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","25","","","-1","-1","1","-1","-1","13700","13700","13700","-1","32","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","1400","1","14","-1","2600","2350","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2097","2097","70195","2263","524","274","0","-1","72104","0","336","0","36439","0","144","0","1","1","1","1","388","196","","2518","","534","","2","-1","","","","","","","","","",""
"148584","1","1","1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","","1","22","-1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","20","20","","-1","1","-1","-1","-1","11490","11490","11490","-1","32","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","400","1","19","-1","2120","2420","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4218","4218","70195","3783","334","1323","0","-1","51823","0","12677","0","22797","0","4360","0","1","2","1","1","1837","992","","7312","","4053","","2","-1","","","","","","","","","",""
"230676","6","1","-1","-1","1","-1","-1","1","-1","1","-1","-1","1","-1","1","-1","-1","2","-1","-1","-1","-1","-1","1","1","","-1","","1","-1","1","-1","-1","-1","1","-1","1","1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","3","","","","1","1","20","","","-1","-1","-1","-1","1","936","936","936","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"777","517","70195","2332","1539","","","-1","0","231041","","","0","76243","","","1","2","1","1","236","","","","34656","","","2","-1","","","","","","","","","",""
"106476","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","-1","1","-1","","1","19","1","-1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","-1","-1","-1","-1","1","1008","1008","1008","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","12","-1",521299,840,1047,,,,511613,1008,1365,,,,120403,1008,480,,,,510908,1176,784,,,,150303,1512,646,,,,511004,1008,679,,,,"567","567","70195","567","","","","-1","8556","0","","","5595","0","","","1","2","1","1","","","","","","","","2","-1","","","","","","","","","",""
"138479","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","1","1","1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","-1","-1","-1","-1","1","728","728","3510","-1","","1350","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1190","1190","70195","2519","1797","","","-1","0","1995075","","","0","613098","","","1","2","1","1","2320","0","0","","244395","","","2","-1","","","","","","","","","",""
"131380","2","1","1","-1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","","-1","","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","1","-1","-1","1","1","1","-1","-1","1","","","","1","2","","","","-1","-1","-1","-1","1","0","0","0","-1","45","","0","0","0","-1","42","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"435","435","91195","46","0","389","0","-1","2386","0","11418","0","690","0","3396","0","1","2","1","1","18","270","","216","","1620","","2","-1","","","","","","","","","",""
"366702","6","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","2","-1","-1","1","-1","-1","-1","-1","","-1","","-1","-1","-1","-1","1","-1","-1","4","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","1","-1","-1","3","","","","1","2","","","","-1","-1","-1","-1","1","","","","-1","","","9050","9050","9050","-1","40","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"248","248","90595","0","","440","0","-1","0","0","7640","0","0","0","1144","0","1","2","1","1","","224","","","","672","","2","-1","","","","","","","","","",""
"146384","6","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","2","-1","-1","1","-1","-1","-1","-1","","-1","","-1","-1","-1","-1","-1","-1","-1","4","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","1","-1","-1","3","","","","1","2","","","","-1","-1","-1","-1","1","","","","-1","","","11100","11100","11100","-1","40","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1628","1628","90595","0","","2595","0","-1","0","0","44280","0","0","0","7408","0","1","2","1","1","","997","","","","3988","","2","-1","","","","","","","","","",""
"366757","6","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","2","-1","-1","1","-1","-1","-1","-1","","-1","","-1","-1","-1","-1","-1","-1","-1","4","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","1","-1","-1","3","","","","1","2","","","","-1","-1","-1","-1","1","","","","-1","","","9050","9050","9050","-1","40","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271","271","90595","0","","462","0","-1","0","0","7480","0","0","0","1196","0","1","2","1","1","","165","","","","660","","2","-1","","","","","","","","","",""
"419536","6","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","2","-1","-1","1","-1","-1","-1","-1","","-1","","-1","-1","-1","-1","-1","-1","-1","4","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","1","-1","-1","3","","","","1","2","","","","-1","-1","-1","-1","1","","","","-1","","","10350","10350","10350","-1","40","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"262","262","90595","0","","458","0","-1","0","0","5448","0","0","0","1336","0","1","2","1","1","","190","","","","760","","2","-1","","","","","","","","","",""
"164155","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","1290","1","","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","1","1","-1","-1","-1","-1","-1","-1","1","","","","1","2","","","","-1","-1","-1","-1","1","0","0","0","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","4000","1","21","-1","0","0","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4082","4082","70195","4082","1100","0","0","-1","142594","0","0","0","70866","0","0","0","1","2","1","","525","","","2310","","","","2","-1","","","","","","","","","",""
"130624","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","1248","1","26","-1","-1","1","1","1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","1","","","","1","2","","","","-1","-1","-1","-1","1","0","0","0","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","","1","21","-1","0","0","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"862","862","70195","862","230","0","0","-1","30688","0","0","0","15085","0","0","0","1","2","1","","74","0","0","518","0","0","0","2","-1","","","","","","","","","",""
"218423","2","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","1","1","1","-1","-1","-1","-1","-1","1","","","","1","1","25","","","-1","1","-1","1","-1","6235","6235","6235","-1","36","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","516","2","","-1","2700","","-1","","3","-1",490205,6235,,,,,150399,3690,,,,,490205,5500,,,,,,,,,,,,,,,,,,,,,,,"147","147","70195","1694","54","","","-1","28816","54180","","","1764","2160","","","1","2","1","1","427","","","6272","","","","2","-1","","","","","","","","","",""
"144157","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","-1","1","1","","1","","1","-1","1","-1","1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","1","-1","1","-1","-1","1","1","1","1","1","1","1","1","-1","1","","","","1","2","","","","1","1","1","-1","-1","1285","4109","5774","-1","30","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7071","7071","70195","18872","872","","","-1","127271","0","","","65314","0","","","1","2","1","","4999","","","24787","","","","2","-1","","","","","","","","","",""
"233277","1","1","-1","-1","1","-1","-1","1","-1","1","-1","-1","1","-1","1","-1","-1","2","-1","-1","-1","1","1","1","1","975","-1","","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","1","1","1","1","1","1","1","-1","1","","","","1","1","15","","","1","1","1","-1","-1","3146","3146","7720","-1","15","","3304","3304","6488","-1","15","","","","","","","","","","","","","","","","","","","","","","","-1","","1","2701","1","19","-1","2392","1920","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8687","8687","70195","8467","1135","1608","0","-1","224793","0","14779","0","110487","0","6008","0","1","2","1","1","2186","527","","13681","","2733","","2","-1","","","","","","","","","",""
"159373","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","1","-1","-1","-1","-1","","-1","","-1","-1","-1","-1","-1","-1","-1","2","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","-1","1","","","","1","1","50","50","50","1","1","1","-1","-1","3359","3359","6484","-1","26","","2828","2828","5953","-1","21","","","9290","13990","6918","14818","","","","","","","","","","","","","","","","","-1","39","1","260","2","","-1","3500","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3059","3059","70195","1318","","760","1340","-1","32611","0","11653","52260","13941","0","5394","26580","1","2","1","1","719","332","0","5654","0","1439","0","2","-1","","","","","","","","","",""
"157757","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","","1","19","1","-1","1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","1","-1","-1","1","","","","1","1","20","30","","1","1","1","-1","-1","9600","9600","9600","-1","27","","6000","6000","6000","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","275","1","10","-1","1300","1380","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1323","1323","70195","1179","95","467","0","-1","23634","0","6054","0","10751","0","2395","0","1","2","1","1","401","261","","2011","","1281","","2","-1","","","","","","","","","",""
"156365","1","1","-1","-1","-1","-1","-1","1","1","1","-1","1","1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","1","1","1010","1","21","-1","-1","-1","-1","1","-1","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","1","-1","-1","1","-1","-1","1","","","","1","1","20","","","1","1","1","-1","-1","6800","6800","6800","-1","32","","6800","6800","6800","-1","24","","","","","","","","","","","","","","","","","","","","","","","-1","","1","663","1","20","-1","1460","1920","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1357","1357","70195","1522","334","64","0","-1","33609","0","360","0","16601","0","162","0","1","2","1","1","168","38","","888","0","183","0","2","-1","","","","","","","","","",""
"233912","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","837","1","19","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","1","1","-1","-1","-1","-1","-1","-1","1","","","","1","1","15","","","1","1","1","-1","-1","9975","9975","9975","-1","30","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","500","1","21","-1","1950","2300","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"478","478","70195","843","246","0","0","-1","23040","0","0","0","5700","0","0","0","1","2","1","1","126","","","437","","","","2","-1","","","","","","","","","",""
"101912","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","1","","1","","-1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","-1","-1","1","-1","-1","1","","","","1","1","15","","","-1","1","1","-1","-1","7380","7380","7380","-1","32","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","1007","1","19","-1","1776","2550","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1626","1626","70195","1860","1549","0","0","-1","43789","0","0","0","21538","0","0","0","1","2","1","1","26","","","104","","","","2","-1","","","","","","","","","",""
