unitid,cipcode,awlevel,crace15,crace16
"100654",520204,"5","1","5"
"100654",520301,"5","11","10"
"100654",520601,"5","0","1"
"100654",520808,"5","9","10"
"100654",521401,"5","8","12"
"100654",990000,"5","232","275"
"100654",20201,"7","3","1"
"100654",20301,"7","1","2"
"100654",20501,"7","10","2"
"100654",40301,"7","1","2"
"100654",110101,"7","19","10"
"100654",130401,"7","4","1"
"100654",131001,"7","3","20"
"100654",131202,"7","3","47"
"100654",131204,"7","0","11"
"100654",131205,"7","19","17"
"100654",131314,"7","2","3"
"100654",150603,"7","3","2"
"100654",190101,"7","0","4"
"100654",260101,"7","1","2"
"100654",400801,"7","2","5"
"100654",420201,"7","2","11"
"100654",420601,"7","3","13"
"100654",420901,"7","1","2"
"100654",459999,"7","2","0"
"100654",510203,"7","0","4"
"100654",520201,"7","17","19"
"100654",520601,"7","2","0"
"100654",990000,"7","98","178"
"100654",400899,"9","2","0"
"100654",990000,"9","2","0"
"100663",510904,"1","127","24"
"100663",990000,"1","127","24"
"100663",150401,"2","21","2"
"100663",510601,"2","1","20"
"100663",510707,"2","1","11"
"100663",510801,"2","3","28"
"100663",510803,"2","3","22"
"100663",510806,"2","1","30"
"100663",510904,"2","53","5"
"100663",510907,"2","9","20"
"100663",510908,"2","21","29"
"100663",511004,"2","3","11"
"100663",990000,"2","116","178"
"100663",90101,"5","20","32"
"100663",110101,"5","24","8"
"100663",130101,"5","0","2"
"100663",131001,"5","2","22"
"100663",131202,"5","11","80"
"100663",131204,"5","0","53"
"100663",131205,"5","15","29"
"100663",131302,"5","1","2"
"100663",131307,"5","3","4"
"100663",131312,"5","2","0"
"100663",131314,"5","4","8"
"100663",140801,"5","13","2"
"100663",141001,"5","14","1"
"100663",141801,"5","4","1"
"100663",141901,"5","11","3"
"100663",160501,"5","0","1"
"100663",160905,"5","2","7"
"100663",230101,"5","13","15"
"100663",260101,"5","41","52"
"100663",270101,"5","5","3"
"100663",300101,"5","6","3"
"100663",309999,"5","0","1"
"100663",380101,"5","5","5"
"100663",400101,"5","2","0"
"100663",400501,"5","7","3"
"100663",400601,"5","1","1"
"100663",400801,"5","2","0"
"100663",420101,"5","38","69"
"100663",430199,"5","38","20"
"100663",440701,"5","6","26"
"100663",450101,"5","1","2"
"100663",450201,"5","3","0"
"100663",450601,"5","5","0"
"100663",450801,"5","29","20"
"100663",451001,"5","20","7"
"100663",451101,"5","4","17"
"100663",500101,"5","4","4"
"100663",500301,"5","0","2"
"100663",500702,"5","7","9"
"100663",500703,"5","2","3"
"100663",500901,"5","1","1"
"100663",510602,"5","0","6"
"100663",510706,"5","3","11"
"100663",510807,"5","6","2"
"100663",510905,"5","7","5"
"100663",510907,"5","6","14"
"100663",511002,"5","4","5"
"100663",511005,"5","2","11"
"100663",511399,"5","3","2"
"100663",511601,"5","25","164"
"100663",511604,"5","4","13"
"100663",512306,"5","3","27"
"100663",519999,"5","6","36"
"100663",520201,"5","43","38"
"100663",520299,"5","7","3"
"100663",520301,"5","46","50"
"100663",520601,"5","4","0"
"100663",520801,"5","40","20"
"100663",521399,"5","3","0"
"100663",521401,"5","51","28"
"100663",990000,"5","629","953"
"100663",190503,"6","0","13"
"100663",511604,"6","0","9"
"100663",990000,"6","0","22"
"100663",110101,"7","18","2"
"100663",130401,"7","4","2"
"100663",131001,"7","3","19"
"100663",131202,"7","3","72"
"100663",131204,"7","0","37"
"100663",131205,"7","21","42"
"100663",131302,"7","0","4"
"100663",131307,"7","0","3"
"100663",131314,"7","7","8"
"100663",139999,"7","9","38"
"100663",140501,"7","2","9"
"100663",140801,"7","5","0"
"100663",141001,"7","12","1"
"100663",141801,"7","5","4"
"100663",141901,"7","10","1"
"100663",230101,"7","2","7"
"100663",260101,"7","0","3"
"100663",260609,"7","0","6"
"100663",260615,"7","0","1"
"100663",270101,"7","3","2"
"100663",400501,"7","2","2"
"100663",400801,"7","7","0"
"100663",420101,"7","2","6"
"100663",430106,"7","3","5"
"100663",430199,"7","2","3"
"100663",440401,"7","6","11"
"100663",450801,"7","4","6"
"100663",451101,"7","1","6"
"100663",500703,"7","0","4"
"100663",510501,"7","7","3"
"100663",510701,"7","15","10"
"100663",510799,"7","4","0"
"100663",511399,"7","1","6"
"100663",511601,"7","6","73"
"100663",512201,"7","47","52"
"100663",512306,"7","0","1"
"100663",512308,"7","13","39"
"100663",519999,"7","1","3"
"100663",520201,"7","85","43"
"100663",520301,"7","9","6"
"100663",990000,"7","319","540"
"100663",130101,"8","2","8"
"100663",130401,"8","4","3"
"100663",990000,"8","6","11"
"100663",110101,"9","1","0"
"100663",130401,"9","0","3"
"100663",131204,"9","0","4"
"100663",140501,"9","3","0"
"100663",141801,"9","0","1"
"100663",260101,"9","1","1"
"100663",260202,"9","5","0"
"100663",260203,"9","3","0"
"100663",260501,"9","5","1"
"100663",260601,"9","4","4"
"100663",260609,"9","0","3"
"100663",260615,"9","1","1"
"100663",260704,"9","3","0"
"100663",260705,"9","2","1"
"100663",260706,"9","1","0"
"100663",270301,"9","2","0"
"100663",400501,"9","1","0"
"100663",400801,"9","3","1"
"100663",420101,"9","4","3"
"100663",510701,"9","2","3"
"100663",511306,"9","0","1"
"100663",511399,"9","1","2"
"100663",511601,"9","2","26"
"100663",512201,"9","3","3"
"100663",512202,"9","1","1"
"100663",990000,"9","48","59"
"100663",510401,"10","28","20"
"100663",511201,"10","109","48"
"100663",511701,"10","17","16"
"100663",990000,"10","154","84"
"100672",470699,"1","22","0"
"100672",990000,"1","22","0"
"100672",150801,"2","4","2"
"100672",470604,"2","7","0"
"100672",470607,"2","79","3"
"100672",990000,"2","90","5"
"100672",150801,"3","26","1"
"100672",470607,"3","48","2"
"100672",490102,"3","20","3"
"100672",990000,"3","94","6"
"100690",390201,"5","11","2"
"100690",990000,"5","11","2"
"100690",390201,"7","11","0"
"100690",990000,"7","11","0"
"100690",390602,"10","3","0"
"100690",990000,"10","3","0"
"100706",300101,"1","0","1"
"100706",510904,"1","88","51"
"100706",520301,"1","1","6"
"100706",990000,"1","89","58"
"100706",510904,"2","47","16"
"100706",990000,"2","47","16"
"100706",50110,"5","0","2"
"100706",110101,"5","25","17"
"100706",131202,"5","0","9"
"100706",140701,"5","10","1"
"100706",140801,"5","12","2"
"100706",140901,"5","5","3"
"100706",141001,"5","97","33"
"100706",141701,"5","5","7"
"100706",141901,"5","36","10"
"100706",160905,"5","1","1"
"100706",169999,"5","3","2"
"100706",230101,"5","2","9"
"100706",231001,"5","1","3"
"100706",260101,"5","11","12"
"100706",270101,"5","11","10"
"100706",380101,"5","2","2"
"100706",400501,"5","5","1"
"100706",400801,"5","7","4"
"100706",400807,"5","8","3"
"100706",420101,"5","1","12"
"100706",450801,"5","1","4"
"100706",451001,"5","4","6"
"100706",451101,"5","1","4"
"100706",500701,"5","3","8"
"100706",500901,"5","1","0"
"100706",511601,"5","19","119"
"100706",520201,"5","5","9"
"100706",520202,"5","3","8"
"100706",520301,"5","22","35"
"100706",520601,"5","1","1"
"100706",520801,"5","11","8"
"100706",521201,"5","15","17"
"100706",521401,"5","11","6"
"100706",990000,"5","339","368"
"100706",110101,"7","28","14"
"100706",140101,"7","92","20"
"100706",230101,"7","1","9"
"100706",260101,"7","2","3"
"100706",270101,"7","3","2"
"100706",400501,"7","4","3"
"100706",400801,"7","10","2"
"100706",420101,"7","0","3"
"100706",440401,"7","3","1"
"100706",450801,"7","0","2"
"100706",511601,"7","2","26"
"100706",520201,"7","21","16"
"100706",990000,"7","166","101"
"100706",110101,"9","3","1"
"100706",140901,"9","1","0"
"100706",141001,"9","3","0"
"100706",141701,"9","1","2"
"100706",141901,"9","2","1"
"100706",309999,"9","0","1"
"100706",400801,"9","12","3"
"100706",990000,"9","22","8"
"100724",200201,"3","0","1"
"100724",240101,"3","0","1"
"100724",520201,"3","0","1"
"100724",520204,"3","0","1"
"100724",990000,"3","0","4"
"100724",90401,"5","2","1"
"100724",90501,"5","4","9"
"100724",90701,"5","3","16"
"100724",110101,"5","2","1"
"100724",110701,"5","8","14"
"100724",131001,"5","2","5"
"100724",131202,"5","3","29"
"100724",131204,"5","0","16"
"100724",131302,"5","0","1"
"100724",131303,"5","0","2"
"100724",131311,"5","0","2"
"100724",131312,"5","4","1"
"100724",131314,"5","3","0"
"100724",131316,"5","1","2"
"100724",131317,"5","0","5"
"100724",131399,"5","4","11"
"100724",140101,"5","1","0"
"100724",230101,"5","1","4"
"100724",260101,"5","3","13"
"100724",270101,"5","5","4"
"100724",310301,"5","0","2"
"100724",400501,"5","1","1"
"100724",420101,"5","3","21"
"100724",430104,"5","17","11"
"100724",440201,"5","1","0"
"100724",440701,"5","5","13"
"100724",451001,"5","5","5"
"100724",451101,"5","1","1"
"100724",500903,"5","3","1"
"100724",511004,"5","0","1"
"100724",520201,"5","7","6"
"100724",520204,"5","0","8"
"100724",520301,"5","14","27"
"100724",520801,"5","8","4"
"100724",521401,"5","4","8"
"100724",990000,"5","115","245"
"100724",130401,"7","5","3"
"100724",131001,"7","3","18"
"100724",131101,"7","2","6"
"100724",131202,"7","3","11"
"100724",131204,"7","0","8"
"100724",131311,"7","1","4"
"100724",131312,"7","2","1"
"100724",131314,"7","3","1"
"100724",131316,"7","0","1"
"100724",260101,"7","1","3"
"100724",270101,"7","1","0"
"100724",449999,"7","3","13"
"100724",450401,"7","2","1"
"100724",990000,"7","26","70"
"100724",130401,"8","1","6"
"100724",130501,"8","0","1"
"100724",131101,"8","0","5"
"100724",131204,"8","0","1"
"100724",990000,"8","1","13"
"100751",40301,"5","8","2"
"100751",50102,"5","2","13"
"100751",50103,"5","2","1"
"100751",50107,"5","1","0"
"100751",90201,"5","47","44"
"100751",90401,"5","12","26"
"100751",90501,"5","36","56"
"100751",90701,"5","53","35"
"100751",110101,"5","14","3"
"100751",131001,"5","2","34"
"100751",131202,"5","4","113"
"100751",131204,"5","0","56"
"100751",131205,"5","33","75"
"100751",131302,"5","0","5"
"100751",131307,"5","2","2"
"100751",131312,"5","4","8"
"100751",131314,"5","50","21"
"100751",140201,"5","8","2"
"100751",140701,"5","21","8"
"100751",140801,"5","16","1"
"100751",141001,"5","54","11"
"100751",141701,"5","12","5"
"100751",141901,"5","55","7"
"100751",142001,"5","4","1"
"100751",142501,"5","1","0"
"100751",160402,"5","0","2"
"100751",160501,"5","3","1"
"100751",160901,"5","1","4"
"100751",160905,"5","1","7"
"100751",161201,"5","1","0"
"100751",190101,"5","0","7"
"100751",190402,"5","8","9"
"100751",190501,"5","0","21"
"100751",190599,"5","28","32"
"100751",190701,"5","4","44"
"100751",190901,"5","1","29"
"100751",199999,"5","0","1"
"100751",230101,"5","41","51"
"100751",231001,"5","5","3"
"100751",240199,"5","1","0"
"100751",260101,"5","33","20"
"100751",260501,"5","4","4"
"100751",260607,"5","0","2"
"100751",270101,"5","5","5"
"100751",270301,"5","0","3"
"100751",270501,"5","0","1"
"100751",309999,"5","56","35"
"100751",310503,"5","8","3"
"100751",380101,"5","0","2"
"100751",400501,"5","11","11"
"100751",400601,"5","6","3"
"100751",400801,"5","1","0"
"100751",420101,"5","28","75"
"100751",430104,"5","49","28"
"100751",440701,"5","6","23"
"100751",450201,"5","4","3"
"100751",450701,"5","12","2"
"100751",450801,"5","52","19"
"100751",450901,"5","11","5"
"100751",451001,"5","83","37"
"100751",451101,"5","3","7"
"100751",500301,"5","1","8"
"100751",500408,"5","3","34"
"100751",500501,"5","6","3"
"100751",500702,"5","11","19"
"100751",500703,"5","0","15"
"100751",500901,"5","3","3"
"100751",500903,"5","2","11"
"100751",500904,"5","1","0"
"100751",510204,"5","0","27"
"100751",510702,"5","40","46"
"100751",511199,"5","5","2"
"100751",511601,"5","6","91"
"100751",512305,"5","0","1"
"100751",520201,"5","75","50"
"100751",520301,"5","90","83"
"100751",520601,"5","12","1"
"100751",520801,"5","125","32"
"100751",521001,"5","1","0"
"100751",521201,"5","34","19"
"100751",521301,"5","10","9"
"100751",521302,"5","1","0"
"100751",521401,"5","134","85"
"100751",521501,"5","8","1"
"100751",990000,"5","1475","1568"
"100751",50102,"7","5","2"
"100751",50107,"7","2","2"
"100751",50207,"7","0","5"
"100751",90201,"7","6","10"
"100751",90401,"7","3","2"
"100751",90701,"7","4","2"
"100751",110101,"7","11","1"
"100751",130401,"7","4","1"
"100751",130404,"7","0","1"
"100751",130406,"7","2","6"
"100751",130802,"7","1","1"
"100751",131001,"7","2","49"
"100751",131101,"7","1","6"
"100751",131202,"7","3","59"
"100751",131204,"7","0","22"
"100751",131205,"7","22","50"
"100751",131302,"7","0","4"
"100751",131307,"7","1","3"
"100751",131314,"7","3","2"
"100751",131401,"7","7","2"
"100751",140201,"7","1","2"
"100751",140701,"7","7","1"
"100751",140801,"7","4","1"
"100751",141001,"7","18","2"
"100751",141101,"7","1","0"
"100751",141401,"7","8","0"
"100751",141701,"7","9","0"
"100751",141901,"7","6","1"
"100751",142001,"7","5","0"
"100751",142101,"7","3","0"
"100751",160501,"7","2","4"
"100751",160901,"7","0","4"
"100751",160905,"7","2","5"
"100751",160999,"7","0","1"
"100751",190101,"7","1","12"
"100751",220104,"7","4","0"
"100751",230101,"7","7","14"
"100751",230501,"7","6","7"
"100751",231001,"7","2","2"
"100751",250101,"7","15","58"
"100751",260101,"7","1","2"
"100751",260607,"7","0","1"
"100751",270101,"7","4","0"
"100751",270301,"7","1","0"
"100751",279999,"7","1","2"
"100751",400501,"7","2","1"
"100751",400601,"7","6","1"
"100751",400801,"7","3","2"
"100751",420101,"7","2","10"
"100751",420601,"7","4","4"
"100751",421701,"7","0","1"
"100751",430104,"7","14","8"
"100751",440401,"7","6","0"
"100751",440701,"7","13","92"
"100751",450201,"7","0","2"
"100751",450701,"7","7","2"
"100751",450801,"7","16","0"
"100751",451001,"7","4","1"
"100751",451101,"7","0","1"
"100751",500501,"7","13","12"
"100751",500702,"7","1","2"
"100751",500799,"7","0","2"
"100751",500903,"7","2","4"
"100751",510202,"7","0","3"
"100751",510203,"7","2","20"
"100751",512310,"7","1","6"
"100751",520201,"7","65","23"
"100751",520301,"7","10","11"
"100751",520601,"7","3","2"
"100751",520801,"7","12","2"
"100751",521001,"7","4","5"
"100751",521301,"7","1","0"
"100751",521401,"7","7","4"
"100751",521601,"7","6","4"
"100751",990000,"7","389","574"
"100751",130401,"8","9","13"
"100751",130404,"8","0","1"
"100751",131001,"8","0","3"
"100751",131101,"8","1","7"
"100751",131202,"8","1","2"
"100751",131205,"8","1","1"
"100751",250101,"8","0","2"
"100751",990000,"8","12","29"
"100751",90401,"9","2","3"
"100751",130404,"9","1","8"
"100751",130405,"9","6","3"
"100751",130406,"9","8","15"
"100751",130603,"9","1","1"
"100751",130802,"9","0","2"
"100751",131001,"9","0","10"
"100751",131101,"9","1","1"
"100751",131202,"9","0","2"
"100751",131205,"9","3","4"
"100751",131307,"9","0","1"
"100751",140701,"9","2","0"
"100751",140801,"9","2","2"
"100751",141001,"9","2","0"
"100751",141101,"9","2","0"
"100751",141801,"9","2","0"
"100751",141901,"9","3","0"
"100751",230101,"9","1","3"
"100751",250101,"9","1","1"
"100751",260101,"9","2","1"
"100751",279999,"9","2","0"
"100751",309999,"9","2","0"
"100751",310505,"9","1","2"
"100751",400501,"9","2","1"
"100751",400601,"9","0","1"
"100751",400801,"9","2","0"
"100751",420101,"9","1","0"
"100751",420201,"9","5","7"
"100751",440401,"9","8","2"
"100751",440701,"9","2","4"
"100751",450801,"9","1","0"
"100751",451001,"9","1","0"
"100751",451101,"9","0","1"
"100751",500903,"9","4","6"
"100751",500904,"9","4","0"
"100751",520301,"9","0","2"
"100751",520601,"9","1","1"
"100751",520801,"9","4","0"
"100751",521001,"9","2","3"
"100751",521301,"9","6","1"
"100751",521401,"9","1","0"
"100751",990000,"9","88","88"
"100751",220101,"10","112","60"
"100751",990000,"10","112","60"
"100760",120403,"2","0","23"
"100760",150599,"2","5","1"
"100760",200201,"2","0","2"
"100760",200301,"2","2","1"
"100760",470105,"2","2","2"
"100760",470201,"2","8","0"
"100760",470605,"2","4","0"
"100760",480703,"2","5","0"
"100760",511613,"2","1","79"
"100760",520302,"2","0","8"
"100760",520401,"2","0","1"
"100760",520408,"2","0","34"
"100760",990000,"2","27","151"
"100760",110701,"3","0","5"
"100760",150599,"3","3","0"
"100760",240199,"3","60","67"
"100760",309999,"3","2","0"
"100760",470105,"3","13","3"
"100760",480101,"3","9","2"
"100760",519999,"3","1","3"
"100760",520101,"3","0","1"
"100760",520201,"3","0","3"
"100760",990000,"3","88","84"
"100812",119999,"5","32","36"
"100812",131011,"5","17","47"
"100812",131202,"5","10","134"
"100812",131204,"5","0","35"
"100812",131205,"5","8","31"
"100812",131320,"5","27","4"
"100812",139999,"5","17","15"
"100812",230101,"5","0","8"
"100812",240102,"5","9","11"
"100812",260101,"5","0","7"
"100812",270101,"5","23","12"
"100812",309999,"5","3","11"
"100812",380201,"5","5","3"
"100812",400501,"5","7","2"
"100812",400801,"5","1","0"
"100812",419999,"5","2","0"
"100812",420101,"5","21","27"
"100812",430104,"5","18","27"
"100812",430201,"5","17","1"
"100812",450801,"5","4","2"
"100812",451001,"5","9","6"
"100812",451101,"5","0","10"
"100812",500701,"5","4","0"
"100812",519999,"5","0","2"
"100812",520101,"5","85","118"
"100812",520301,"5","31","83"
"100812",521001,"5","7","25"
"100812",529999,"5","52","61"
"100812",990000,"5","409","718"
"100821",120402,"2","12","0"
"100821",200409,"2","3","0"
"100821",460101,"2","9","0"
"100821",470105,"2","1","0"
"100821",470603,"2","10","0"
"100821",470604,"2","10","0"
"100821",470606,"2","11","0"
"100821",480303,"2","5","0"
"100821",480304,"2","2","0"
"100821",480508,"2","8","0"
"100821",480703,"2","6","0"
"100821",520302,"2","10","0"
"100821",520401,"2","0","3"
"100821",990000,"2","87","3"
"100830",90101,"5","14","27"
"100830",110401,"5","26","19"
"100830",131006,"5","1","5"
"100830",131011,"5","0","16"
"100830",131202,"5","6","122"
"100830",131205,"5","11","12"
"100830",131314,"5","11","8"
"100830",230101,"5","6","6"
"100830",240101,"5","19","36"
"100830",260101,"5","17","13"
"100830",270101,"5","7","2"
"100830",400101,"5","5","4"
"100830",420101,"5","10","29"
"100830",430103,"5","24","30"
"100830",450801,"5","15","14"
"100830",451001,"5","8","5"
"100830",451101,"5","6","19"
"100830",500799,"5","5","15"
"100830",511004,"5","3","3"
"100830",511601,"5","7","63"
"100830",520101,"5","34","17"
"100830",520201,"5","12","13"
"100830",520301,"5","13","35"
"100830",520601,"5","3","3"
"100830",520801,"5","18","12"
"100830",521001,"5","1","15"
"100830",521401,"5","10","16"
"100830",990000,"5","292","559"
"100830",130101,"7","2","6"
"100830",130401,"7","1","3"
"100830",131006,"7","2","8"
"100830",131011,"7","6","10"
"100830",131101,"7","2","14"
"100830",131202,"7","4","61"
"100830",131205,"7","9","21"
"100830",131314,"7","1","2"
"100830",240101,"7","3","2"
"100830",420101,"7","5","7"
"100830",430103,"7","9","7"
"100830",440401,"7","26","12"
"100830",451001,"7","21","1"
"100830",520101,"7","53","33"
"100830",990000,"7","144","187"
"100830",130101,"8","2","3"
"100830",131006,"8","0","2"
"100830",131101,"8","0","1"
"100830",131202,"8","0","4"
"100830",990000,"8","2","10"
"100858",10103,"5","23","5"
"100858",10303,"5","8","1"
"100858",20101,"5","3","0"
"100858",20201,"5","33","23"
"100858",20209,"5","5","1"
"100858",20403,"5","27","14"
"100858",20499,"5","7","1"
"100858",30102,"5","24","19"
"100858",30502,"5","44","2"
"100858",30601,"5","17","13"
"100858",40201,"5","33","16"
"100858",40401,"5","7","4"
"100858",40501,"5","1","11"
"100858",40601,"5","13","4"
"100858",80102,"5","0","23"
"100858",90401,"5","16","12"
"100858",90501,"5","15","28"
"100858",90701,"5","29","26"
"100858",110101,"5","8","4"
"100858",131001,"5","1","64"
"100858",131201,"5","6","3"
"100858",131202,"5","8","108"
"100858",131204,"5","0","81"
"100858",131305,"5","7","18"
"100858",131306,"5","1","3"
"100858",131307,"5","13","19"
"100858",131311,"5","6","16"
"100858",131312,"5","8","1"
"100858",131314,"5","22","12"
"100858",131316,"5","2","10"
"100858",131317,"5","10","12"
"100858",131319,"5","20","8"
"100858",140201,"5","32","5"
"100858",140301,"5","4","0"
"100858",140401,"5","88","6"
"100858",140701,"5","52","26"
"100858",140801,"5","91","19"
"100858",140901,"5","33","8"
"100858",141001,"5","112","19"
"100858",141501,"5","1","3"
"100858",141701,"5","18","11"
"100858",141801,"5","7","1"
"100858",141901,"5","118","16"
"100858",142801,"5","5","4"
"100858",149999,"5","68","8"
"100858",160501,"5","7","4"
"100858",160901,"5","1","8"
"100858",160905,"5","13","14"
"100858",190501,"5","1","20"
"100858",190601,"5","0","32"
"100858",190701,"5","2","55"
"100858",190901,"5","0","8"
"100858",230101,"5","23","32"
"100858",231001,"5","20","30"
"100858",260101,"5","9","14"
"100858",260202,"5","6","2"
"100858",260402,"5","3","2"
"100858",260501,"5","11","23"
"100858",260607,"5","9","8"
"100858",260701,"5","35","20"
"100858",270101,"5","2","10"
"100858",270301,"5","11","9"
"100858",310301,"5","8","4"
"100858",380101,"5","2","1"
"100858",380201,"5","0","1"
"100858",400501,"5","7","1"
"100858",400599,"5","4","1"
"100858",400601,"5","9","3"
"100858",400801,"5","8","3"
"100858",410101,"5","6","11"
"100858",420101,"5","54","114"
"100858",430102,"5","3","3"
"100858",430107,"5","44","10"
"100858",430199,"5","1","2"
"100858",440401,"5","8","9"
"100858",440701,"5","2","31"
"100858",450201,"5","6","1"
"100858",450401,"5","17","11"
"100858",450601,"5","9","1"
"100858",450701,"5","10","4"
"100858",450801,"5","40","13"
"100858",451001,"5","37","30"
"100858",451101,"5","2","7"
"100858",500101,"5","35","27"
"100858",500404,"5","22","3"
"100858",500501,"5","6","6"
"100858",500703,"5","0","2"
"100858",500901,"5","1","5"
"100858",510204,"5","0","26"
"100858",510701,"5","5","14"
"100858",511005,"5","9","9"
"100858",511601,"5","10","69"
"100858",512001,"5","23","73"
"100858",512399,"5","6","9"
"100858",520201,"5","144","85"
"100858",520203,"5","14","3"
"100858",520205,"5","47","7"
"100858",520301,"5","63","73"
"100858",520601,"5","19","4"
"100858",520801,"5","119","45"
"100858",520902,"5","18","21"
"100858",521001,"5","9","33"
"100858",521101,"5","19","42"
"100858",521401,"5","97","52"
"100858",990000,"5","2142","1848"
"100858",10103,"7","6","1"
"100858",10303,"7","23","2"
"100858",20201,"7","3","0"
"100858",20209,"7","3","2"
"100858",20403,"7","6","4"
"100858",20499,"7","6","5"
"100858",30502,"7","10","1"
"100858",30601,"7","7","0"
"100858",40301,"7","3","2"
"100858",110101,"7","8","1"
"100858",130401,"7","2","6"
"100858",130501,"7","0","4"
"100858",131001,"7","1","19"
"100858",131101,"7","6","16"
"100858",131201,"7","0","1"
"100858",131202,"7","3","17"
"100858",131204,"7","0","11"
"100858",131299,"7","10","18"
"100858",131306,"7","0","1"
"100858",131312,"7","1","1"
"100858",131314,"7","9","12"
"100858",131319,"7","1","6"
"100858",140201,"7","7","2"
"100858",140301,"7","3","0"
"100858",140701,"7","12","2"
"100858",140801,"7","19","4"
"100858",140901,"7","2","1"
"100858",141001,"7","14","1"
"100858",141701,"7","8","4"
"100858",141801,"7","9","2"
"100858",141901,"7","10","3"
"100858",149999,"7","4","0"
"100858",160901,"7","0","6"
"100858",160905,"7","3","5"
"100858",190501,"7","0","4"
"100858",190701,"7","4","3"
"100858",190703,"7","3","2"
"100858",190901,"7","1","2"
"100858",230101,"7","2","3"
"100858",231001,"7","2","11"
"100858",260305,"7","2","1"
"100858",260501,"7","3","2"
"100858",260609,"7","0","1"
"100858",260701,"7","5","3"
"100858",260702,"7","1","0"
"100858",270101,"7","7","0"
"100858",270301,"7","3","0"
"100858",270501,"7","3","4"
"100858",400501,"7","0","5"
"100858",400601,"7","8","1"
"100858",400801,"7","2","0"
"100858",420101,"7","7","3"
"100858",420201,"7","1","5"
"100858",440401,"7","5","3"
"100858",450801,"7","4","3"
"100858",451001,"7","5","0"
"100858",451101,"7","4","1"
"100858",500404,"7","1","0"
"100858",510204,"7","1","28"
"100858",512003,"7","3","3"
"100858",512399,"7","0","1"
"100858",512501,"7","2","5"
"100858",520201,"7","72","28"
"100858",520301,"7","9","1"
"100858",520601,"7","3","1"
"100858",521201,"7","5","5"
"100858",990000,"7","367","289"
"100858",130401,"8","1","1"
"100858",130501,"8","0","4"
"100858",131001,"8","0","2"
"100858",131101,"8","0","2"
"100858",990000,"8","1","9"
"100858",10103,"9","1","0"
"100858",10303,"9","5","3"
"100858",20201,"9","1","1"
"100858",20209,"9","0","2"
"100858",20499,"9","8","2"
"100858",30502,"9","3","0"
"100858",110101,"9","1","0"
"100858",130301,"9","0","1"
"100858",130401,"9","5","4"
"100858",131001,"9","0","1"
