pct_baplus1940,pct_baplus2024,state,county,rank_change
.77380955,57.126183,Georgia,Forsyth,3027
.40089086,41.19318,Michigan,Keweenaw,2846
1.2378193,49.90052,Georgia,Fayette,2839
.80971658,36.435432,Georgia,Dawson,2668
1.5135366,43.834476,Virginia,Stafford,2614
1.3835815,38.664753,Illinois,Monroe,2566
1.6447022,41.148472,Georgia,Cherokee,2490
1.3578625,36.029411,South Dakota,Campbell,2471
1.9293776,50.229942,Texas,Fort Bend,2429
1.6310866,38.461609,Georgia,Columbia,2417
