Geo__geoid_	Geo_NAME	Geo_qname	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_FILEID	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_PLACESE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIHHTLI	Geo_AITSCE	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_BTTR	Geo_BTBG	Geo_PUMA5	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008
"21005950202"	"Census Tract 9502.02, Anderson County, Kentucky"	"Census Tract 9502.02, Anderson County, Kentucky"	"KY"	140	0	"ACSSF"	1806	.	.	.	21	5	.	.	21	950202	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2458	295	941	790	195	209	21	7
"21005950300"	"Census Tract 9503, Anderson County, Kentucky"	"Census Tract 9503, Anderson County, Kentucky"	"KY"	140	0	"ACSSF"	1807	.	.	.	21	5	.	.	21	950300	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	1371	180	593	344	161	88	5	0
"21005950400"	"Census Tract 9504, Anderson County, Kentucky"	"Census Tract 9504, Anderson County, Kentucky"	"KY"	140	0	"ACSSF"	1808	.	.	.	21	5	.	.	21	950400	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	1612	253	648	458	164	76	13	0
"21007950100"	"Census Tract 9501, Ballard County, Kentucky"	"Census Tract 9501, Ballard County, Kentucky"	"KY"	140	0	"ACSSF"	1809	.	.	.	21	7	.	.	21	950100	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	3002	458	1276	894	189	165	19	1
"21007950200"	"Census Tract 9502, Ballard County, Kentucky"	"Census Tract 9502, Ballard County, Kentucky"	"KY"	140	0	"ACSSF"	1810	.	.	.	21	7	.	.	21	950200	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	1128	197	513	286	84	25	21	2
"21007950300"	"Census Tract 9503, Ballard County, Kentucky"	"Census Tract 9503, Ballard County, Kentucky"	"KY"	140	0	"ACSSF"	1811	.	.	.	21	7	.	.	21	950300	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	1711	289	596	609	154	48	0	15
"21009950100"	"Census Tract 9501, Barren County, Kentucky"	"Census Tract 9501, Barren County, Kentucky"	"KY"	140	0	"ACSSF"	1812	.	.	.	21	9	.	.	21	950100	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2468	344	970	714	221	145	68	6
"21009950200"	"Census Tract 9502, Barren County, Kentucky"	"Census Tract 9502, Barren County, Kentucky"	"KY"	140	0	"ACSSF"	1813	.	.	.	21	9	.	.	21	950200	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2492	420	1311	490	117	119	32	3
"21009950300"	"Census Tract 9503, Barren County, Kentucky"	"Census Tract 9503, Barren County, Kentucky"	"KY"	140	0	"ACSSF"	1814	.	.	.	21	9	.	.	21	950300	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	1916	408	826	488	138	37	17	2
"21009950400"	"Census Tract 9504, Barren County, Kentucky"	"Census Tract 9504, Barren County, Kentucky"	"KY"	140	0	"ACSSF"	1815	.	.	.	21	9	.	.	21	950400	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	3988	873	1779	698	429	117	54	38
"21009950500"	"Census Tract 9505, Barren County, Kentucky"	"Census Tract 9505, Barren County, Kentucky"	"KY"	140	0	"ACSSF"	1816	.	.	.	21	9	.	.	21	950500	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2518	635	866	623	202	159	11	22
"21009950600"	"Census Tract 9506, Barren County, Kentucky"	"Census Tract 9506, Barren County, Kentucky"	"KY"	140	0	"ACSSF"	1817	.	.	.	21	9	.	.	21	950600	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	4203	1051	1303	1263	429	118	39	0
"21009950700"	"Census Tract 9507, Barren County, Kentucky"	"Census Tract 9507, Barren County, Kentucky"	"KY"	140	0	"ACSSF"	1818	.	.	.	21	9	.	.	21	950700	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	4299	885	1426	997	597	306	58	30
"21009950800"	"Census Tract 9508, Barren County, Kentucky"	"Census Tract 9508, Barren County, Kentucky"	"KY"	140	0	"ACSSF"	1819	.	.	.	21	9	.	.	21	950800	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2251	451	1106	520	77	97	0	0
"21009950900"	"Census Tract 9509, Barren County, Kentucky"	"Census Tract 9509, Barren County, Kentucky"	"KY"	140	0	"ACSSF"	1820	.	.	.	21	9	.	.	21	950900	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2503	505	1225	497	114	125	29	8
"21009951000"	"Census Tract 9510, Barren County, Kentucky"	"Census Tract 9510, Barren County, Kentucky"	"KY"	140	0	"ACSSF"	1821	.	.	.	21	9	.	.	21	951000	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2390	325	1165	607	212	70	11	0
"21011970100"	"Census Tract 9701, Bath County, Kentucky"	"Census Tract 9701, Bath County, Kentucky"	"KY"	140	0	"ACSSF"	1822	.	.	.	21	11	.	.	21	970100	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	1404	353	605	315	108	23	0	0
"21011970200"	"Census Tract 9702, Bath County, Kentucky"	"Census Tract 9702, Bath County, Kentucky"	"KY"	140	0	"ACSSF"	1823	.	.	.	21	11	.	.	21	970200	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	3990	810	1474	1141	419	126	17	3
"21011970300"	"Census Tract 9703, Bath County, Kentucky"	"Census Tract 9703, Bath County, Kentucky"	"KY"	140	0	"ACSSF"	1824	.	.	.	21	11	.	.	21	970300	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2571	790	1050	515	136	43	27	10
"21013960100"	"Census Tract 9601, Bell County, Kentucky"	"Census Tract 9601, Bell County, Kentucky"	"KY"	140	0	"ACSSF"	1825	.	.	.	21	13	.	.	21	960100	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	1800	740	569	390	42	22	25	12
"21013960200"	"Census Tract 9602, Bell County, Kentucky"	"Census Tract 9602, Bell County, Kentucky"	"KY"	140	0	"ACSSF"	1826	.	.	.	21	13	.	.	21	960200	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	3424	1105	1015	884	146	200	32	42
"21013960300"	"Census Tract 9603, Bell County, Kentucky"	"Census Tract 9603, Bell County, Kentucky"	"KY"	140	0	"ACSSF"	1827	.	.	.	21	13	.	.	21	960300	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	1616	433	629	306	94	91	55	8
"21013960400"	"Census Tract 9604, Bell County, Kentucky"	"Census Tract 9604, Bell County, Kentucky"	"KY"	140	0	"ACSSF"	1828	.	.	.	21	13	.	.	21	960400	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	1104	394	435	198	45	28	4	0
"21013960500"	"Census Tract 9605, Bell County, Kentucky"	"Census Tract 9605, Bell County, Kentucky"	"KY"	140	0	"ACSSF"	1829	.	.	.	21	13	.	.	21	960500	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	1466	440	589	269	106	58	0	4
"21013960600"	"Census Tract 9606, Bell County, Kentucky"	"Census Tract 9606, Bell County, Kentucky"	"KY"	140	0	"ACSSF"	1830	.	.	.	21	13	.	.	21	960600	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	3284	1025	1401	551	143	123	24	17
"21013960700"	"Census Tract 9607, Bell County, Kentucky"	"Census Tract 9607, Bell County, Kentucky"	"KY"	140	0	"ACSSF"	1831	.	.	.	21	13	.	.	21	960700	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2024	599	617	452	190	118	23	25
"21013960800"	"Census Tract 9608, Bell County, Kentucky"	"Census Tract 9608, Bell County, Kentucky"	"KY"	140	0	"ACSSF"	1832	.	.	.	21	13	.	.	21	960800	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2794	952	942	629	133	65	44	29
"21013961100"	"Census Tract 9611, Bell County, Kentucky"	"Census Tract 9611, Bell County, Kentucky"	"KY"	140	0	"ACSSF"	1833	.	.	.	21	13	.	.	21	961100	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2123	498	1031	547	18	29	0	0
"21015070100"	"Census Tract 701, Boone County, Kentucky"	"Census Tract 701, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1834	.	.	.	21	15	.	.	21	70100	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	4373	945	1433	1383	435	104	33	40
"21015070200"	"Census Tract 702, Boone County, Kentucky"	"Census Tract 702, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1835	.	.	.	21	15	.	.	21	70200	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	4489	780	1623	1320	425	290	51	0
"21015070301"	"Census Tract 703.01, Boone County, Kentucky"	"Census Tract 703.01, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1836	.	.	.	21	15	.	.	21	70301	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	3139	712	1156	1095	130	46	0	0
"21015070305"	"Census Tract 703.05, Boone County, Kentucky"	"Census Tract 703.05, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1837	.	.	.	21	15	.	.	21	70305	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	4121	189	1044	1572	856	415	45	0
"21015070307"	"Census Tract 703.07, Boone County, Kentucky"	"Census Tract 703.07, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1838	.	.	.	21	15	.	.	21	70307	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	7193	370	1343	2510	2126	622	152	70
"21015070308"	"Census Tract 703.08, Boone County, Kentucky"	"Census Tract 703.08, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1839	.	.	.	21	15	.	.	21	70308	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	6627	154	1543	2258	1603	713	203	153
"21015070309"	"Census Tract 703.09, Boone County, Kentucky"	"Census Tract 703.09, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1840	.	.	.	21	15	.	.	21	70309	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	3865	215	739	1204	974	619	95	19
"21015070311"	"Census Tract 703.11, Boone County, Kentucky"	"Census Tract 703.11, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1841	.	.	.	21	15	.	.	21	70311	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	1929	194	841	687	96	92	8	11
"21015070312"	"Census Tract 703.12, Boone County, Kentucky"	"Census Tract 703.12, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1842	.	.	.	21	15	.	.	21	70312	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2241	130	899	785	352	62	0	13
"21015070313"	"Census Tract 703.13, Boone County, Kentucky"	"Census Tract 703.13, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1843	.	.	.	21	15	.	.	21	70313	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2245	168	491	899	454	190	9	34
"21015070314"	"Census Tract 703.14, Boone County, Kentucky"	"Census Tract 703.14, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1844	.	.	.	21	15	.	.	21	70314	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	3068	90	795	1115	690	364	14	0
"21015070401"	"Census Tract 704.01, Boone County, Kentucky"	"Census Tract 704.01, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1845	.	.	.	21	15	.	.	21	70401	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	5698	262	1041	1483	1885	764	139	124
"21015070402"	"Census Tract 704.02, Boone County, Kentucky"	"Census Tract 704.02, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1846	.	.	.	21	15	.	.	21	70402	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	5637	374	1690	2165	959	401	48	0
"21015070502"	"Census Tract 705.02, Boone County, Kentucky"	"Census Tract 705.02, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1847	.	.	.	21	15	.	.	21	70502	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	3273	464	1227	961	375	219	27	0
"21015070503"	"Census Tract 705.03, Boone County, Kentucky"	"Census Tract 705.03, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1848	.	.	.	21	15	.	.	21	70503	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	4312	113	1388	1587	941	221	15	47
"21015070504"	"Census Tract 705.04, Boone County, Kentucky"	"Census Tract 705.04, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1849	.	.	.	21	15	.	.	21	70504	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	5028	271	1559	1755	1051	303	75	14
"21015070601"	"Census Tract 706.01, Boone County, Kentucky"	"Census Tract 706.01, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1850	.	.	.	21	15	.	.	21	70601	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	1752	159	614	410	329	167	32	41
"21015070604"	"Census Tract 706.04, Boone County, Kentucky"	"Census Tract 706.04, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1851	.	.	.	21	15	.	.	21	70604	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	1892	334	716	481	177	157	12	15
"21015070605"	"Census Tract 706.05, Boone County, Kentucky"	"Census Tract 706.05, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1852	.	.	.	21	15	.	.	21	70605	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	3687	188	654	1021	1010	659	82	73
"21015070606"	"Census Tract 706.06, Boone County, Kentucky"	"Census Tract 706.06, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1853	.	.	.	21	15	.	.	21	70606	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2458	187	961	760	400	137	13	0
"21015070607"	"Census Tract 706.07, Boone County, Kentucky"	"Census Tract 706.07, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1854	.	.	.	21	15	.	.	21	70607	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2544	146	709	671	634	260	92	32
"21015980100"	"Census Tract 9801, Boone County, Kentucky"	"Census Tract 9801, Boone County, Kentucky"	"KY"	140	0	"ACSSF"	1855	.	.	.	21	15	.	.	21	980100	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	0	0	0	0	0	0	0	0
"21017030100"	"Census Tract 301, Bourbon County, Kentucky"	"Census Tract 301, Bourbon County, Kentucky"	"KY"	140	0	"ACSSF"	1856	.	.	.	21	17	.	.	21	30100	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2822	545	911	969	284	101	12	0
"21017030200"	"Census Tract 302, Bourbon County, Kentucky"	"Census Tract 302, Bourbon County, Kentucky"	"KY"	140	0	"ACSSF"	1857	.	.	.	21	17	.	.	21	30200	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	3742	655	1825	832	247	136	47	0
"21017030300"	"Census Tract 303, Bourbon County, Kentucky"	"Census Tract 303, Bourbon County, Kentucky"	"KY"	140	0	"ACSSF"	1858	.	.	.	21	17	.	.	21	30300	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2183	226	768	754	306	81	42	6
"21017030400"	"Census Tract 304, Bourbon County, Kentucky"	"Census Tract 304, Bourbon County, Kentucky"	"KY"	140	0	"ACSSF"	1859	.	.	.	21	17	.	.	21	30400	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	1745	251	562	547	321	39	21	4
"21017030500"	"Census Tract 305, Bourbon County, Kentucky"	"Census Tract 305, Bourbon County, Kentucky"	"KY"	140	0	"ACSSF"	1860	.	.	.	21	17	.	.	21	30500	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	1618	301	648	384	198	56	31	0
"21017030600"	"Census Tract 306, Bourbon County, Kentucky"	"Census Tract 306, Bourbon County, Kentucky"	"KY"	140	0	"ACSSF"	1861	.	.	.	21	17	.	.	21	30600	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	1651	333	659	426	173	43	17	0
"21019030200"	"Census Tract 302, Boyd County, Kentucky"	"Census Tract 302, Boyd County, Kentucky"	"KY"	140	0	"ACSSF"	1862	.	.	.	21	19	.	.	21	30200	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	950	192	303	298	96	43	11	7
"21019030300"	"Census Tract 303, Boyd County, Kentucky"	"Census Tract 303, Boyd County, Kentucky"	"KY"	140	0	"ACSSF"	1863	.	.	.	21	19	.	.	21	30300	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	1489	254	576	424	130	65	29	11
"21019030400"	"Census Tract 304, Boyd County, Kentucky"	"Census Tract 304, Boyd County, Kentucky"	"KY"	140	0	"ACSSF"	1864	.	.	.	21	19	.	.	21	30400	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	1485	232	534	561	87	55	10	6
"21019030500"	"Census Tract 305, Boyd County, Kentucky"	"Census Tract 305, Boyd County, Kentucky"	"KY"	140	0	"ACSSF"	1865	.	.	.	21	19	.	.	21	30500	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	3132	376	1009	1147	312	189	77	22
"21019030600"	"Census Tract 306, Boyd County, Kentucky"	"Census Tract 306, Boyd County, Kentucky"	"KY"	140	0	"ACSSF"	1866	.	.	.	21	19	.	.	21	30600	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	3052	254	873	1194	387	271	62	11
"21019030700"	"Census Tract 307, Boyd County, Kentucky"	"Census Tract 307, Boyd County, Kentucky"	"KY"	140	0	"ACSSF"	1867	.	.	.	21	19	.	.	21	30700	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2582	96	783	1078	277	192	113	43
"21019030800"	"Census Tract 308, Boyd County, Kentucky"	"Census Tract 308, Boyd County, Kentucky"	"KY"	140	0	"ACSSF"	1868	.	.	.	21	19	.	.	21	30800	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	.	.	.	.	.	.	.	.	""	""	.	2488	416	752	955	273	80	12	0
