Geo__geoid_	Geo_FILEID	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_STATE	Geo_COUNTY	Geo_TRACT	Geo_CNECTA	Geo_NECTADIV	Geo_GEO_ID	Geo_NAME	Geo_AREALAND	Geo_AREAWATER	Geo_PLACESE	Geo_qname	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008
"21001970100"	"ACSSF"	"KY"	140	0	21	1	970100	"."	"."	"1400000US21001970100"	"Census Tract 9701, Adair County, Kentucky"	175464467	7752233	21	"Census Tract 9701, Adair County, Kentucky"	1203	197	486	383	77	47	0	13
"21001970200"	"ACSSF"	"KY"	140	0	21	1	970200	"."	"."	"1400000US21001970200"	"Census Tract 9702, Adair County, Kentucky"	104252174	7503621	21	"Census Tract 9702, Adair County, Kentucky"	1425	172	471	469	185	108	20	0
"21001970300"	"ACSSF"	"KY"	140	0	21	1	970300	"."	"."	"1400000US21001970300"	"Census Tract 9703, Adair County, Kentucky"	191516273	892276	21	"Census Tract 9703, Adair County, Kentucky"	2098	189	915	767	178	49	0	0
"21001970401"	"ACSSF"	"KY"	140	0	21	1	970401	"."	"."	"1400000US21001970401"	"Census Tract 9704.01, Adair County, Kentucky"	105372194	706583	21	"Census Tract 9704.01, Adair County, Kentucky"	2895	469	1105	711	226	225	150	9
"21001970402"	"ACSSF"	"KY"	140	0	21	1	970402	"."	"."	"1400000US21001970402"	"Census Tract 9704.02, Adair County, Kentucky"	67018320	529361	21	"Census Tract 9704.02, Adair County, Kentucky"	2550	463	748	667	250	242	11	169
"21001970500"	"ACSSF"	"KY"	140	0	21	1	970500	"."	"."	"1400000US21001970500"	"Census Tract 9705, Adair County, Kentucky"	263714203	596666	21	"Census Tract 9705, Adair County, Kentucky"	1403	210	473	414	242	64	0	0
"21001970600"	"ACSSF"	"KY"	140	0	21	1	970600	"."	"."	"1400000US21001970600"	"Census Tract 9706, Adair County, Kentucky"	142364914	411177	21	"Census Tract 9706, Adair County, Kentucky"	1232	120	731	244	102	35	0	0
"21003920100"	"ACSSF"	"KY"	140	0	21	3	920100	"."	"."	"1400000US21003920100"	"Census Tract 9201, Allen County, Kentucky"	207158637	12787565	21	"Census Tract 9201, Allen County, Kentucky"	2640	383	1070	733	275	124	32	23
"21003920200"	"ACSSF"	"KY"	140	0	21	3	920200	"."	"."	"1400000US21003920200"	"Census Tract 9202, Allen County, Kentucky"	146614096	911656	21	"Census Tract 9202, Allen County, Kentucky"	2325	534	890	502	234	156	9	0
"21003920300"	"ACSSF"	"KY"	140	0	21	3	920300	"."	"."	"1400000US21003920300"	"Census Tract 9203, Allen County, Kentucky"	69833815	222698	21	"Census Tract 9203, Allen County, Kentucky"	3370	304	1277	1243	232	233	16	65
"21003920400"	"ACSSF"	"KY"	140	0	21	3	920400	"."	"."	"1400000US21003920400"	"Census Tract 9204, Allen County, Kentucky"	132940935	4306115	21	"Census Tract 9204, Allen County, Kentucky"	3131	481	1447	752	338	83	30	0
"21003920500"	"ACSSF"	"KY"	140	0	21	3	920500	"."	"."	"1400000US21003920500"	"Census Tract 9205, Allen County, Kentucky"	178142905	2237801	21	"Census Tract 9205, Allen County, Kentucky"	969	153	330	240	114	104	28	0
"21003920600"	"ACSSF"	"KY"	140	0	21	3	920600	"."	"."	"1400000US21003920600"	"Census Tract 9206, Allen County, Kentucky"	155550603	614031	21	"Census Tract 9206, Allen County, Kentucky"	2214	349	982	433	316	134	0	0
"21005950101"	"ACSSF"	"KY"	140	0	21	5	950101	"."	"."	"1400000US21005950101"	"Census Tract 9501.01, Anderson County, Kentucky"	29174746	180489	21	"Census Tract 9501.01, Anderson County, Kentucky"	1343	92	327	431	413	80	0	0
"21005950102"	"ACSSF"	"KY"	140	0	21	5	950102	"."	"."	"1400000US21005950102"	"Census Tract 9501.02, Anderson County, Kentucky"	46962026	996159	21	"Census Tract 9501.02, Anderson County, Kentucky"	4914	531	1681	1666	781	131	19	105
"21005950201"	"ACSSF"	"KY"	140	0	21	5	950201	"."	"."	"1400000US21005950201"	"Census Tract 9502.01, Anderson County, Kentucky"	11075445	95215	21	"Census Tract 9502.01, Anderson County, Kentucky"	3786	311	1467	1181	458	360	0	9
"21005950202"	"ACSSF"	"KY"	140	0	21	5	950202	"."	"."	"1400000US21005950202"	"Census Tract 9502.02, Anderson County, Kentucky"	74300229	947520	21	"Census Tract 9502.02, Anderson County, Kentucky"	2711	151	692	817	678	287	86	0
"21005950300"	"ACSSF"	"KY"	140	0	21	5	950300	"."	"."	"1400000US21005950300"	"Census Tract 9503, Anderson County, Kentucky"	157430528	1245597	21	"Census Tract 9503, Anderson County, Kentucky"	1840	182	667	594	292	89	16	0
"21005950400"	"ACSSF"	"KY"	140	0	21	5	950400	"."	"."	"1400000US21005950400"	"Census Tract 9504, Anderson County, Kentucky"	204906828	1779794	21	"Census Tract 9504, Anderson County, Kentucky"	2088	118	796	688	276	117	56	37
"21007950100"	"ACSSF"	"KY"	140	0	21	7	950100	"."	"."	"1400000US21007950100"	"Census Tract 9501, Ballard County, Kentucky"	300712492	26421224	21	"Census Tract 9501, Ballard County, Kentucky"	2766	177	1033	893	456	176	13	18
"21007950200"	"ACSSF"	"KY"	140	0	21	7	950200	"."	"."	"1400000US21007950200"	"Census Tract 9502, Ballard County, Kentucky"	161812605	35120717	21	"Census Tract 9502, Ballard County, Kentucky"	987	72	402	384	84	37	8	0
"21007950300"	"ACSSF"	"KY"	140	0	21	7	950300	"."	"."	"1400000US21007950300"	"Census Tract 9503, Ballard County, Kentucky"	177447558	8094399	21	"Census Tract 9503, Ballard County, Kentucky"	1759	100	767	656	172	55	0	9
"21009950100"	"ACSSF"	"KY"	140	0	21	9	950100	"."	"."	"1400000US21009950100"	"Census Tract 9501, Barren County, Kentucky"	187888193	2033899	21	"Census Tract 9501, Barren County, Kentucky"	2692	408	921	728	332	222	56	25
"21009950200"	"ACSSF"	"KY"	140	0	21	9	950200	"."	"."	"1400000US21009950200"	"Census Tract 9502, Barren County, Kentucky"	79703349	582107	21	"Census Tract 9502, Barren County, Kentucky"	2443	417	1075	790	125	36	0	0
"21009950300"	"ACSSF"	"KY"	140	0	21	9	950300	"."	"."	"1400000US21009950300"	"Census Tract 9503, Barren County, Kentucky"	107602651	813159	21	"Census Tract 9503, Barren County, Kentucky"	2624	483	1153	672	168	96	18	34
"21009950401"	"ACSSF"	"KY"	140	0	21	9	950401	"."	"."	"1400000US21009950401"	"Census Tract 9504.01, Barren County, Kentucky"	13066321	109338	21	"Census Tract 9504.01, Barren County, Kentucky"	1686	244	954	344	112	32	0	0
"21009950402"	"ACSSF"	"KY"	140	0	21	9	950402	"."	"."	"1400000US21009950402"	"Census Tract 9504.02, Barren County, Kentucky"	7299825	2123	21	"Census Tract 9504.02, Barren County, Kentucky"	2513	322	803	588	534	132	87	47
"21009950500"	"ACSSF"	"KY"	140	0	21	9	950500	"."	"."	"1400000US21009950500"	"Census Tract 9505, Barren County, Kentucky"	18140315	208535	21	"Census Tract 9505, Barren County, Kentucky"	3237	323	1362	725	484	264	71	8
"21009950601"	"ACSSF"	"KY"	140	0	21	9	950601	"."	"."	"1400000US21009950601"	"Census Tract 9506.01, Barren County, Kentucky"	5367339	3731	21	"Census Tract 9506.01, Barren County, Kentucky"	1654	266	793	438	133	24	0	0
"21009950602"	"ACSSF"	"KY"	140	0	21	9	950602	"."	"."	"1400000US21009950602"	"Census Tract 9506.02, Barren County, Kentucky"	64712143	446007	21	"Census Tract 9506.02, Barren County, Kentucky"	2354	232	1062	618	283	129	0	30
"21009950701"	"ACSSF"	"KY"	140	0	21	9	950701	"."	"."	"1400000US21009950701"	"Census Tract 9507.01, Barren County, Kentucky"	46215278	279923	21	"Census Tract 9507.01, Barren County, Kentucky"	1529	119	746	324	236	104	0	0
"21009950702"	"ACSSF"	"KY"	140	0	21	9	950702	"."	"."	"1400000US21009950702"	"Census Tract 9507.02, Barren County, Kentucky"	65432833	2837825	21	"Census Tract 9507.02, Barren County, Kentucky"	2537	233	968	592	440	223	59	22
"21009950800"	"ACSSF"	"KY"	140	0	21	9	950800	"."	"."	"1400000US21009950800"	"Census Tract 9508, Barren County, Kentucky"	184242114	1457794	21	"Census Tract 9508, Barren County, Kentucky"	2683	320	1235	826	184	106	12	0
"21009950900"	"ACSSF"	"KY"	140	0	21	9	950900	"."	"."	"1400000US21009950900"	"Census Tract 9509, Barren County, Kentucky"	314319721	14178849	21	"Census Tract 9509, Barren County, Kentucky"	2609	478	1047	756	238	58	17	15
"21009951000"	"ACSSF"	"KY"	140	0	21	9	951000	"."	"."	"1400000US21009951000"	"Census Tract 9510, Barren County, Kentucky"	168279908	9769960	21	"Census Tract 9510, Barren County, Kentucky"	2303	311	1117	574	142	138	21	0
"21011970100"	"ACSSF"	"KY"	140	0	21	11	970100	"."	"."	"1400000US21011970100"	"Census Tract 9701, Bath County, Kentucky"	165466613	884597	21	"Census Tract 9701, Bath County, Kentucky"	1312	394	476	245	132	54	11	0
"21011970201"	"ACSSF"	"KY"	140	0	21	11	970201	"."	"."	"1400000US21011970201"	"Census Tract 9702.01, Bath County, Kentucky"	152245754	1340918	21	"Census Tract 9702.01, Bath County, Kentucky"	1846	459	733	526	98	30	0	0
"21011970202"	"ACSSF"	"KY"	140	0	21	11	970202	"."	"."	"1400000US21011970202"	"Census Tract 9702.02, Bath County, Kentucky"	183085675	501799	21	"Census Tract 9702.02, Bath County, Kentucky"	3099	361	1404	679	393	220	42	0
"21011970300"	"ACSSF"	"KY"	140	0	21	11	970300	"."	"."	"1400000US21011970300"	"Census Tract 9703, Bath County, Kentucky"	219199038	12843332	21	"Census Tract 9703, Bath County, Kentucky"	2264	372	1096	549	114	110	16	7
"21013960100"	"ACSSF"	"KY"	140	0	21	13	960100	"."	"."	"1400000US21013960100"	"Census Tract 9601, Bell County, Kentucky"	211329707	695787	21	"Census Tract 9601, Bell County, Kentucky"	1493	396	783	278	33	3	0	0
"21013960200"	"ACSSF"	"KY"	140	0	21	13	960200	"."	"."	"1400000US21013960200"	"Census Tract 9602, Bell County, Kentucky"	123929804	613614	21	"Census Tract 9602, Bell County, Kentucky"	2525	556	873	678	258	103	57	0
"21013960300"	"ACSSF"	"KY"	140	0	21	13	960300	"."	"."	"1400000US21013960300"	"Census Tract 9603, Bell County, Kentucky"	87980682	939419	21	"Census Tract 9603, Bell County, Kentucky"	1285	288	417	209	228	43	85	15
"21013960400"	"ACSSF"	"KY"	140	0	21	13	960400	"."	"."	"1400000US21013960400"	"Census Tract 9604, Bell County, Kentucky"	137179775	982216	21	"Census Tract 9604, Bell County, Kentucky"	1203	296	615	280	1	11	0	0
"21013960500"	"ACSSF"	"KY"	140	0	21	13	960500	"."	"."	"1400000US21013960500"	"Census Tract 9605, Bell County, Kentucky"	72265691	256339	21	"Census Tract 9605, Bell County, Kentucky"	1172	200	493	329	117	33	0	0
"21013960600"	"ACSSF"	"KY"	140	0	21	13	960600	"."	"."	"1400000US21013960600"	"Census Tract 9606, Bell County, Kentucky"	40519586	367277	21	"Census Tract 9606, Bell County, Kentucky"	2804	328	1088	938	357	93	0	0
"21013960700"	"ACSSF"	"KY"	140	0	21	13	960700	"."	"."	"1400000US21013960700"	"Census Tract 9607, Bell County, Kentucky"	6555505	107866	21	"Census Tract 9607, Bell County, Kentucky"	1975	238	499	836	186	140	49	27
"21013960800"	"ACSSF"	"KY"	140	0	21	13	960800	"."	"."	"1400000US21013960800"	"Census Tract 9608, Bell County, Kentucky"	62317412	611555	21	"Census Tract 9608, Bell County, Kentucky"	2280	781	682	558	173	38	39	9
"21013961100"	"ACSSF"	"KY"	140	0	21	13	961100	"."	"."	"1400000US21013961100"	"Census Tract 9611, Bell County, Kentucky"	187725270	910203	21	"Census Tract 9611, Bell County, Kentucky"	2067	384	976	462	136	70	20	19
"21015070101"	"ACSSF"	"KY"	140	0	21	15	70101	"."	"."	"1400000US21015070101"	"Census Tract 701.01, Boone County, Kentucky"	3353997	7546	21	"Census Tract 701.01, Boone County, Kentucky"	3038	415	821	1087	339	227	88	61
"21015070102"	"ACSSF"	"KY"	140	0	21	15	70102	"."	"."	"1400000US21015070102"	"Census Tract 701.02, Boone County, Kentucky"	1331599	0	21	"Census Tract 701.02, Boone County, Kentucky"	1610	244	533	471	307	31	24	0
"21015070201"	"ACSSF"	"KY"	140	0	21	15	70201	"."	"."	"1400000US21015070201"	"Census Tract 702.01, Boone County, Kentucky"	2161612	0	21	"Census Tract 702.01, Boone County, Kentucky"	2603	281	822	1125	327	31	0	17
"21015070202"	"ACSSF"	"KY"	140	0	21	15	70202	"."	"."	"1400000US21015070202"	"Census Tract 702.02, Boone County, Kentucky"	2099589	0	21	"Census Tract 702.02, Boone County, Kentucky"	2111	80	960	692	369	0	0	10
"21015070301"	"ACSSF"	"KY"	140	0	21	15	70301	"."	"."	"1400000US21015070301"	"Census Tract 703.01, Boone County, Kentucky"	11579603	28600	21	"Census Tract 703.01, Boone County, Kentucky"	3451	608	1392	1098	247	58	48	0
"21015070305"	"ACSSF"	"KY"	140	0	21	15	70305	"."	"."	"1400000US21015070305"	"Census Tract 703.05, Boone County, Kentucky"	6093900	0	21	"Census Tract 703.05, Boone County, Kentucky"	4867	186	1095	2067	953	527	39	0
"21015070309"	"ACSSF"	"KY"	140	0	21	15	70309	"."	"."	"1400000US21015070309"	"Census Tract 703.09, Boone County, Kentucky"	7316709	0	21	"Census Tract 703.09, Boone County, Kentucky"	4063	82	610	840	1698	671	116	46
"21015070311"	"ACSSF"	"KY"	140	0	21	15	70311	"."	"."	"1400000US21015070311"	"Census Tract 703.11, Boone County, Kentucky"	17772365	522894	21	"Census Tract 703.11, Boone County, Kentucky"	1847	227	894	498	162	56	10	0
"21015070312"	"ACSSF"	"KY"	140	0	21	15	70312	"."	"."	"1400000US21015070312"	"Census Tract 703.12, Boone County, Kentucky"	3780491	0	21	"Census Tract 703.12, Boone County, Kentucky"	2118	103	898	646	297	162	12	0
"21015070313"	"ACSSF"	"KY"	140	0	21	15	70313	"."	"."	"1400000US21015070313"	"Census Tract 703.13, Boone County, Kentucky"	3486373	11446	21	"Census Tract 703.13, Boone County, Kentucky"	3391	187	1019	919	712	245	309	0
"21015070314"	"ACSSF"	"KY"	140	0	21	15	70314	"."	"."	"1400000US21015070314"	"Census Tract 703.14, Boone County, Kentucky"	3387059	0	21	"Census Tract 703.14, Boone County, Kentucky"	3977	245	1016	1147	1136	292	64	77
"21015070315"	"ACSSF"	"KY"	140	0	21	15	70315	"."	"."	"1400000US21015070315"	"Census Tract 703.15, Boone County, Kentucky"	5507336	20579	21	"Census Tract 703.15, Boone County, Kentucky"	3586	268	1068	1203	709	115	198	25
"21015070316"	"ACSSF"	"KY"	140	0	21	15	70316	"."	"."	"1400000US21015070316"	"Census Tract 703.16, Boone County, Kentucky"	4944741	0	21	"Census Tract 703.16, Boone County, Kentucky"	5046	286	1178	1524	981	793	19	265
"21015070317"	"ACSSF"	"KY"	140	0	21	15	70317	"."	"."	"1400000US21015070317"	"Census Tract 703.17, Boone County, Kentucky"	3769753	0	21	"Census Tract 703.17, Boone County, Kentucky"	3360	48	698	1021	870	590	85	48
"21015070318"	"ACSSF"	"KY"	140	0	21	15	70318	"."	"."	"1400000US21015070318"	"Census Tract 703.18, Boone County, Kentucky"	16701513	4720	21	"Census Tract 703.18, Boone County, Kentucky"	5624	90	1628	1776	1352	638	108	32
"21015070403"	"ACSSF"	"KY"	140	0	21	15	70403	"."	"."	"1400000US21015070403"	"Census Tract 704.03, Boone County, Kentucky"	30989158	4292208	21	"Census Tract 704.03, Boone County, Kentucky"	4310	60	665	1237	1492	609	121	126
"21015070404"	"ACSSF"	"KY"	140	0	21	15	70404	"."	"."	"1400000US21015070404"	"Census Tract 704.04, Boone County, Kentucky"	23331810	4382927	21	"Census Tract 704.04, Boone County, Kentucky"	2786	127	610	834	810	379	18	8
"21015070405"	"ACSSF"	"KY"	140	0	21	15	70405	"."	"."	"1400000US21015070405"	"Census Tract 704.05, Boone County, Kentucky"	55673299	1296677	21	"Census Tract 704.05, Boone County, Kentucky"	1570	115	416	362	522	69	57	29
"21015070406"	"ACSSF"	"KY"	140	0	21	15	70406	"."	"."	"1400000US21015070406"	"Census Tract 704.06, Boone County, Kentucky"	6176458	26569	21	"Census Tract 704.06, Boone County, Kentucky"	1801	310	483	637	343	14	0	14
"21015070407"	"ACSSF"	"KY"	140	0	21	15	70407	"."	"."	"1400000US21015070407"	"Census Tract 704.07, Boone County, Kentucky"	10469056	3216	21	"Census Tract 704.07, Boone County, Kentucky"	2189	139	565	809	513	128	20	15
"21015070502"	"ACSSF"	"KY"	140	0	21	15	70502	"."	"."	"1400000US21015070502"	"Census Tract 705.02, Boone County, Kentucky"	141401200	13300829	21	"Census Tract 705.02, Boone County, Kentucky"	2964	192	1271	765	545	123	28	40
"21015070503"	"ACSSF"	"KY"	140	0	21	15	70503	"."	"."	"1400000US21015070503"	"Census Tract 705.03, Boone County, Kentucky"	6078074	0	21	"Census Tract 705.03, Boone County, Kentucky"	4469	127	2000	1264	645	341	72	20
"21015070505"	"ACSSF"	"KY"	140	0	21	15	70505	"."	"."	"1400000US21015070505"	"Census Tract 705.05, Boone County, Kentucky"	4887949	0	21	"Census Tract 705.05, Boone County, Kentucky"	2259	49	469	749	713	237	32	10
"21015070506"	"ACSSF"	"KY"	140	0	21	15	70506	"."	"."	"1400000US21015070506"	"Census Tract 705.06, Boone County, Kentucky"	12959734	0	21	"Census Tract 705.06, Boone County, Kentucky"	3033	376	775	654	735	431	13	49
"21015070601"	"ACSSF"	"KY"	140	0	21	15	70601	"."	"."	"1400000US21015070601"	"Census Tract 706.01, Boone County, Kentucky"	91921856	2207860	21	"Census Tract 706.01, Boone County, Kentucky"	1959	110	549	433	540	289	32	6
"21015070604"	"ACSSF"	"KY"	140	0	21	15	70604	"."	"."	"1400000US21015070604"	"Census Tract 706.04, Boone County, Kentucky"	82459552	276433	21	"Census Tract 706.04, Boone County, Kentucky"	1981	215	529	582	332	252	62	9
"21015070605"	"ACSSF"	"KY"	140	0	21	15	70605	"."	"."	"1400000US21015070605"	"Census Tract 706.05, Boone County, Kentucky"	10551941	16201	21	"Census Tract 706.05, Boone County, Kentucky"	4755	255	821	940	1557	891	215	76
"21015070606"	"ACSSF"	"KY"	140	0	21	15	70606	"."	"."	"1400000US21015070606"	"Census Tract 706.06, Boone County, Kentucky"	21357986	112708	21	"Census Tract 706.06, Boone County, Kentucky"	3513	270	1265	948	690	314	26	0
"21015070607"	"ACSSF"	"KY"	140	0	21	15	70607	"."	"."	"1400000US21015070607"	"Census Tract 706.07, Boone County, Kentucky"	22368630	2108	21	"Census Tract 706.07, Boone County, Kentucky"	2565	133	602	899	522	295	67	47
"21015980100"	"ACSSF"	"KY"	140	0	21	15	980100	"."	"."	"1400000US21015980100"	"Census Tract 9801, Boone County, Kentucky"	23916958	0	21	"Census Tract 9801, Boone County, Kentucky"	15	0	7	4	4	0	0	0
"21017030101"	"ACSSF"	"KY"	140	0	21	17	30101	"."	"."	"1400000US21017030101"	"Census Tract 301.01, Bourbon County, Kentucky"	6117810	209590	21	"Census Tract 301.01, Bourbon County, Kentucky"	1441	282	323	437	240	142	8	9
"21017030102"	"ACSSF"	"KY"	140	0	21	17	30102	"."	"."	"1400000US21017030102"	"Census Tract 301.02, Bourbon County, Kentucky"	19601231	60388	21	"Census Tract 301.02, Bourbon County, Kentucky"	1287	161	449	476	119	68	14	0
"21017030201"	"ACSSF"	"KY"	140	0	21	17	30201	"."	"."	"1400000US21017030201"	"Census Tract 302.01, Bourbon County, Kentucky"	7239687	15351	21	"Census Tract 302.01, Bourbon County, Kentucky"	2803	327	1059	844	405	49	97	22
"21017030202"	"ACSSF"	"KY"	140	0	21	17	30202	"."	"."	"1400000US21017030202"	"Census Tract 302.02, Bourbon County, Kentucky"	2797097	0	21	"Census Tract 302.02, Bourbon County, Kentucky"	1509	345	363	374	213	179	30	5
"21017030300"	"ACSSF"	"KY"	140	0	21	17	30300	"."	"."	"1400000US21017030300"	"Census Tract 303, Bourbon County, Kentucky"	208513444	1626831	21	"Census Tract 303, Bourbon County, Kentucky"	2408	155	896	607	441	188	81	40
"21017030400"	"ACSSF"	"KY"	140	0	21	17	30400	"."	"."	"1400000US21017030400"	"Census Tract 304, Bourbon County, Kentucky"	142828772	1039111	21	"Census Tract 304, Bourbon County, Kentucky"	1479	118	498	325	300	122	106	10
"21017030500"	"ACSSF"	"KY"	140	0	21	17	30500	"."	"."	"1400000US21017030500"	"Census Tract 305, Bourbon County, Kentucky"	159204231	956549	21	"Census Tract 305, Bourbon County, Kentucky"	1587	256	595	377	203	123	4	29
"21017030600"	"ACSSF"	"KY"	140	0	21	17	30600	"."	"."	"1400000US21017030600"	"Census Tract 306, Bourbon County, Kentucky"	204146382	912868	21	"Census Tract 306, Bourbon County, Kentucky"	1371	221	473	389	164	98	21	5
"21019030200"	"ACSSF"	"KY"	140	0	21	19	30200	"."	"."	"1400000US21019030200"	"Census Tract 302, Boyd County, Kentucky"	4072104	2110925	21	"Census Tract 302, Boyd County, Kentucky"	818	125	232	222	115	92	25	7
"21019030300"	"ACSSF"	"KY"	140	0	21	19	30300	"."	"."	"1400000US21019030300"	"Census Tract 303, Boyd County, Kentucky"	1518094	640	21	"Census Tract 303, Boyd County, Kentucky"	1452	168	394	603	178	96	13	0
"21019030400"	"ACSSF"	"KY"	140	0	21	19	30400	"."	"."	"1400000US21019030400"	"Census Tract 304, Boyd County, Kentucky"	4280440	1353063	21	"Census Tract 304, Boyd County, Kentucky"	1637	153	517	515	140	181	131	0
"21019030500"	"ACSSF"	"KY"	140	0	21	19	30500	"."	"."	"1400000US21019030500"	"Census Tract 305, Boyd County, Kentucky"	4202091	841	21	"Census Tract 305, Boyd County, Kentucky"	2964	258	920	1124	318	268	65	11
"21019030600"	"ACSSF"	"KY"	140	0	21	19	30600	"."	"."	"1400000US21019030600"	"Census Tract 306, Boyd County, Kentucky"	6860607	17427	21	"Census Tract 306, Boyd County, Kentucky"	3019	68	873	986	346	571	40	135
"21019030700"	"ACSSF"	"KY"	140	0	21	19	30700	"."	"."	"1400000US21019030700"	"Census Tract 307, Boyd County, Kentucky"	2704155	0	21	"Census Tract 307, Boyd County, Kentucky"	2380	249	849	705	377	88	78	34
"21019030800"	"ACSSF"	"KY"	140	0	21	19	30800	"."	"."	"1400000US21019030800"	"Census Tract 308, Boyd County, Kentucky"	4664195	0	21	"Census Tract 308, Boyd County, Kentucky"	2721	331	668	1373	232	99	10	8
"21019030900"	"ACSSF"	"KY"	140	0	21	19	30900	"."	"."	"1400000US21019030900"	"Census Tract 309, Boyd County, Kentucky"	14111641	14681	21	"Census Tract 309, Boyd County, Kentucky"	3458	506	1440	1160	184	154	14	0
"21019031001"	"ACSSF"	"KY"	140	0	21	19	31001	"."	"."	"1400000US21019031001"	"Census Tract 310.01, Boyd County, Kentucky"	37785928	291346	21	"Census Tract 310.01, Boyd County, Kentucky"	888	108	418	231	54	68	9	0
"21019031003"	"ACSSF"	"KY"	140	0	21	19	31003	"."	"."	"1400000US21019031003"	"Census Tract 310.03, Boyd County, Kentucky"	18064619	15243	21	"Census Tract 310.03, Boyd County, Kentucky"	2561	540	797	725	342	157	0	0
"21019031004"	"ACSSF"	"KY"	140	0	21	19	31004	"."	"."	"1400000US21019031004"	"Census Tract 310.04, Boyd County, Kentucky"	21443831	202133	21	"Census Tract 310.04, Boyd County, Kentucky"	3171	418	1009	1239	347	111	19	28
"21019031101"	"ACSSF"	"KY"	140	0	21	19	31101	"."	"."	"1400000US21019031101"	"Census Tract 311.01, Boyd County, Kentucky"	78260161	166319	21	"Census Tract 311.01, Boyd County, Kentucky"	3658	205	1360	1377	428	288	0	0
"21019031102"	"ACSSF"	"KY"	140	0	21	19	31102	"."	"."	"1400000US21019031102"	"Census Tract 311.02, Boyd County, Kentucky"	118558234	136763	21	"Census Tract 311.02, Boyd County, Kentucky"	1409	20	557	535	173	75	39	10
"21019031200"	"ACSSF"	"KY"	140	0	21	19	31200	"."	"."	"1400000US21019031200"	"Census Tract 312, Boyd County, Kentucky"	84954511	213233	21	"Census Tract 312, Boyd County, Kentucky"	2560	364	928	869	294	94	11	0
"21019031300"	"ACSSF"	"KY"	140	0	21	19	31300	"."	"."	"1400000US21019031300"	"Census Tract 313, Boyd County, Kentucky"	12571198	1048976	21	"Census Tract 313, Boyd County, Kentucky"	1616	245	697	583	44	24	23	0
"21021930100"	"ACSSF"	"KY"	140	0	21	21	930100	"."	"."	"1400000US21021930100"	"Census Tract 9301, Boyle County, Kentucky"	30990425	1108686	21	"Census Tract 9301, Boyle County, Kentucky"	4542	470	1393	1229	731	617	65	37
"21021930200"	"ACSSF"	"KY"	140	0	21	21	930200	"."	"."	"1400000US21021930200"	"Census Tract 9302, Boyle County, Kentucky"	58230172	2555691	21	"Census Tract 9302, Boyle County, Kentucky"	3315	151	1053	942	514	469	151	35
"21021930300"	"ACSSF"	"KY"	140	0	21	21	930300	"."	"."	"1400000US21021930300"	"Census Tract 9303, Boyle County, Kentucky"	3591538	20488	21	"Census Tract 9303, Boyle County, Kentucky"	1379	136	419	544	171	92	4	13
"21021930400"	"ACSSF"	"KY"	140	0	21	21	930400	"."	"."	"1400000US21021930400"	"Census Tract 9304, Boyle County, Kentucky"	12815425	57295	21	"Census Tract 9304, Boyle County, Kentucky"	3032	259	1355	973	309	110	18	8
"21021930500"	"ACSSF"	"KY"	140	0	21	21	930500	"."	"."	"1400000US21021930500"	"Census Tract 9305, Boyle County, Kentucky"	93933378	757416	21	"Census Tract 9305, Boyle County, Kentucky"	2494	199	650	769	545	227	90	14
"21021930600"	"ACSSF"	"KY"	140	0	21	21	930600	"."	"."	"1400000US21021930600"	"Census Tract 9306, Boyle County, Kentucky"	176671136	1614721	21	"Census Tract 9306, Boyle County, Kentucky"	2675	248	914	596	655	222	19	21
"21021930700"	"ACSSF"	"KY"	140	0	21	21	930700	"."	"."	"1400000US21021930700"	"Census Tract 9307, Boyle County, Kentucky"	90835810	372380	21	"Census Tract 9307, Boyle County, Kentucky"	3282	311	1621	816	319	159	56	0
"21023950100"	"ACSSF"	"KY"	140	0	21	23	950100	"."	"."	"1400000US21023950100"	"Census Tract 9501, Bracken County, Kentucky"	119638990	9071746	21	"Census Tract 9501, Bracken County, Kentucky"	1721	167	836	424	195	86	6	7
"21023950200"	"ACSSF"	"KY"	140	0	21	23	950200	"."	"."	"1400000US21023950200"	"Census Tract 9502, Bracken County, Kentucky"	135392482	6422768	21	"Census Tract 9502, Bracken County, Kentucky"	1287	148	544	299	151	110	35	0
"21023950300"	"ACSSF"	"KY"	140	0	21	23	950300	"."	"."	"1400000US21023950300"	"Census Tract 9503, Bracken County, Kentucky"	269868985	785238	21	"Census Tract 9503, Bracken County, Kentucky"	2822	375	1096	950	194	206	1	0
"21025920200"	"ACSSF"	"KY"	140	0	21	25	920200	"."	"."	"1400000US21025920200"	"Census Tract 9202, Breathitt County, Kentucky"	187282053	1415877	21	"Census Tract 9202, Breathitt County, Kentucky"	1546	168	576	505	196	50	36	15
"21025920301"	"ACSSF"	"KY"	140	0	21	25	920301	"."	"."	"1400000US21025920301"	"Census Tract 9203.01, Breathitt County, Kentucky"	32516536	868459	21	"Census Tract 9203.01, Breathitt County, Kentucky"	1449	258	718	171	120	114	68	0
"21025920302"	"ACSSF"	"KY"	140	0	21	25	920302	"."	"."	"1400000US21025920302"	"Census Tract 9203.02, Breathitt County, Kentucky"	17920435	228973	21	"Census Tract 9203.02, Breathitt County, Kentucky"	913	215	333	260	59	40	0	6
