Geo__geoid_	Geo_NAME	Geo_qname	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_FILEID	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_PLACESE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_BTTR	Geo_BTBG	Geo_PUMA5	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008
"21111011111"	"Census Tract 111.11"	"Census Tract 111.11, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2401	.	.	.	.	21	111	.	.	21	11111	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4094	176	665	1833	889	464	37	30
"21111011112"	"Census Tract 111.12"	"Census Tract 111.12, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2402	.	.	.	.	21	111	.	.	21	11112	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2433	127	581	735	637	263	65	25
"21111011113"	"Census Tract 111.13"	"Census Tract 111.13, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2403	.	.	.	.	21	111	.	.	21	11113	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2056	53	482	517	566	325	88	25
"21111011114"	"Census Tract 111.14"	"Census Tract 111.14, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2404	.	.	.	.	21	111	.	.	21	11114	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3751	55	825	1412	798	490	88	83
"21111011200"	"Census Tract 112"	"Census Tract 112, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2405	.	.	.	.	21	111	.	.	21	11200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3632	277	1338	1318	503	177	7	12
"21111011301"	"Census Tract 113.01"	"Census Tract 113.01, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2406	.	.	.	.	21	111	.	.	21	11301	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1797	282	589	542	260	74	16	34
"21111011302"	"Census Tract 113.02"	"Census Tract 113.02, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2407	.	.	.	.	21	111	.	.	21	11302	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4408	674	1578	1822	195	126	13	0
"21111011403"	"Census Tract 114.03"	"Census Tract 114.03, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2408	.	.	.	.	21	111	.	.	21	11403	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1392	228	495	437	182	42	8	0
"21111011404"	"Census Tract 114.04"	"Census Tract 114.04, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2409	.	.	.	.	21	111	.	.	21	11404	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2262	550	876	588	140	96	9	3
"21111011405"	"Census Tract 114.05"	"Census Tract 114.05, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2410	.	.	.	.	21	111	.	.	21	11405	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3967	797	1362	1188	263	220	102	35
"21111011406"	"Census Tract 114.06"	"Census Tract 114.06, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2411	.	.	.	.	21	111	.	.	21	11406	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3089	279	1297	956	447	110	0	0
"21111011505"	"Census Tract 115.05"	"Census Tract 115.05, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2412	.	.	.	.	21	111	.	.	21	11505	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	5224	349	1716	1627	929	500	45	58
"21111011506"	"Census Tract 115.06"	"Census Tract 115.06, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2413	.	.	.	.	21	111	.	.	21	11506	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3822	278	998	1097	884	482	71	12
"21111011508"	"Census Tract 115.08"	"Census Tract 115.08, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2414	.	.	.	.	21	111	.	.	21	11508	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4156	165	1339	1132	872	644	4	0
"21111011509"	"Census Tract 115.09"	"Census Tract 115.09, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2415	.	.	.	.	21	111	.	.	21	11509	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2695	310	667	1064	391	182	71	10
"21111011513"	"Census Tract 115.13"	"Census Tract 115.13, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2416	.	.	.	.	21	111	.	.	21	11513	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2912	366	780	1106	452	115	62	31
"21111011514"	"Census Tract 115.14"	"Census Tract 115.14, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2417	.	.	.	.	21	111	.	.	21	11514	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2457	224	1095	554	413	139	18	14
"21111011515"	"Census Tract 115.15"	"Census Tract 115.15, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2418	.	.	.	.	21	111	.	.	21	11515	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3783	123	1135	1608	615	263	26	13
"21111011516"	"Census Tract 115.16"	"Census Tract 115.16, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2419	.	.	.	.	21	111	.	.	21	11516	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2932	83	620	1373	596	235	13	12
"21111011517"	"Census Tract 115.17"	"Census Tract 115.17, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2420	.	.	.	.	21	111	.	.	21	11517	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3963	188	1245	1100	1087	291	29	23
"21111011518"	"Census Tract 115.18"	"Census Tract 115.18, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2421	.	.	.	.	21	111	.	.	21	11518	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1603	49	193	427	622	218	81	13
"21111011519"	"Census Tract 115.19"	"Census Tract 115.19, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2422	.	.	.	.	21	111	.	.	21	11519	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3640	148	990	1177	807	444	51	23
"21111011520"	"Census Tract 115.20"	"Census Tract 115.20, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2423	.	.	.	.	21	111	.	.	21	11520	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2774	60	455	876	742	483	149	9
"21111011601"	"Census Tract 116.01"	"Census Tract 116.01, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2424	.	.	.	.	21	111	.	.	21	11601	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	5157	78	708	1156	2003	845	227	140
"21111011603"	"Census Tract 116.03"	"Census Tract 116.03, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2425	.	.	.	.	21	111	.	.	21	11603	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3832	231	1082	1294	693	396	81	55
"21111011604"	"Census Tract 116.04"	"Census Tract 116.04, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2426	.	.	.	.	21	111	.	.	21	11604	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1883	96	400	573	486	250	52	26
"21111011706"	"Census Tract 117.06"	"Census Tract 117.06, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2427	.	.	.	.	21	111	.	.	21	11706	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2744	204	985	883	426	215	31	0
"21111011707"	"Census Tract 117.07"	"Census Tract 117.07, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2428	.	.	.	.	21	111	.	.	21	11707	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3957	364	1240	1652	449	162	53	37
"21111011708"	"Census Tract 117.08"	"Census Tract 117.08, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2429	.	.	.	.	21	111	.	.	21	11708	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4085	275	1014	1531	777	444	30	14
"21111011709"	"Census Tract 117.09"	"Census Tract 117.09, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2430	.	.	.	.	21	111	.	.	21	11709	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3348	275	1114	1060	550	262	65	22
"21111011710"	"Census Tract 117.10"	"Census Tract 117.10, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2431	.	.	.	.	21	111	.	.	21	11710	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1888	186	679	672	198	126	0	27
"21111011711"	"Census Tract 117.11"	"Census Tract 117.11, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2432	.	.	.	.	21	111	.	.	21	11711	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4166	263	1321	1662	635	222	39	24
"21111011712"	"Census Tract 117.12"	"Census Tract 117.12, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2433	.	.	.	.	21	111	.	.	21	11712	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3313	349	1247	1120	416	131	18	32
"21111011713"	"Census Tract 117.13"	"Census Tract 117.13, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2434	.	.	.	.	21	111	.	.	21	11713	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1739	231	832	531	112	33	0	0
"21111011800"	"Census Tract 118"	"Census Tract 118, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2435	.	.	.	.	21	111	.	.	21	11800	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1807	350	721	523	134	57	12	10
"21111011901"	"Census Tract 119.01"	"Census Tract 119.01, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2436	.	.	.	.	21	111	.	.	21	11901	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	422	141	135	109	0	37	0	0
"21111011904"	"Census Tract 119.04"	"Census Tract 119.04, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2437	.	.	.	.	21	111	.	.	21	11904	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1733	269	782	563	108	3	0	8
"21111011905"	"Census Tract 119.05"	"Census Tract 119.05, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2438	.	.	.	.	21	111	.	.	21	11905	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4883	581	1995	1506	541	190	37	33
"21111011906"	"Census Tract 119.06"	"Census Tract 119.06, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2439	.	.	.	.	21	111	.	.	21	11906	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2127	356	763	571	233	162	42	0
"21111011907"	"Census Tract 119.07"	"Census Tract 119.07, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2440	.	.	.	.	21	111	.	.	21	11907	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3497	375	1356	1161	377	171	34	23
"21111012001"	"Census Tract 120.01"	"Census Tract 120.01, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2441	.	.	.	.	21	111	.	.	21	12001	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2366	556	1025	581	157	31	16	0
"21111012002"	"Census Tract 120.02"	"Census Tract 120.02, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2442	.	.	.	.	21	111	.	.	21	12002	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4239	790	1798	1281	303	48	19	0
"21111012003"	"Census Tract 120.03"	"Census Tract 120.03, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2443	.	.	.	.	21	111	.	.	21	12003	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2307	287	920	675	266	149	10	0
"21111012103"	"Census Tract 121.03"	"Census Tract 121.03, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2444	.	.	.	.	21	111	.	.	21	12103	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2375	323	1134	676	176	58	8	0
"21111012104"	"Census Tract 121.04"	"Census Tract 121.04, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2445	.	.	.	.	21	111	.	.	21	12104	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2607	594	1168	655	134	56	0	0
"21111012105"	"Census Tract 121.05"	"Census Tract 121.05, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2446	.	.	.	.	21	111	.	.	21	12105	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3299	380	1253	1062	388	148	48	20
"21111012106"	"Census Tract 121.06"	"Census Tract 121.06, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2447	.	.	.	.	21	111	.	.	21	12106	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	5353	639	1831	2001	668	196	18	0
"21111012107"	"Census Tract 121.07"	"Census Tract 121.07, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2448	.	.	.	.	21	111	.	.	21	12107	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3424	754	1498	826	226	105	0	15
"21111012202"	"Census Tract 122.02"	"Census Tract 122.02, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2449	.	.	.	.	21	111	.	.	21	12202	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4343	700	1909	1113	564	43	14	0
"21111012203"	"Census Tract 122.03"	"Census Tract 122.03, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2450	.	.	.	.	21	111	.	.	21	12203	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4716	397	1669	1717	541	327	54	11
"21111012204"	"Census Tract 122.04"	"Census Tract 122.04, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2451	.	.	.	.	21	111	.	.	21	12204	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2885	263	866	1012	401	301	36	6
"21111012301"	"Census Tract 123.01"	"Census Tract 123.01, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2452	.	.	.	.	21	111	.	.	21	12301	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2402	364	941	687	250	148	12	0
"21111012302"	"Census Tract 123.02"	"Census Tract 123.02, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2453	.	.	.	.	21	111	.	.	21	12302	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3783	259	1277	1409	493	303	12	30
"21111012406"	"Census Tract 124.06"	"Census Tract 124.06, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2454	.	.	.	.	21	111	.	.	21	12406	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3597	347	1549	1275	311	94	21	0
"21111012407"	"Census Tract 124.07"	"Census Tract 124.07, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2455	.	.	.	.	21	111	.	.	21	12407	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3557	296	1210	1458	383	181	8	21
"21111012408"	"Census Tract 124.08"	"Census Tract 124.08, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2456	.	.	.	.	21	111	.	.	21	12408	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1704	297	670	570	80	87	0	0
"21111012409"	"Census Tract 124.09"	"Census Tract 124.09, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2457	.	.	.	.	21	111	.	.	21	12409	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2290	365	808	799	185	60	9	64
"21111012410"	"Census Tract 124.10"	"Census Tract 124.10, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2458	.	.	.	.	21	111	.	.	21	12410	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2942	343	1031	1001	362	183	13	9
"21111012411"	"Census Tract 124.11"	"Census Tract 124.11, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2459	.	.	.	.	21	111	.	.	21	12411	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4709	587	2162	1362	392	186	0	20
"21111012501"	"Census Tract 125.01"	"Census Tract 125.01, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2460	.	.	.	.	21	111	.	.	21	12501	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1966	187	833	725	127	94	0	0
"21111012502"	"Census Tract 125.02"	"Census Tract 125.02, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2461	.	.	.	.	21	111	.	.	21	12502	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3894	845	1263	1115	514	153	0	4
"21111012503"	"Census Tract 125.03"	"Census Tract 125.03, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2462	.	.	.	.	21	111	.	.	21	12503	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2899	339	1307	919	248	86	0	0
"21111012601"	"Census Tract 126.01"	"Census Tract 126.01, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2463	.	.	.	.	21	111	.	.	21	12601	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	5193	592	2050	1840	405	254	49	3
"21111012603"	"Census Tract 126.03"	"Census Tract 126.03, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2464	.	.	.	.	21	111	.	.	21	12603	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1958	360	900	535	66	87	0	10
"21111012604"	"Census Tract 126.04"	"Census Tract 126.04, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2465	.	.	.	.	21	111	.	.	21	12604	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3810	659	1189	1456	258	230	18	0
"21111012701"	"Census Tract 127.01"	"Census Tract 127.01, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2466	.	.	.	.	21	111	.	.	21	12701	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2395	533	931	754	152	23	2	0
"21111012702"	"Census Tract 127.02"	"Census Tract 127.02, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2467	.	.	.	.	21	111	.	.	21	12702	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1284	190	707	303	60	24	0	0
"21111012703"	"Census Tract 127.03"	"Census Tract 127.03, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2468	.	.	.	.	21	111	.	.	21	12703	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3991	642	1532	1294	280	225	18	0
"21111012801"	"Census Tract 128.01"	"Census Tract 128.01, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2469	.	.	.	.	21	111	.	.	21	12801	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2158	421	826	741	120	39	11	0
"21111012802"	"Census Tract 128.02"	"Census Tract 128.02, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2470	.	.	.	.	21	111	.	.	21	12802	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1576	362	617	505	85	7	0	0
"21111013100"	"Census Tract 131"	"Census Tract 131, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2471	.	.	.	.	21	111	.	.	21	13100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1557	15	127	274	551	343	161	86
"21111980100"	"Census Tract 9801"	"Census Tract 9801, Jefferson County, Kentucky"	"KY"	140	0	"ACSSF"	2472	.	.	.	.	21	111	.	.	21	980100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	0	0	0	0	0	0	0	0
"21113060101"	"Census Tract 601.01"	"Census Tract 601.01, Jessamine County, Kentucky"	"KY"	140	0	"ACSSF"	2473	.	.	.	.	21	113	.	.	21	60101	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	5489	718	1892	1531	981	287	31	49
"21113060102"	"Census Tract 601.02"	"Census Tract 601.02, Jessamine County, Kentucky"	"KY"	140	0	"ACSSF"	2474	.	.	.	.	21	113	.	.	21	60102	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4758	922	1054	1661	641	423	23	34
"21113060200"	"Census Tract 602"	"Census Tract 602, Jessamine County, Kentucky"	"KY"	140	0	"ACSSF"	2475	.	.	.	.	21	113	.	.	21	60200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2890	359	1019	747	478	167	112	8
"21113060300"	"Census Tract 603"	"Census Tract 603, Jessamine County, Kentucky"	"KY"	140	0	"ACSSF"	2476	.	.	.	.	21	113	.	.	21	60300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1616	277	607	413	210	72	24	13
"21113060400"	"Census Tract 604"	"Census Tract 604, Jessamine County, Kentucky"	"KY"	140	0	"ACSSF"	2477	.	.	.	.	21	113	.	.	21	60400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4760	401	793	1162	1309	805	152	138
"21113060502"	"Census Tract 605.02"	"Census Tract 605.02, Jessamine County, Kentucky"	"KY"	140	0	"ACSSF"	2478	.	.	.	.	21	113	.	.	21	60502	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4353	874	1800	1022	379	205	42	31
"21113060503"	"Census Tract 605.03"	"Census Tract 605.03, Jessamine County, Kentucky"	"KY"	140	0	"ACSSF"	2479	.	.	.	.	21	113	.	.	21	60503	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3414	571	1407	858	420	151	7	0
"21113060504"	"Census Tract 605.04"	"Census Tract 605.04, Jessamine County, Kentucky"	"KY"	140	0	"ACSSF"	2480	.	.	.	.	21	113	.	.	21	60504	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2065	259	896	597	194	77	42	0
"21113060600"	"Census Tract 606"	"Census Tract 606, Jessamine County, Kentucky"	"KY"	140	0	"ACSSF"	2481	.	.	.	.	21	113	.	.	21	60600	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4848	159	906	1211	1401	569	398	204
"21115960100"	"Census Tract 9601"	"Census Tract 9601, Johnson County, Kentucky"	"KY"	140	0	"ACSSF"	2482	.	.	.	.	21	115	.	.	21	960100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2159	497	678	734	113	61	56	20
