Geo__geoid_	Geo_NAME	Geo_qname	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_FILEID	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_PLACESE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_BTTR	Geo_BTBG	Geo_PUMA5	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008
"21067003406"	"Census Tract 34.06"	"Census Tract 34.06, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2097	.	.	.	.	21	67	.	.	21	3406	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4508	229	1146	1565	1145	364	18	41
"21067003407"	"Census Tract 34.07"	"Census Tract 34.07, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2098	.	.	.	.	21	67	.	.	21	3407	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2706	127	453	987	775	220	103	41
"21067003501"	"Census Tract 35.01"	"Census Tract 35.01, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2099	.	.	.	.	21	67	.	.	21	3501	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2512	180	568	957	521	247	20	19
"21067003503"	"Census Tract 35.03"	"Census Tract 35.03, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2100	.	.	.	.	21	67	.	.	21	3503	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1606	42	270	535	551	174	14	20
"21067003504"	"Census Tract 35.04"	"Census Tract 35.04, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2101	.	.	.	.	21	67	.	.	21	3504	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2133	194	364	835	395	278	45	22
"21067003600"	"Census Tract 36"	"Census Tract 36, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2102	.	.	.	.	21	67	.	.	21	3600	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3439	82	533	874	1093	534	161	162
"21067003701"	"Census Tract 37.01"	"Census Tract 37.01, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2103	.	.	.	.	21	67	.	.	21	3701	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2752	429	980	776	329	144	44	50
"21067003702"	"Census Tract 37.02"	"Census Tract 37.02, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2104	.	.	.	.	21	67	.	.	21	3702	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3242	431	723	974	696	309	62	47
"21067003703"	"Census Tract 37.03"	"Census Tract 37.03, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2105	.	.	.	.	21	67	.	.	21	3703	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3646	233	498	871	1254	556	167	67
"21067003704"	"Census Tract 37.04"	"Census Tract 37.04, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2106	.	.	.	.	21	67	.	.	21	3704	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3335	81	487	1257	929	398	113	70
"21067003802"	"Census Tract 38.02"	"Census Tract 38.02, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2107	.	.	.	.	21	67	.	.	21	3802	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1590	289	319	337	382	153	49	61
"21067003803"	"Census Tract 38.03"	"Census Tract 38.03, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2108	.	.	.	.	21	67	.	.	21	3803	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2648	303	637	718	622	274	66	28
"21067003804"	"Census Tract 38.04"	"Census Tract 38.04, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2109	.	.	.	.	21	67	.	.	21	3804	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4042	1068	1289	1052	489	111	0	33
"21067003906"	"Census Tract 39.06"	"Census Tract 39.06, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2110	.	.	.	.	21	67	.	.	21	3906	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3186	74	404	759	1102	628	149	70
"21067003908"	"Census Tract 39.08"	"Census Tract 39.08, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2111	.	.	.	.	21	67	.	.	21	3908	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3531	176	546	906	1201	402	175	125
"21067003909"	"Census Tract 39.09"	"Census Tract 39.09, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2112	.	.	.	.	21	67	.	.	21	3909	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2189	190	547	635	537	241	30	9
"21067003910"	"Census Tract 39.10"	"Census Tract 39.10, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2113	.	.	.	.	21	67	.	.	21	3910	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1479	207	372	485	293	93	29	0
"21067003911"	"Census Tract 39.11"	"Census Tract 39.11, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2114	.	.	.	.	21	67	.	.	21	3911	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2823	323	707	929	611	191	0	62
"21067003912"	"Census Tract 39.12"	"Census Tract 39.12, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2115	.	.	.	.	21	67	.	.	21	3912	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3192	312	405	889	881	444	205	56
"21067003913"	"Census Tract 39.13"	"Census Tract 39.13, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2116	.	.	.	.	21	67	.	.	21	3913	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	5250	39	472	1085	2008	1182	255	209
"21067003914"	"Census Tract 39.14"	"Census Tract 39.14, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2117	.	.	.	.	21	67	.	.	21	3914	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1396	84	298	368	373	211	49	13
"21067003915"	"Census Tract 39.15"	"Census Tract 39.15, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2118	.	.	.	.	21	67	.	.	21	3915	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2598	77	234	587	1046	302	257	95
"21067003916"	"Census Tract 39.16"	"Census Tract 39.16, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2119	.	.	.	.	21	67	.	.	21	3916	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	425	0	60	100	129	65	44	27
"21067003917"	"Census Tract 39.17"	"Census Tract 39.17, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2120	.	.	.	.	21	67	.	.	21	3917	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	946	114	195	260	181	159	22	15
"21067003918"	"Census Tract 39.18"	"Census Tract 39.18, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2121	.	.	.	.	21	67	.	.	21	3918	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2350	147	506	631	481	327	142	116
"21067004001"	"Census Tract 40.01"	"Census Tract 40.01, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2122	.	.	.	.	21	67	.	.	21	4001	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4178	351	1115	1490	656	314	123	129
"21067004003"	"Census Tract 40.03"	"Census Tract 40.03, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2123	.	.	.	.	21	67	.	.	21	4003	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4048	213	836	1379	889	463	134	134
"21067004005"	"Census Tract 40.05"	"Census Tract 40.05, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2124	.	.	.	.	21	67	.	.	21	4005	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1281	12	117	220	444	317	135	36
"21067004006"	"Census Tract 40.06"	"Census Tract 40.06, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2125	.	.	.	.	21	67	.	.	21	4006	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	862	0	26	162	339	146	125	64
"21067004007"	"Census Tract 40.07"	"Census Tract 40.07, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2126	.	.	.	.	21	67	.	.	21	4007	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1419	127	276	372	297	205	94	48
"21067004103"	"Census Tract 41.03"	"Census Tract 41.03, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2127	.	.	.	.	21	67	.	.	21	4103	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	978	79	175	386	200	101	15	22
"21067004104"	"Census Tract 41.04"	"Census Tract 41.04, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2128	.	.	.	.	21	67	.	.	21	4104	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2939	244	952	988	481	218	35	21
"21067004105"	"Census Tract 41.05"	"Census Tract 41.05, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2129	.	.	.	.	21	67	.	.	21	4105	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3173	103	378	890	1072	454	132	144
"21067004106"	"Census Tract 41.06"	"Census Tract 41.06, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2130	.	.	.	.	21	67	.	.	21	4106	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3046	98	496	776	812	530	150	184
"21067004107"	"Census Tract 41.07"	"Census Tract 41.07, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2131	.	.	.	.	21	67	.	.	21	4107	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3732	93	336	1139	1017	587	308	252
"21067004204"	"Census Tract 42.04"	"Census Tract 42.04, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2132	.	.	.	.	21	67	.	.	21	4204	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3795	163	561	1053	1124	657	121	116
"21067004205"	"Census Tract 42.05"	"Census Tract 42.05, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2133	.	.	.	.	21	67	.	.	21	4205	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4592	160	602	1041	1495	930	160	204
"21067004207"	"Census Tract 42.07"	"Census Tract 42.07, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2134	.	.	.	.	21	67	.	.	21	4207	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2812	69	313	630	937	536	162	165
"21067004208"	"Census Tract 42.08"	"Census Tract 42.08, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2135	.	.	.	.	21	67	.	.	21	4208	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4698	203	650	827	1598	736	297	387
"21067004209"	"Census Tract 42.09"	"Census Tract 42.09, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2136	.	.	.	.	21	67	.	.	21	4209	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3010	47	598	909	893	329	99	135
"21067004210"	"Census Tract 42.10"	"Census Tract 42.10, Fayette County, Kentucky"	"KY"	140	0	"ACSSF"	2137	.	.	.	.	21	67	.	.	21	4210	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3454	109	401	1151	874	676	87	156
"21069920100"	"Census Tract 9201"	"Census Tract 9201, Fleming County, Kentucky"	"KY"	140	0	"ACSSF"	2138	.	.	.	.	21	69	.	.	21	920100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2729	739	1017	687	178	85	12	11
"21069920200"	"Census Tract 9202"	"Census Tract 9202, Fleming County, Kentucky"	"KY"	140	0	"ACSSF"	2139	.	.	.	.	21	69	.	.	21	920200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2248	383	783	700	222	133	17	10
"21069920300"	"Census Tract 9203"	"Census Tract 9203, Fleming County, Kentucky"	"KY"	140	0	"ACSSF"	2140	.	.	.	.	21	69	.	.	21	920300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1799	279	768	524	150	72	5	1
"21069920400"	"Census Tract 9204"	"Census Tract 9204, Fleming County, Kentucky"	"KY"	140	0	"ACSSF"	2141	.	.	.	.	21	69	.	.	21	920400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3045	711	1190	797	189	145	13	0
"21071920100"	"Census Tract 9201"	"Census Tract 9201, Floyd County, Kentucky"	"KY"	140	0	"ACSSF"	2142	.	.	.	.	21	71	.	.	21	920100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2359	456	746	632	267	160	92	6
"21071920200"	"Census Tract 9202"	"Census Tract 9202, Floyd County, Kentucky"	"KY"	140	0	"ACSSF"	2143	.	.	.	.	21	71	.	.	21	920200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1347	337	478	315	109	88	15	5
"21071920300"	"Census Tract 9203"	"Census Tract 9203, Floyd County, Kentucky"	"KY"	140	0	"ACSSF"	2144	.	.	.	.	21	71	.	.	21	920300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3678	826	1310	1169	157	179	18	19
"21071920400"	"Census Tract 9204"	"Census Tract 9204, Floyd County, Kentucky"	"KY"	140	0	"ACSSF"	2145	.	.	.	.	21	71	.	.	21	920400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3084	1149	1217	626	36	56	0	0
"21071920500"	"Census Tract 9205"	"Census Tract 9205, Floyd County, Kentucky"	"KY"	140	0	"ACSSF"	2146	.	.	.	.	21	71	.	.	21	920500	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2328	644	967	576	67	58	16	0
"21071920600"	"Census Tract 9206"	"Census Tract 9206, Floyd County, Kentucky"	"KY"	140	0	"ACSSF"	2147	.	.	.	.	21	71	.	.	21	920600	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1922	592	670	509	101	29	21	0
"21071920700"	"Census Tract 9207"	"Census Tract 9207, Floyd County, Kentucky"	"KY"	140	0	"ACSSF"	2148	.	.	.	.	21	71	.	.	21	920700	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2002	552	737	467	137	87	21	1
"21071920800"	"Census Tract 9208"	"Census Tract 9208, Floyd County, Kentucky"	"KY"	140	0	"ACSSF"	2149	.	.	.	.	21	71	.	.	21	920800	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3561	1003	1230	852	270	186	14	6
"21071920900"	"Census Tract 9209"	"Census Tract 9209, Floyd County, Kentucky"	"KY"	140	0	"ACSSF"	2150	.	.	.	.	21	71	.	.	21	920900	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1303	307	485	380	53	78	0	0
"21071921000"	"Census Tract 9210"	"Census Tract 9210, Floyd County, Kentucky"	"KY"	140	0	"ACSSF"	2151	.	.	.	.	21	71	.	.	21	921000	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4374	940	1465	1413	296	220	31	9
"21073070100"	"Census Tract 701"	"Census Tract 701, Franklin County, Kentucky"	"KY"	140	0	"ACSSF"	2152	.	.	.	.	21	73	.	.	21	70100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4661	507	1338	1423	970	362	35	26
"21073070401"	"Census Tract 704.01"	"Census Tract 704.01, Franklin County, Kentucky"	"KY"	140	0	"ACSSF"	2153	.	.	.	.	21	73	.	.	21	70401	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1940	268	538	677	236	187	34	0
"21073070402"	"Census Tract 704.02"	"Census Tract 704.02, Franklin County, Kentucky"	"KY"	140	0	"ACSSF"	2154	.	.	.	.	21	73	.	.	21	70402	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4193	362	819	1148	1371	429	64	0
"21073070500"	"Census Tract 705"	"Census Tract 705, Franklin County, Kentucky"	"KY"	140	0	"ACSSF"	2155	.	.	.	.	21	73	.	.	21	70500	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1679	170	417	307	410	290	71	14
"21073070600"	"Census Tract 706"	"Census Tract 706, Franklin County, Kentucky"	"KY"	140	0	"ACSSF"	2156	.	.	.	.	21	73	.	.	21	70600	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2372	241	903	739	372	105	12	0
"21073070701"	"Census Tract 707.01"	"Census Tract 707.01, Franklin County, Kentucky"	"KY"	140	0	"ACSSF"	2157	.	.	.	.	21	73	.	.	21	70701	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3025	201	809	994	667	285	30	39
"21073070702"	"Census Tract 707.02"	"Census Tract 707.02, Franklin County, Kentucky"	"KY"	140	0	"ACSSF"	2158	.	.	.	.	21	73	.	.	21	70702	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3778	287	870	1207	775	492	95	52
"21073070800"	"Census Tract 708"	"Census Tract 708, Franklin County, Kentucky"	"KY"	140	0	"ACSSF"	2159	.	.	.	.	21	73	.	.	21	70800	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3118	324	1041	716	636	304	65	32
"21073071000"	"Census Tract 710"	"Census Tract 710, Franklin County, Kentucky"	"KY"	140	0	"ACSSF"	2160	.	.	.	.	21	73	.	.	21	71000	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4048	535	1419	1287	320	445	0	42
"21073071100"	"Census Tract 711"	"Census Tract 711, Franklin County, Kentucky"	"KY"	140	0	"ACSSF"	2161	.	.	.	.	21	73	.	.	21	71100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4272	355	1835	1102	651	250	55	24
"21073071200"	"Census Tract 712"	"Census Tract 712, Franklin County, Kentucky"	"KY"	140	0	"ACSSF"	2162	.	.	.	.	21	73	.	.	21	71200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2193	616	792	518	183	76	8	0
"21075960100"	"Census Tract 9601"	"Census Tract 9601, Fulton County, Kentucky"	"KY"	140	0	"ACSSF"	2163	.	.	.	.	21	75	.	.	21	960100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2366	488	903	595	243	111	12	14
"21075960200"	"Census Tract 9602"	"Census Tract 9602, Fulton County, Kentucky"	"KY"	140	0	"ACSSF"	2164	.	.	.	.	21	75	.	.	21	960200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1999	462	793	545	110	68	16	5
"21077960101"	"Census Tract 9601.01"	"Census Tract 9601.01, Gallatin County, Kentucky"	"KY"	140	0	"ACSSF"	2165	.	.	.	.	21	77	.	.	21	960101	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4018	729	1779	940	440	102	7	21
"21077960102"	"Census Tract 9601.02"	"Census Tract 9601.02, Gallatin County, Kentucky"	"KY"	140	0	"ACSSF"	2166	.	.	.	.	21	77	.	.	21	960102	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1788	371	914	397	80	13	13	0
"21079970100"	"Census Tract 9701"	"Census Tract 9701, Garrard County, Kentucky"	"KY"	140	0	"ACSSF"	2167	.	.	.	.	21	79	.	.	21	970100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	5086	816	1606	1573	670	358	15	48
"21079970200"	"Census Tract 9702"	"Census Tract 9702, Garrard County, Kentucky"	"KY"	140	0	"ACSSF"	2168	.	.	.	.	21	79	.	.	21	970200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2873	678	1139	697	160	148	46	5
"21079970300"	"Census Tract 9703"	"Census Tract 9703, Garrard County, Kentucky"	"KY"	140	0	"ACSSF"	2169	.	.	.	.	21	79	.	.	21	970300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2266	557	905	485	127	131	44	17
"21079970400"	"Census Tract 9704"	"Census Tract 9704, Garrard County, Kentucky"	"KY"	140	0	"ACSSF"	2170	.	.	.	.	21	79	.	.	21	970400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2072	420	858	498	215	49	0	32
"21081920100"	"Census Tract 9201"	"Census Tract 9201, Grant County, Kentucky"	"KY"	140	0	"ACSSF"	2171	.	.	.	.	21	81	.	.	21	920100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	5107	552	2750	1174	436	185	10	0
"21081920200"	"Census Tract 9202"	"Census Tract 9202, Grant County, Kentucky"	"KY"	140	0	"ACSSF"	2172	.	.	.	.	21	81	.	.	21	920200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4637	493	2261	1155	433	260	11	24
"21081920300"	"Census Tract 9203"	"Census Tract 9203, Grant County, Kentucky"	"KY"	140	0	"ACSSF"	2173	.	.	.	.	21	81	.	.	21	920300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	4679	878	2036	1099	406	163	67	30
"21081920400"	"Census Tract 9204"	"Census Tract 9204, Grant County, Kentucky"	"KY"	140	0	"ACSSF"	2174	.	.	.	.	21	81	.	.	21	920400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1520	235	712	426	60	54	28	5
"21083020100"	"Census Tract 201"	"Census Tract 201, Graves County, Kentucky"	"KY"	140	0	"ACSSF"	2175	.	.	.	.	21	83	.	.	21	20100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2789	582	1100	687	243	121	22	34
"21083020200"	"Census Tract 202"	"Census Tract 202, Graves County, Kentucky"	"KY"	140	0	"ACSSF"	2176	.	.	.	.	21	83	.	.	21	20200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3015	327	1069	1004	382	196	28	9
"21083020300"	"Census Tract 203"	"Census Tract 203, Graves County, Kentucky"	"KY"	140	0	"ACSSF"	2177	.	.	.	.	21	83	.	.	21	20300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	3780	796	1519	919	371	147	28	0
"21083020400"	"Census Tract 204"	"Census Tract 204, Graves County, Kentucky"	"KY"	140	0	"ACSSF"	2178	.	.	.	.	21	83	.	.	21	20400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2098	173	758	676	273	138	52	28
"21083020500"	"Census Tract 205"	"Census Tract 205, Graves County, Kentucky"	"KY"	140	0	"ACSSF"	2179	.	.	.	.	21	83	.	.	21	20500	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	2518	346	1140	712	234	81	5	0
"21083020600"	"Census Tract 206"	"Census Tract 206, Graves County, Kentucky"	"KY"	140	0	"ACSSF"	2180	.	.	.	.	21	83	.	.	21	20600	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	""	""	.	1716	218	724	434	183	122	16	19
