Geo__geoid_	Geo_qname	Geo_FILEID	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_PUMA5	Geo_NAME	Geo_BTTR	Geo_BTBG	Geo_PLACESE	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008
"21001970100"	"Census Tract 9701, Adair County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	1	.	.	970100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9701, Adair County, Kentucky"	""	""	21	1130	180	520	309	54	34	20	13
"21001970200"	"Census Tract 9702, Adair County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	1	.	.	970200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9702, Adair County, Kentucky"	""	""	21	1451	151	609	458	134	68	31	0
"21001970300"	"Census Tract 9703, Adair County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	1	.	.	970300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9703, Adair County, Kentucky"	""	""	21	2177	388	908	588	145	148	0	0
"21001970401"	"Census Tract 9704.01, Adair County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	1	.	.	970401	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9704.01, Adair County, Kentucky"	""	""	21	2715	459	1088	586	187	312	76	7
"21001970402"	"Census Tract 9704.02, Adair County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	1	.	.	970402	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9704.02, Adair County, Kentucky"	""	""	21	2623	403	706	765	287	211	81	170
"21001970500"	"Census Tract 9705, Adair County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	1	.	.	970500	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9705, Adair County, Kentucky"	""	""	21	1335	171	500	400	187	70	7	0
"21001970600"	"Census Tract 9706, Adair County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	1	.	.	970600	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9706, Adair County, Kentucky"	""	""	21	1165	114	631	276	94	31	13	6
"21003920100"	"Census Tract 9201, Allen County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	3	.	.	920100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9201, Allen County, Kentucky"	""	""	21	2548	251	1041	742	339	101	40	34
"21003920200"	"Census Tract 9202, Allen County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	3	.	.	920200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9202, Allen County, Kentucky"	""	""	21	1996	357	656	547	244	164	28	0
"21003920300"	"Census Tract 9203, Allen County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	3	.	.	920300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9203, Allen County, Kentucky"	""	""	21	3281	300	1449	1037	300	173	0	22
"21003920400"	"Census Tract 9204, Allen County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	3	.	.	920400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9204, Allen County, Kentucky"	""	""	21	3194	547	1423	826	270	89	39	0
"21003920500"	"Census Tract 9205, Allen County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	3	.	.	920500	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9205, Allen County, Kentucky"	""	""	21	948	139	371	214	102	91	29	2
"21003920600"	"Census Tract 9206, Allen County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	3	.	.	920600	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9206, Allen County, Kentucky"	""	""	21	2231	405	969	453	287	117	0	0
"21005950101"	"Census Tract 9501.01, Anderson County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	5	.	.	950101	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9501.01, Anderson County, Kentucky"	""	""	21	1286	35	341	459	379	72	0	0
"21005950102"	"Census Tract 9501.02, Anderson County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	5	.	.	950102	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9501.02, Anderson County, Kentucky"	""	""	21	4760	543	1566	1559	802	140	54	96
"21005950201"	"Census Tract 9502.01, Anderson County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	5	.	.	950201	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9502.01, Anderson County, Kentucky"	""	""	21	3754	324	1548	937	455	482	8	0
"21005950202"	"Census Tract 9502.02, Anderson County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	5	.	.	950202	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9502.02, Anderson County, Kentucky"	""	""	21	2701	250	815	931	483	160	41	21
"21005950300"	"Census Tract 9503, Anderson County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	5	.	.	950300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9503, Anderson County, Kentucky"	""	""	21	1688	134	558	582	274	103	28	9
"21005950400"	"Census Tract 9504, Anderson County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	5	.	.	950400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9504, Anderson County, Kentucky"	""	""	21	2074	156	737	673	234	169	56	49
"21007950100"	"Census Tract 9501, Ballard County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	7	.	.	950100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9501, Ballard County, Kentucky"	""	""	21	2819	292	1072	844	412	159	23	17
"21007950200"	"Census Tract 9502, Ballard County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	7	.	.	950200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9502, Ballard County, Kentucky"	""	""	21	803	64	296	337	64	40	2	0
"21007950300"	"Census Tract 9503, Ballard County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	7	.	.	950300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9503, Ballard County, Kentucky"	""	""	21	1929	243	810	699	121	56	0	0
"21009950100"	"Census Tract 9501, Barren County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	9	.	.	950100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9501, Barren County, Kentucky"	""	""	21	2645	454	908	794	295	152	32	10
"21009950200"	"Census Tract 9502, Barren County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	9	.	.	950200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9502, Barren County, Kentucky"	""	""	21	2518	537	1104	712	113	47	5	0
"21009950300"	"Census Tract 9503, Barren County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	9	.	.	950300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9503, Barren County, Kentucky"	""	""	21	2660	429	1403	566	198	42	7	15
"21009950401"	"Census Tract 9504.01, Barren County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	9	.	.	950401	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9504.01, Barren County, Kentucky"	""	""	21	1659	370	916	264	109	0	0	0
"21009950402"	"Census Tract 9504.02, Barren County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	9	.	.	950402	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9504.02, Barren County, Kentucky"	""	""	21	2376	241	573	603	556	182	127	94
"21009950500"	"Census Tract 9505, Barren County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	9	.	.	950500	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9505, Barren County, Kentucky"	""	""	21	3107	399	1375	603	390	270	64	6
"21009950601"	"Census Tract 9506.01, Barren County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	9	.	.	950601	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9506.01, Barren County, Kentucky"	""	""	21	1703	357	993	267	71	15	0	0
"21009950602"	"Census Tract 9506.02, Barren County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	9	.	.	950602	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9506.02, Barren County, Kentucky"	""	""	21	2429	308	794	860	260	187	0	20
"21009950701"	"Census Tract 9507.01, Barren County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	9	.	.	950701	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9507.01, Barren County, Kentucky"	""	""	21	1398	146	711	254	188	99	0	0
"21009950702"	"Census Tract 9507.02, Barren County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	9	.	.	950702	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9507.02, Barren County, Kentucky"	""	""	21	2672	200	1218	566	504	160	24	0
"21009950800"	"Census Tract 9508, Barren County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	9	.	.	950800	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9508, Barren County, Kentucky"	""	""	21	2755	579	1185	725	200	66	0	0
"21009950900"	"Census Tract 9509, Barren County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	9	.	.	950900	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9509, Barren County, Kentucky"	""	""	21	2493	404	975	592	294	147	58	23
"21009951000"	"Census Tract 9510, Barren County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	9	.	.	951000	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9510, Barren County, Kentucky"	""	""	21	2069	379	978	508	97	97	10	0
"21011970100"	"Census Tract 9701, Bath County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	11	.	.	970100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9701, Bath County, Kentucky"	""	""	21	1236	298	476	260	135	47	17	3
"21011970201"	"Census Tract 9702.01, Bath County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	11	.	.	970201	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9702.01, Bath County, Kentucky"	""	""	21	1784	418	735	429	132	70	0	0
"21011970202"	"Census Tract 9702.02, Bath County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	11	.	.	970202	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9702.02, Bath County, Kentucky"	""	""	21	2964	413	1241	769	341	150	48	2
"21011970300"	"Census Tract 9703, Bath County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	11	.	.	970300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9703, Bath County, Kentucky"	""	""	21	2424	383	1243	493	122	154	11	18
"21013960100"	"Census Tract 9601, Bell County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	13	.	.	960100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9601, Bell County, Kentucky"	""	""	21	1714	570	751	343	32	18	0	0
"21013960200"	"Census Tract 9602, Bell County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	13	.	.	960200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9602, Bell County, Kentucky"	""	""	21	2627	679	1096	560	156	70	66	0
"21013960300"	"Census Tract 9603, Bell County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	13	.	.	960300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9603, Bell County, Kentucky"	""	""	21	1559	463	526	246	147	86	66	25
"21013960400"	"Census Tract 9604, Bell County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	13	.	.	960400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9604, Bell County, Kentucky"	""	""	21	1344	384	674	260	7	19	0	0
"21013960500"	"Census Tract 9605, Bell County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	13	.	.	960500	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9605, Bell County, Kentucky"	""	""	21	1153	264	433	345	75	36	0	0
"21013960600"	"Census Tract 9606, Bell County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	13	.	.	960600	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9606, Bell County, Kentucky"	""	""	21	2548	443	1219	750	106	30	0	0
"21013960700"	"Census Tract 9607, Bell County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	13	.	.	960700	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9607, Bell County, Kentucky"	""	""	21	1937	294	599	635	236	135	21	17
"21013960800"	"Census Tract 9608, Bell County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	13	.	.	960800	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9608, Bell County, Kentucky"	""	""	21	2314	780	915	465	91	36	14	13
"21013961100"	"Census Tract 9611, Bell County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	13	.	.	961100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9611, Bell County, Kentucky"	""	""	21	2082	387	1057	423	128	78	0	9
"21015070101"	"Census Tract 701.01, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70101	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 701.01, Boone County, Kentucky"	""	""	21	2765	473	993	780	224	173	83	39
"21015070102"	"Census Tract 701.02, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70102	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 701.02, Boone County, Kentucky"	""	""	21	1524	245	566	427	231	31	24	0
"21015070201"	"Census Tract 702.01, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70201	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 702.01, Boone County, Kentucky"	""	""	21	2514	309	717	1231	255	1	1	0
"21015070202"	"Census Tract 702.02, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70202	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 702.02, Boone County, Kentucky"	""	""	21	1898	153	852	604	229	20	40	0
"21015070301"	"Census Tract 703.01, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70301	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 703.01, Boone County, Kentucky"	""	""	21	3345	806	1341	845	281	55	17	0
"21015070305"	"Census Tract 703.05, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70305	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 703.05, Boone County, Kentucky"	""	""	21	4919	201	1322	1939	861	522	69	5
"21015070309"	"Census Tract 703.09, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70309	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 703.09, Boone County, Kentucky"	""	""	21	4282	55	647	1275	1687	553	37	28
"21015070311"	"Census Tract 703.11, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70311	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 703.11, Boone County, Kentucky"	""	""	21	1838	271	747	644	113	50	13	0
"21015070312"	"Census Tract 703.12, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70312	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 703.12, Boone County, Kentucky"	""	""	21	1969	131	663	654	359	158	4	0
"21015070313"	"Census Tract 703.13, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70313	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 703.13, Boone County, Kentucky"	""	""	21	3151	159	886	993	606	202	296	9
"21015070314"	"Census Tract 703.14, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70314	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 703.14, Boone County, Kentucky"	""	""	21	3905	186	1056	1205	995	333	71	59
"21015070315"	"Census Tract 703.15, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70315	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 703.15, Boone County, Kentucky"	""	""	21	3731	304	1037	1124	668	301	297	0
"21015070316"	"Census Tract 703.16, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70316	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 703.16, Boone County, Kentucky"	""	""	21	5006	202	1603	1612	796	579	54	160
"21015070317"	"Census Tract 703.17, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70317	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 703.17, Boone County, Kentucky"	""	""	21	2657	14	667	682	621	580	54	39
"21015070318"	"Census Tract 703.18, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70318	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 703.18, Boone County, Kentucky"	""	""	21	4686	92	1224	1389	1341	447	159	34
"21015070403"	"Census Tract 704.03, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70403	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 704.03, Boone County, Kentucky"	""	""	21	4286	66	734	1088	1465	763	50	120
"21015070404"	"Census Tract 704.04, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70404	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 704.04, Boone County, Kentucky"	""	""	21	2608	136	584	743	654	416	28	47
"21015070405"	"Census Tract 704.05, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70405	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 704.05, Boone County, Kentucky"	""	""	21	1706	152	354	551	463	147	15	24
"21015070406"	"Census Tract 704.06, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70406	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 704.06, Boone County, Kentucky"	""	""	21	1727	207	341	653	463	38	0	25
"21015070407"	"Census Tract 704.07, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70407	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 704.07, Boone County, Kentucky"	""	""	21	2265	98	577	934	475	159	19	3
"21015070502"	"Census Tract 705.02, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70502	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 705.02, Boone County, Kentucky"	""	""	21	3075	189	1283	919	486	106	83	9
"21015070503"	"Census Tract 705.03, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70503	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 705.03, Boone County, Kentucky"	""	""	21	4556	165	1850	1393	763	260	92	33
"21015070505"	"Census Tract 705.05, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70505	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 705.05, Boone County, Kentucky"	""	""	21	2299	38	634	683	720	200	24	0
"21015070506"	"Census Tract 705.06, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70506	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 705.06, Boone County, Kentucky"	""	""	21	3166	363	878	835	653	380	11	46
"21015070601"	"Census Tract 706.01, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70601	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 706.01, Boone County, Kentucky"	""	""	21	1986	126	548	407	590	257	52	6
"21015070604"	"Census Tract 706.04, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70604	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 706.04, Boone County, Kentucky"	""	""	21	1968	292	704	447	261	189	66	9
"21015070605"	"Census Tract 706.05, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70605	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 706.05, Boone County, Kentucky"	""	""	21	4753	265	864	821	1643	786	327	47
"21015070606"	"Census Tract 706.06, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70606	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 706.06, Boone County, Kentucky"	""	""	21	3370	216	1029	1425	403	234	21	42
"21015070607"	"Census Tract 706.07, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	70607	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 706.07, Boone County, Kentucky"	""	""	21	2780	138	677	861	695	225	108	76
"21015980100"	"Census Tract 9801, Boone County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	15	.	.	980100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9801, Boone County, Kentucky"	""	""	21	26	0	0	26	0	0	0	0
"21017030101"	"Census Tract 301.01, Bourbon County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	17	.	.	30101	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 301.01, Bourbon County, Kentucky"	""	""	21	1354	270	427	432	103	111	0	11
"21017030102"	"Census Tract 301.02, Bourbon County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	17	.	.	30102	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 301.02, Bourbon County, Kentucky"	""	""	21	1523	301	507	564	100	44	7	0
"21017030201"	"Census Tract 302.01, Bourbon County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	17	.	.	30201	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 302.01, Bourbon County, Kentucky"	""	""	21	2790	178	841	1010	364	287	90	20
