Geo__geoid_	Geo_qname	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_PUMA5	Geo_GEO_ID	Geo_NAME	Geo_BTTR	Geo_BTBG	Geo_PLACESE	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008
"21001970100"	"Census Tract 9701, Adair County, Kentucky"	"KY"	140	0	.	.	.	21	1	.	.	970100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21001970100"	"Census Tract 9701, Adair County, Kentucky"	""	""	21	1218	186	529	379	42	55	13	14
"21001970200"	"Census Tract 9702, Adair County, Kentucky"	"KY"	140	0	.	.	.	21	1	.	.	970200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21001970200"	"Census Tract 9702, Adair County, Kentucky"	""	""	21	1444	168	579	426	158	93	20	0
"21001970300"	"Census Tract 9703, Adair County, Kentucky"	"KY"	140	0	.	.	.	21	1	.	.	970300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21001970300"	"Census Tract 9703, Adair County, Kentucky"	""	""	21	2233	289	1048	662	155	79	0	0
"21001970401"	"Census Tract 9704.01, Adair County, Kentucky"	"KY"	140	0	.	.	.	21	1	.	.	970401	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21001970401"	"Census Tract 9704.01, Adair County, Kentucky"	""	""	21	2859	491	1116	704	165	246	128	9
"21001970402"	"Census Tract 9704.02, Adair County, Kentucky"	"KY"	140	0	.	.	.	21	1	.	.	970402	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21001970402"	"Census Tract 9704.02, Adair County, Kentucky"	""	""	21	2555	329	770	731	262	252	41	170
"21001970500"	"Census Tract 9705, Adair County, Kentucky"	"KY"	140	0	.	.	.	21	1	.	.	970500	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21001970500"	"Census Tract 9705, Adair County, Kentucky"	""	""	21	1245	151	407	384	251	45	7	0
"21001970600"	"Census Tract 9706, Adair County, Kentucky"	"KY"	140	0	.	.	.	21	1	.	.	970600	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21001970600"	"Census Tract 9706, Adair County, Kentucky"	""	""	21	1159	151	615	230	106	38	10	9
"21003920100"	"Census Tract 9201, Allen County, Kentucky"	"KY"	140	0	.	.	.	21	3	.	.	920100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21003920100"	"Census Tract 9201, Allen County, Kentucky"	""	""	21	2678	344	1031	736	363	148	32	24
"21003920200"	"Census Tract 9202, Allen County, Kentucky"	"KY"	140	0	.	.	.	21	3	.	.	920200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21003920200"	"Census Tract 9202, Allen County, Kentucky"	""	""	21	2097	387	682	597	223	176	32	0
"21003920300"	"Census Tract 9203, Allen County, Kentucky"	"KY"	140	0	.	.	.	21	3	.	.	920300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21003920300"	"Census Tract 9203, Allen County, Kentucky"	""	""	21	3394	245	1342	1270	244	260	0	33
"21003920400"	"Census Tract 9204, Allen County, Kentucky"	"KY"	140	0	.	.	.	21	3	.	.	920400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21003920400"	"Census Tract 9204, Allen County, Kentucky"	""	""	21	3052	490	1265	871	324	71	31	0
"21003920500"	"Census Tract 9205, Allen County, Kentucky"	"KY"	140	0	.	.	.	21	3	.	.	920500	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21003920500"	"Census Tract 9205, Allen County, Kentucky"	""	""	21	937	160	342	232	95	83	25	0
"21003920600"	"Census Tract 9206, Allen County, Kentucky"	"KY"	140	0	.	.	.	21	3	.	.	920600	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21003920600"	"Census Tract 9206, Allen County, Kentucky"	""	""	21	2216	311	1075	364	328	138	0	0
"21005950101"	"Census Tract 9501.01, Anderson County, Kentucky"	"KY"	140	0	.	.	.	21	5	.	.	950101	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21005950101"	"Census Tract 9501.01, Anderson County, Kentucky"	""	""	21	1251	30	387	387	372	75	0	0
"21005950102"	"Census Tract 9501.02, Anderson County, Kentucky"	"KY"	140	0	.	.	.	21	5	.	.	950102	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21005950102"	"Census Tract 9501.02, Anderson County, Kentucky"	""	""	21	4636	592	1657	1452	696	104	39	96
"21005950201"	"Census Tract 9502.01, Anderson County, Kentucky"	"KY"	140	0	.	.	.	21	5	.	.	950201	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21005950201"	"Census Tract 9502.01, Anderson County, Kentucky"	""	""	21	3928	335	1511	1029	513	523	17	0
"21005950202"	"Census Tract 9502.02, Anderson County, Kentucky"	"KY"	140	0	.	.	.	21	5	.	.	950202	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21005950202"	"Census Tract 9502.02, Anderson County, Kentucky"	""	""	21	2718	171	783	905	626	191	42	0
"21005950300"	"Census Tract 9503, Anderson County, Kentucky"	"KY"	140	0	.	.	.	21	5	.	.	950300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21005950300"	"Census Tract 9503, Anderson County, Kentucky"	""	""	21	1802	156	632	613	259	126	12	4
"21005950400"	"Census Tract 9504, Anderson County, Kentucky"	"KY"	140	0	.	.	.	21	5	.	.	950400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21005950400"	"Census Tract 9504, Anderson County, Kentucky"	""	""	21	2096	176	794	657	251	127	37	54
"21007950100"	"Census Tract 9501, Ballard County, Kentucky"	"KY"	140	0	.	.	.	21	7	.	.	950100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21007950100"	"Census Tract 9501, Ballard County, Kentucky"	""	""	21	2858	231	1062	898	480	157	11	19
"21007950200"	"Census Tract 9502, Ballard County, Kentucky"	"KY"	140	0	.	.	.	21	7	.	.	950200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21007950200"	"Census Tract 9502, Ballard County, Kentucky"	""	""	21	991	85	413	390	57	46	0	0
"21007950300"	"Census Tract 9503, Ballard County, Kentucky"	"KY"	140	0	.	.	.	21	7	.	.	950300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21007950300"	"Census Tract 9503, Ballard County, Kentucky"	""	""	21	1710	122	781	613	116	69	0	9
"21009950100"	"Census Tract 9501, Barren County, Kentucky"	"KY"	140	0	.	.	.	21	9	.	.	950100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21009950100"	"Census Tract 9501, Barren County, Kentucky"	""	""	21	2576	416	858	751	281	203	57	10
"21009950200"	"Census Tract 9502, Barren County, Kentucky"	"KY"	140	0	.	.	.	21	9	.	.	950200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21009950200"	"Census Tract 9502, Barren County, Kentucky"	""	""	21	2463	485	1139	695	112	28	4	0
"21009950300"	"Census Tract 9503, Barren County, Kentucky"	"KY"	140	0	.	.	.	21	9	.	.	950300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21009950300"	"Census Tract 9503, Barren County, Kentucky"	""	""	21	2691	582	1225	606	173	48	10	47
"21009950401"	"Census Tract 9504.01, Barren County, Kentucky"	"KY"	140	0	.	.	.	21	9	.	.	950401	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21009950401"	"Census Tract 9504.01, Barren County, Kentucky"	""	""	21	1641	410	908	182	113	28	0	0
"21009950402"	"Census Tract 9504.02, Barren County, Kentucky"	"KY"	140	0	.	.	.	21	9	.	.	950402	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21009950402"	"Census Tract 9504.02, Barren County, Kentucky"	""	""	21	2404	301	613	534	580	180	141	55
"21009950500"	"Census Tract 9505, Barren County, Kentucky"	"KY"	140	0	.	.	.	21	9	.	.	950500	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21009950500"	"Census Tract 9505, Barren County, Kentucky"	""	""	21	3230	418	1425	638	392	235	116	6
"21009950601"	"Census Tract 9506.01, Barren County, Kentucky"	"KY"	140	0	.	.	.	21	9	.	.	950601	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21009950601"	"Census Tract 9506.01, Barren County, Kentucky"	""	""	21	1864	334	966	409	130	25	0	0
"21009950602"	"Census Tract 9506.02, Barren County, Kentucky"	"KY"	140	0	.	.	.	21	9	.	.	950602	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21009950602"	"Census Tract 9506.02, Barren County, Kentucky"	""	""	21	2371	278	968	779	178	129	0	39
"21009950701"	"Census Tract 9507.01, Barren County, Kentucky"	"KY"	140	0	.	.	.	21	9	.	.	950701	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21009950701"	"Census Tract 9507.01, Barren County, Kentucky"	""	""	21	1438	75	694	344	248	77	0	0
"21009950702"	"Census Tract 9507.02, Barren County, Kentucky"	"KY"	140	0	.	.	.	21	9	.	.	950702	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21009950702"	"Census Tract 9507.02, Barren County, Kentucky"	""	""	21	2677	223	1112	660	468	171	31	12
"21009950800"	"Census Tract 9508, Barren County, Kentucky"	"KY"	140	0	.	.	.	21	9	.	.	950800	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21009950800"	"Census Tract 9508, Barren County, Kentucky"	""	""	21	2834	457	1031	985	179	167	15	0
"21009950900"	"Census Tract 9509, Barren County, Kentucky"	"KY"	140	0	.	.	.	21	9	.	.	950900	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21009950900"	"Census Tract 9509, Barren County, Kentucky"	""	""	21	2526	396	912	723	324	104	43	24
"21009951000"	"Census Tract 9510, Barren County, Kentucky"	"KY"	140	0	.	.	.	21	9	.	.	951000	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21009951000"	"Census Tract 9510, Barren County, Kentucky"	""	""	21	2145	335	1107	502	105	84	12	0
"21011970100"	"Census Tract 9701, Bath County, Kentucky"	"KY"	140	0	.	.	.	21	11	.	.	970100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21011970100"	"Census Tract 9701, Bath County, Kentucky"	""	""	21	1280	346	476	235	137	74	10	2
"21011970201"	"Census Tract 9702.01, Bath County, Kentucky"	"KY"	140	0	.	.	.	21	11	.	.	970201	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21011970201"	"Census Tract 9702.01, Bath County, Kentucky"	""	""	21	1891	444	802	473	108	64	0	0
"21011970202"	"Census Tract 9702.02, Bath County, Kentucky"	"KY"	140	0	.	.	.	21	11	.	.	970202	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21011970202"	"Census Tract 9702.02, Bath County, Kentucky"	""	""	21	2847	440	1171	660	346	194	36	0
"21011970300"	"Census Tract 9703, Bath County, Kentucky"	"KY"	140	0	.	.	.	21	11	.	.	970300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21011970300"	"Census Tract 9703, Bath County, Kentucky"	""	""	21	2449	341	1290	573	91	124	15	15
"21013960100"	"Census Tract 9601, Bell County, Kentucky"	"KY"	140	0	.	.	.	21	13	.	.	960100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21013960100"	"Census Tract 9601, Bell County, Kentucky"	""	""	21	1420	410	640	311	38	21	0	0
"21013960200"	"Census Tract 9602, Bell County, Kentucky"	"KY"	140	0	.	.	.	21	13	.	.	960200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21013960200"	"Census Tract 9602, Bell County, Kentucky"	""	""	21	2562	544	1125	578	171	83	61	0
"21013960300"	"Census Tract 9603, Bell County, Kentucky"	"KY"	140	0	.	.	.	21	13	.	.	960300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21013960300"	"Census Tract 9603, Bell County, Kentucky"	""	""	21	1384	422	405	240	186	54	62	15
"21013960400"	"Census Tract 9604, Bell County, Kentucky"	"KY"	140	0	.	.	.	21	13	.	.	960400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21013960400"	"Census Tract 9604, Bell County, Kentucky"	""	""	21	1350	355	668	317	1	9	0	0
"21013960500"	"Census Tract 9605, Bell County, Kentucky"	"KY"	140	0	.	.	.	21	13	.	.	960500	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21013960500"	"Census Tract 9605, Bell County, Kentucky"	""	""	21	1118	192	530	308	61	27	0	0
"21013960600"	"Census Tract 9606, Bell County, Kentucky"	"KY"	140	0	.	.	.	21	13	.	.	960600	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21013960600"	"Census Tract 9606, Bell County, Kentucky"	""	""	21	2543	310	994	864	297	78	0	0
"21013960700"	"Census Tract 9607, Bell County, Kentucky"	"KY"	140	0	.	.	.	21	13	.	.	960700	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21013960700"	"Census Tract 9607, Bell County, Kentucky"	""	""	21	2078	257	631	816	187	150	24	13
"21013960800"	"Census Tract 9608, Bell County, Kentucky"	"KY"	140	0	.	.	.	21	13	.	.	960800	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21013960800"	"Census Tract 9608, Bell County, Kentucky"	""	""	21	2354	921	734	530	98	25	14	32
"21013961100"	"Census Tract 9611, Bell County, Kentucky"	"KY"	140	0	.	.	.	21	13	.	.	961100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21013961100"	"Census Tract 9611, Bell County, Kentucky"	""	""	21	2173	295	1114	490	180	71	14	9
"21015070101"	"Census Tract 701.01, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70101	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070101"	"Census Tract 701.01, Boone County, Kentucky"	""	""	21	2874	476	810	1032	232	205	75	44
"21015070102"	"Census Tract 701.02, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70102	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070102"	"Census Tract 701.02, Boone County, Kentucky"	""	""	21	1516	185	520	474	270	43	24	0
"21015070201"	"Census Tract 702.01, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70201	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070201"	"Census Tract 702.01, Boone County, Kentucky"	""	""	21	2346	240	777	1006	273	1	1	48
"21015070202"	"Census Tract 702.02, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70202	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070202"	"Census Tract 702.02, Boone County, Kentucky"	""	""	21	2133	126	1061	712	215	0	19	0
"21015070301"	"Census Tract 703.01, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70301	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070301"	"Census Tract 703.01, Boone County, Kentucky"	""	""	21	3644	546	1674	1034	277	61	52	0
"21015070305"	"Census Tract 703.05, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70305	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070305"	"Census Tract 703.05, Boone County, Kentucky"	""	""	21	5031	174	1280	1930	955	605	75	12
"21015070309"	"Census Tract 703.09, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70309	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070309"	"Census Tract 703.09, Boone County, Kentucky"	""	""	21	4134	93	662	1032	1679	596	47	25
"21015070311"	"Census Tract 703.11, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70311	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070311"	"Census Tract 703.11, Boone County, Kentucky"	""	""	21	1701	211	781	513	137	47	12	0
"21015070312"	"Census Tract 703.12, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70312	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070312"	"Census Tract 703.12, Boone County, Kentucky"	""	""	21	2041	140	753	691	345	103	9	0
"21015070313"	"Census Tract 703.13, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70313	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070313"	"Census Tract 703.13, Boone County, Kentucky"	""	""	21	3237	162	916	978	698	198	285	0
"21015070314"	"Census Tract 703.14, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70314	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070314"	"Census Tract 703.14, Boone County, Kentucky"	""	""	21	3982	230	1065	1134	1087	337	58	71
"21015070315"	"Census Tract 703.15, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70315	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070315"	"Census Tract 703.15, Boone County, Kentucky"	""	""	21	3696	304	1007	1148	701	262	274	0
"21015070316"	"Census Tract 703.16, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70316	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070316"	"Census Tract 703.16, Boone County, Kentucky"	""	""	21	4949	195	1517	1454	784	658	0	341
"21015070317"	"Census Tract 703.17, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70317	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070317"	"Census Tract 703.17, Boone County, Kentucky"	""	""	21	3020	32	721	746	790	599	97	35
"21015070318"	"Census Tract 703.18, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70318	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070318"	"Census Tract 703.18, Boone County, Kentucky"	""	""	21	5142	100	1567	1353	1374	597	117	34
"21015070403"	"Census Tract 704.03, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70403	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070403"	"Census Tract 704.03, Boone County, Kentucky"	""	""	21	4223	50	762	1154	1444	677	49	87
"21015070404"	"Census Tract 704.04, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70404	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070404"	"Census Tract 704.04, Boone County, Kentucky"	""	""	21	2732	111	590	842	735	426	0	28
"21015070405"	"Census Tract 704.05, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70405	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070405"	"Census Tract 704.05, Boone County, Kentucky"	""	""	21	1557	81	370	431	508	145	0	22
"21015070406"	"Census Tract 704.06, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70406	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070406"	"Census Tract 704.06, Boone County, Kentucky"	""	""	21	1803	294	421	669	383	14	0	22
"21015070407"	"Census Tract 704.07, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70407	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070407"	"Census Tract 704.07, Boone County, Kentucky"	""	""	21	2166	106	552	855	486	133	20	14
"21015070502"	"Census Tract 705.02, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70502	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070502"	"Census Tract 705.02, Boone County, Kentucky"	""	""	21	2976	155	1214	929	479	113	50	36
"21015070503"	"Census Tract 705.03, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70503	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070503"	"Census Tract 705.03, Boone County, Kentucky"	""	""	21	4700	204	1973	1351	707	353	78	34
"21015070505"	"Census Tract 705.05, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70505	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070505"	"Census Tract 705.05, Boone County, Kentucky"	""	""	21	2388	23	537	738	860	206	24	0
"21015070506"	"Census Tract 705.06, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70506	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070506"	"Census Tract 705.06, Boone County, Kentucky"	""	""	21	3088	438	801	785	637	366	13	48
"21015070601"	"Census Tract 706.01, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70601	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070601"	"Census Tract 706.01, Boone County, Kentucky"	""	""	21	1971	81	552	430	526	316	60	6
"21015070604"	"Census Tract 706.04, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70604	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070604"	"Census Tract 706.04, Boone County, Kentucky"	""	""	21	2025	249	529	647	281	257	52	10
"21015070605"	"Census Tract 706.05, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70605	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070605"	"Census Tract 706.05, Boone County, Kentucky"	""	""	21	4819	232	962	918	1556	830	246	75
"21015070606"	"Census Tract 706.06, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70606	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070606"	"Census Tract 706.06, Boone County, Kentucky"	""	""	21	3418	198	1213	1178	521	277	0	31
"21015070607"	"Census Tract 706.07, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	70607	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015070607"	"Census Tract 706.07, Boone County, Kentucky"	""	""	21	2634	121	609	864	619	278	70	73
"21015980100"	"Census Tract 9801, Boone County, Kentucky"	"KY"	140	0	.	.	.	21	15	.	.	980100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21015980100"	"Census Tract 9801, Boone County, Kentucky"	""	""	21	30	0	0	27	3	0	0	0
"21017030101"	"Census Tract 301.01, Bourbon County, Kentucky"	"KY"	140	0	.	.	.	21	17	.	.	30101	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"1400000US21017030101"	"Census Tract 301.01, Bourbon County, Kentucky"	""	""	21	1413	300	392	458	120	143	0	0
