Geo_FIPS	Geo_QName	Geo_FILEID	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_UACP	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_VTD	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_TAZ	Geo_UGA	Geo_PUMA5	Geo_PUMA1	Geo_GEOID	Geo_NAME	Geo_BTTR	Geo_BTBG	Geo_PLACESE	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008
"21001970100"	"Census Tract 9701, Adair County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001816"	""	""	""	""	"21"	"001"	""	""	"970100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21001970100"	"Census Tract 9701"	""	""	""	1215	219	553	303	86	33	21	0
"21001970200"	"Census Tract 9702, Adair County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001817"	""	""	""	""	"21"	"001"	""	""	"970200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21001970200"	"Census Tract 9702"	""	""	""	1621	186	741	441	170	47	36	0
"21001970300"	"Census Tract 9703, Adair County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001818"	""	""	""	""	"21"	"001"	""	""	"970300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21001970300"	"Census Tract 9703"	""	""	""	2478	643	1083	433	196	123	0	0
"21001970401"	"Census Tract 9704.01, Adair County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001819"	""	""	""	""	"21"	"001"	""	""	"970401"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21001970401"	"Census Tract 9704.01"	""	""	""	2777	563	935	729	207	254	84	5
"21001970402"	"Census Tract 9704.02, Adair County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001820"	""	""	""	""	"21"	"001"	""	""	"970402"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21001970402"	"Census Tract 9704.02"	""	""	""	2254	228	667	666	164	274	74	181
"21001970500"	"Census Tract 9705, Adair County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001821"	""	""	""	""	"21"	"001"	""	""	"970500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21001970500"	"Census Tract 9705"	""	""	""	1503	230	530	463	196	73	7	4
"21001970600"	"Census Tract 9706, Adair County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001822"	""	""	""	""	"21"	"001"	""	""	"970600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21001970600"	"Census Tract 9706"	""	""	""	1245	162	718	195	107	48	11	4
"21003920100"	"Census Tract 9201, Allen County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001823"	""	""	""	""	"21"	"003"	""	""	"920100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21003920100"	"Census Tract 9201"	""	""	""	2529	312	1118	633	297	126	19	24
"21003920200"	"Census Tract 9202, Allen County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001824"	""	""	""	""	"21"	"003"	""	""	"920200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21003920200"	"Census Tract 9202"	""	""	""	1954	355	720	557	169	129	18	6
"21003920300"	"Census Tract 9203, Allen County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001825"	""	""	""	""	"21"	"003"	""	""	"920300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21003920300"	"Census Tract 9203"	""	""	""	3297	529	1136	954	465	213	0	0
"21003920400"	"Census Tract 9204, Allen County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001826"	""	""	""	""	"21"	"003"	""	""	"920400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21003920400"	"Census Tract 9204"	""	""	""	3362	563	1519	913	239	89	39	0
"21003920500"	"Census Tract 9205, Allen County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001827"	""	""	""	""	"21"	"003"	""	""	"920500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21003920500"	"Census Tract 9205"	""	""	""	1018	163	439	204	93	105	11	3
"21003920600"	"Census Tract 9206, Allen County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001828"	""	""	""	""	"21"	"003"	""	""	"920600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21003920600"	"Census Tract 9206"	""	""	""	2309	464	848	543	351	93	10	0
"21005950101"	"Census Tract 9501.01, Anderson County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001829"	""	""	""	""	"21"	"005"	""	""	"950101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21005950101"	"Census Tract 9501.01"	""	""	""	1429	112	412	514	308	83	0	0
"21005950102"	"Census Tract 9501.02, Anderson County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001830"	""	""	""	""	"21"	"005"	""	""	"950102"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21005950102"	"Census Tract 9501.02"	""	""	""	4685	463	1713	1488	751	142	57	71
"21005950201"	"Census Tract 9502.01, Anderson County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001831"	""	""	""	""	"21"	"005"	""	""	"950201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21005950201"	"Census Tract 9502.01"	""	""	""	3627	298	1386	1071	370	488	14	0
"21005950202"	"Census Tract 9502.02, Anderson County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001832"	""	""	""	""	"21"	"005"	""	""	"950202"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21005950202"	"Census Tract 9502.02"	""	""	""	2472	291	804	830	413	102	7	25
"21005950300"	"Census Tract 9503, Anderson County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001833"	""	""	""	""	"21"	"005"	""	""	"950300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21005950300"	"Census Tract 9503"	""	""	""	1471	116	505	508	204	87	38	13
"21005950400"	"Census Tract 9504, Anderson County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001834"	""	""	""	""	"21"	"005"	""	""	"950400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21005950400"	"Census Tract 9504"	""	""	""	1848	201	758	536	178	134	22	19
"21007950100"	"Census Tract 9501, Ballard County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001835"	""	""	""	""	"21"	"007"	""	""	"950100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21007950100"	"Census Tract 9501"	""	""	""	2999	321	1137	976	397	128	24	16
"21007950200"	"Census Tract 9502, Ballard County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001836"	""	""	""	""	"21"	"007"	""	""	"950200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21007950200"	"Census Tract 9502"	""	""	""	838	66	317	323	81	49	2	0
"21007950300"	"Census Tract 9503, Ballard County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001837"	""	""	""	""	"21"	"007"	""	""	"950300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21007950300"	"Census Tract 9503"	""	""	""	1778	257	740	594	108	79	0	0
"21009950100"	"Census Tract 9501, Barren County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001838"	""	""	""	""	"21"	"009"	""	""	"950100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21009950100"	"Census Tract 9501"	""	""	""	2440	423	864	709	266	124	44	10
"21009950200"	"Census Tract 9502, Barren County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001839"	""	""	""	""	"21"	"009"	""	""	"950200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21009950200"	"Census Tract 9502"	""	""	""	2559	515	1101	696	178	65	4	0
"21009950300"	"Census Tract 9503, Barren County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001840"	""	""	""	""	"21"	"009"	""	""	"950300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21009950300"	"Census Tract 9503"	""	""	""	2398	388	1099	654	193	39	10	15
"21009950401"	"Census Tract 9504.01, Barren County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001841"	""	""	""	""	"21"	"009"	""	""	"950401"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21009950401"	"Census Tract 9504.01"	""	""	""	1596	441	861	175	119	0	0	0
"21009950402"	"Census Tract 9504.02, Barren County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001842"	""	""	""	""	"21"	"009"	""	""	"950402"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21009950402"	"Census Tract 9504.02"	""	""	""	2151	183	662	551	443	125	99	88
"21009950500"	"Census Tract 9505, Barren County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001843"	""	""	""	""	"21"	"009"	""	""	"950500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21009950500"	"Census Tract 9505"	""	""	""	3084	360	1352	692	303	306	62	9
"21009950601"	"Census Tract 9506.01, Barren County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001844"	""	""	""	""	"21"	"009"	""	""	"950601"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21009950601"	"Census Tract 9506.01"	""	""	""	1945	537	976	352	79	1	0	0
"21009950602"	"Census Tract 9506.02, Barren County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001845"	""	""	""	""	"21"	"009"	""	""	"950602"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21009950602"	"Census Tract 9506.02"	""	""	""	2645	457	999	877	197	103	0	12
"21009950701"	"Census Tract 9507.01, Barren County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001846"	""	""	""	""	"21"	"009"	""	""	"950701"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21009950701"	"Census Tract 9507.01"	""	""	""	1515	124	776	305	238	55	17	0
"21009950702"	"Census Tract 9507.02, Barren County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001847"	""	""	""	""	"21"	"009"	""	""	"950702"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21009950702"	"Census Tract 9507.02"	""	""	""	2727	240	1279	579	457	137	35	0
"21009950800"	"Census Tract 9508, Barren County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001848"	""	""	""	""	"21"	"009"	""	""	"950800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21009950800"	"Census Tract 9508"	""	""	""	2402	471	1005	566	321	39	0	0
"21009950900"	"Census Tract 9509, Barren County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001849"	""	""	""	""	"21"	"009"	""	""	"950900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21009950900"	"Census Tract 9509"	""	""	""	2540	349	1041	671	298	123	46	12
"21009951000"	"Census Tract 9510, Barren County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001850"	""	""	""	""	"21"	"009"	""	""	"951000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21009951000"	"Census Tract 9510"	""	""	""	2066	416	954	491	88	108	9	0
"21011970100"	"Census Tract 9701, Bath County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001851"	""	""	""	""	"21"	"011"	""	""	"970100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21011970100"	"Census Tract 9701"	""	""	""	1213	343	475	227	107	41	18	2
"21011970201"	"Census Tract 9702.01, Bath County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001852"	""	""	""	""	"21"	"011"	""	""	"970201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21011970201"	"Census Tract 9702.01"	""	""	""	1780	519	711	344	128	78	0	0
"21011970202"	"Census Tract 9702.02, Bath County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001853"	""	""	""	""	"21"	"011"	""	""	"970202"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21011970202"	"Census Tract 9702.02"	""	""	""	2762	400	1097	684	399	111	67	4
"21011970300"	"Census Tract 9703, Bath County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001854"	""	""	""	""	"21"	"011"	""	""	"970300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21011970300"	"Census Tract 9703"	""	""	""	2533	452	1300	454	139	141	29	18
"21013960100"	"Census Tract 9601, Bell County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001855"	""	""	""	""	"21"	"013"	""	""	"960100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21013960100"	"Census Tract 9601"	""	""	""	1849	705	778	323	21	22	0	0
"21013960200"	"Census Tract 9602, Bell County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001856"	""	""	""	""	"21"	"013"	""	""	"960200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21013960200"	"Census Tract 9602"	""	""	""	3199	781	1403	691	140	115	69	0
"21013960300"	"Census Tract 9603, Bell County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001857"	""	""	""	""	"21"	"013"	""	""	"960300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21013960300"	"Census Tract 9603"	""	""	""	1765	563	518	340	106	146	64	28
"21013960400"	"Census Tract 9604, Bell County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001858"	""	""	""	""	"21"	"013"	""	""	"960400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21013960400"	"Census Tract 9604"	""	""	""	1356	352	717	257	6	24	0	0
"21013960500"	"Census Tract 9605, Bell County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001859"	""	""	""	""	"21"	"013"	""	""	"960500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21013960500"	"Census Tract 9605"	""	""	""	1297	337	460	386	70	44	0	0
"21013960600"	"Census Tract 9606, Bell County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001860"	""	""	""	""	"21"	"013"	""	""	"960600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21013960600"	"Census Tract 9606"	""	""	""	2500	681	1145	564	81	29	0	0
"21013960700"	"Census Tract 9607, Bell County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001861"	""	""	""	""	"21"	"013"	""	""	"960700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21013960700"	"Census Tract 9607"	""	""	""	1758	229	605	530	207	128	44	15
"21013960800"	"Census Tract 9608, Bell County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001862"	""	""	""	""	"21"	"013"	""	""	"960800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21013960800"	"Census Tract 9608"	""	""	""	2379	723	914	542	92	52	34	22
"21013961100"	"Census Tract 9611, Bell County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001863"	""	""	""	""	"21"	"013"	""	""	"961100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21013961100"	"Census Tract 9611"	""	""	""	2589	498	1322	554	112	85	9	9
"21015070101"	"Census Tract 701.01, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001864"	""	""	""	""	"21"	"015"	""	""	"070101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070101"	"Census Tract 701.01"	""	""	""	2896	512	1055	822	270	123	77	37
"21015070102"	"Census Tract 701.02, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001865"	""	""	""	""	"21"	"015"	""	""	"070102"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070102"	"Census Tract 701.02"	""	""	""	1584	229	544	520	234	32	25	0
"21015070201"	"Census Tract 702.01, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001866"	""	""	""	""	"21"	"015"	""	""	"070201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070201"	"Census Tract 702.01"	""	""	""	2386	296	835	1070	184	0	1	0
"21015070202"	"Census Tract 702.02, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001867"	""	""	""	""	"21"	"015"	""	""	"070202"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070202"	"Census Tract 702.02"	""	""	""	1891	94	734	768	230	30	35	0
"21015070301"	"Census Tract 703.01, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001868"	""	""	""	""	"21"	"015"	""	""	"070301"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070301"	"Census Tract 703.01"	""	""	""	3574	1013	1302	870	292	69	28	0
"21015070305"	"Census Tract 703.05, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001869"	""	""	""	""	"21"	"015"	""	""	"070305"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070305"	"Census Tract 703.05"	""	""	""	4768	125	1401	1944	792	421	63	22
"21015070309"	"Census Tract 703.09, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001870"	""	""	""	""	"21"	"015"	""	""	"070309"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070309"	"Census Tract 703.09"	""	""	""	3797	52	593	1162	1320	592	61	17
"21015070311"	"Census Tract 703.11, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001871"	""	""	""	""	"21"	"015"	""	""	"070311"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070311"	"Census Tract 703.11"	""	""	""	1894	236	844	632	128	41	13	0
"21015070312"	"Census Tract 703.12, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001872"	""	""	""	""	"21"	"015"	""	""	"070312"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070312"	"Census Tract 703.12"	""	""	""	2079	161	652	745	375	129	10	7
"21015070313"	"Census Tract 703.13, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001873"	""	""	""	""	"21"	"015"	""	""	"070313"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070313"	"Census Tract 703.13"	""	""	""	2989	121	795	1110	561	241	152	9
"21015070314"	"Census Tract 703.14, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001874"	""	""	""	""	"21"	"015"	""	""	"070314"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070314"	"Census Tract 703.14"	""	""	""	3929	196	1076	1255	977	363	46	16
"21015070315"	"Census Tract 703.15, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001875"	""	""	""	""	"21"	"015"	""	""	"070315"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070315"	"Census Tract 703.15"	""	""	""	3826	326	1217	880	708	382	279	34
"21015070316"	"Census Tract 703.16, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001876"	""	""	""	""	"21"	"015"	""	""	"070316"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070316"	"Census Tract 703.16"	""	""	""	4392	11	1457	1576	768	422	35	123
"21015070317"	"Census Tract 703.17, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001877"	""	""	""	""	"21"	"015"	""	""	"070317"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070317"	"Census Tract 703.17"	""	""	""	2744	32	588	982	620	463	21	38
"21015070318"	"Census Tract 703.18, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001878"	""	""	""	""	"21"	"015"	""	""	"070318"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070318"	"Census Tract 703.18"	""	""	""	4668	112	1261	1436	1385	301	147	26
"21015070403"	"Census Tract 704.03, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001879"	""	""	""	""	"21"	"015"	""	""	"070403"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070403"	"Census Tract 704.03"	""	""	""	3978	56	807	1118	1342	498	72	85
"21015070404"	"Census Tract 704.04, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001880"	""	""	""	""	"21"	"015"	""	""	"070404"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070404"	"Census Tract 704.04"	""	""	""	2470	98	525	695	653	421	37	41
"21015070405"	"Census Tract 704.05, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001881"	""	""	""	""	"21"	"015"	""	""	"070405"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070405"	"Census Tract 704.05"	""	""	""	1795	64	426	603	499	177	15	11
"21015070406"	"Census Tract 704.06, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001882"	""	""	""	""	"21"	"015"	""	""	"070406"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070406"	"Census Tract 704.06"	""	""	""	1827	72	341	897	434	45	12	26
"21015070407"	"Census Tract 704.07, Boone County, Kentucky"	"ACSSF"	"ky"	"140"	"00"	"0001883"	""	""	""	""	"21"	"015"	""	""	"070407"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US21015070407"	"Census Tract 704.07"	""	""	""	2310	80	675	999	371	156	25	4
