Geo__geoid_	Geo__geo_level_	Geo_NAME	Geo_qname	Geo_AREALAND	Geo_AREAWATER	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008
"21063920102"	"SL140"	"Census Tract 9201.02, Elliott County, Kentucky"	"Census Tract 9201.02, Elliott County, Kentucky"	167646251	220417	1781	434	736	388	90	52	59	22
"21063920200"	"SL140"	"Census Tract 9202, Elliott County, Kentucky"	"Census Tract 9202, Elliott County, Kentucky"	270777597	1221073	1327	147	738	353	49	23	17	0
"21065920100"	"SL140"	"Census Tract 9201, Estill County, Kentucky"	"Census Tract 9201, Estill County, Kentucky"	131712728	1032359	1026	258	362	287	64	29	5	21
"21065920201"	"SL140"	"Census Tract 9202.01, Estill County, Kentucky"	"Census Tract 9202.01, Estill County, Kentucky"	91852058	2465070	1182	176	532	299	110	65	0	0
"21065920202"	"SL140"	"Census Tract 9202.02, Estill County, Kentucky"	"Census Tract 9202.02, Estill County, Kentucky"	100276429	210247	2899	533	1245	671	344	83	14	9
"21065920301"	"SL140"	"Census Tract 9203.01, Estill County, Kentucky"	"Census Tract 9203.01, Estill County, Kentucky"	41224079	817828	1189	63	606	376	62	74	8	0
"21065920302"	"SL140"	"Census Tract 9203.02, Estill County, Kentucky"	"Census Tract 9203.02, Estill County, Kentucky"	126661772	335914	2682	989	987	528	63	82	0	33
"21065920400"	"SL140"	"Census Tract 9204, Estill County, Kentucky"	"Census Tract 9204, Estill County, Kentucky"	163749942	1687754	1159	148	650	190	154	12	5	0
"21067000101"	"SL140"	"Census Tract 1.01, Fayette County, Kentucky"	"Census Tract 1.01, Fayette County, Kentucky"	1302425	0	2328	286	409	672	480	246	129	106
"21067000102"	"SL140"	"Census Tract 1.02, Fayette County, Kentucky"	"Census Tract 1.02, Fayette County, Kentucky"	788788	0	1426	170	346	224	216	209	204	57
"21067000200"	"SL140"	"Census Tract 2, Fayette County, Kentucky"	"Census Tract 2, Fayette County, Kentucky"	1572620	0	1527	150	282	298	437	261	56	43
"21067000300"	"SL140"	"Census Tract 3, Fayette County, Kentucky"	"Census Tract 3, Fayette County, Kentucky"	1082823	0	1885	265	536	451	368	138	57	70
"21067000400"	"SL140"	"Census Tract 4, Fayette County, Kentucky"	"Census Tract 4, Fayette County, Kentucky"	1185650	0	995	288	356	227	51	73	0	0
"21067000500"	"SL140"	"Census Tract 5, Fayette County, Kentucky"	"Census Tract 5, Fayette County, Kentucky"	1544292	0	2330	99	282	288	931	393	222	115
"21067000600"	"SL140"	"Census Tract 6, Fayette County, Kentucky"	"Census Tract 6, Fayette County, Kentucky"	2170589	0	3180	57	129	569	1138	644	215	428
"21067000700"	"SL140"	"Census Tract 7, Fayette County, Kentucky"	"Census Tract 7, Fayette County, Kentucky"	822456	0	1031	29	85	177	398	203	59	80
"21067000801"	"SL140"	"Census Tract 8.01, Fayette County, Kentucky"	"Census Tract 8.01, Fayette County, Kentucky"	914156	0	83	0	8	20	34	18	3	0
"21067000802"	"SL140"	"Census Tract 8.02, Fayette County, Kentucky"	"Census Tract 8.02, Fayette County, Kentucky"	991311	0	626	0	73	31	364	105	13	40
"21067000900"	"SL140"	"Census Tract 9, Fayette County, Kentucky"	"Census Tract 9, Fayette County, Kentucky"	2200277	0	1503	77	450	382	334	242	18	0
"21067001000"	"SL140"	"Census Tract 10, Fayette County, Kentucky"	"Census Tract 10, Fayette County, Kentucky"	4024154	17740	1061	129	314	356	154	82	19	7
"21067001100"	"SL140"	"Census Tract 11, Fayette County, Kentucky"	"Census Tract 11, Fayette County, Kentucky"	3165956	0	3218	698	1268	927	208	98	0	19
"21067001300"	"SL140"	"Census Tract 13, Fayette County, Kentucky"	"Census Tract 13, Fayette County, Kentucky"	2866289	0	1590	329	499	488	205	56	13	0
"21067001400"	"SL140"	"Census Tract 14, Fayette County, Kentucky"	"Census Tract 14, Fayette County, Kentucky"	1147557	0	1518	409	484	173	315	107	7	23
"21067001500"	"SL140"	"Census Tract 15, Fayette County, Kentucky"	"Census Tract 15, Fayette County, Kentucky"	1968316	0	1474	197	513	506	130	118	10	0
"21067001600"	"SL140"	"Census Tract 16, Fayette County, Kentucky"	"Census Tract 16, Fayette County, Kentucky"	1925876	0	1599	189	493	414	381	77	5	40
"21067001700"	"SL140"	"Census Tract 17, Fayette County, Kentucky"	"Census Tract 17, Fayette County, Kentucky"	2424936	7525	1504	34	292	362	373	258	109	76
"21067001800"	"SL140"	"Census Tract 18, Fayette County, Kentucky"	"Census Tract 18, Fayette County, Kentucky"	874034	0	823	80	120	188	236	130	51	18
"21067001900"	"SL140"	"Census Tract 19, Fayette County, Kentucky"	"Census Tract 19, Fayette County, Kentucky"	2300743	0	2156	328	875	323	302	207	40	81
"21067002001"	"SL140"	"Census Tract 20.01, Fayette County, Kentucky"	"Census Tract 20.01, Fayette County, Kentucky"	1990382	20769	3460	946	1180	1054	235	4	41	0
"21067002002"	"SL140"	"Census Tract 20.02, Fayette County, Kentucky"	"Census Tract 20.02, Fayette County, Kentucky"	1160119	0	1324	393	238	363	224	72	7	27
"21067002200"	"SL140"	"Census Tract 22, Fayette County, Kentucky"	"Census Tract 22, Fayette County, Kentucky"	1099267	0	1475	115	354	223	499	218	49	17
"21067002302"	"SL140"	"Census Tract 23.02, Fayette County, Kentucky"	"Census Tract 23.02, Fayette County, Kentucky"	3315849	74	3586	96	250	751	1456	500	287	246
"21067002303"	"SL140"	"Census Tract 23.03, Fayette County, Kentucky"	"Census Tract 23.03, Fayette County, Kentucky"	3254443	577992	3183	278	443	769	877	267	276	273
"21067002304"	"SL140"	"Census Tract 23.04, Fayette County, Kentucky"	"Census Tract 23.04, Fayette County, Kentucky"	2115288	114033	1839	23	113	196	785	293	355	74
"21067002400"	"SL140"	"Census Tract 24, Fayette County, Kentucky"	"Census Tract 24, Fayette County, Kentucky"	4407431	0	2988	59	152	342	1083	825	289	238
"21067002500"	"SL140"	"Census Tract 25, Fayette County, Kentucky"	"Census Tract 25, Fayette County, Kentucky"	2115741	0	1730	57	154	402	595	295	122	105
"21067002600"	"SL140"	"Census Tract 26, Fayette County, Kentucky"	"Census Tract 26, Fayette County, Kentucky"	2920204	9526	3622	421	582	1057	896	444	128	94
"21067002700"	"SL140"	"Census Tract 27, Fayette County, Kentucky"	"Census Tract 27, Fayette County, Kentucky"	2755603	0	2592	228	487	698	623	330	65	161
"21067002800"	"SL140"	"Census Tract 28, Fayette County, Kentucky"	"Census Tract 28, Fayette County, Kentucky"	3296863	0	3053	65	409	840	919	491	183	146
"21067002900"	"SL140"	"Census Tract 29, Fayette County, Kentucky"	"Census Tract 29, Fayette County, Kentucky"	3179556	0	3088	210	655	630	944	499	75	75
"21067003000"	"SL140"	"Census Tract 30, Fayette County, Kentucky"	"Census Tract 30, Fayette County, Kentucky"	4475168	29311	3353	310	692	723	906	597	60	65
"21067003101"	"SL140"	"Census Tract 31.01, Fayette County, Kentucky"	"Census Tract 31.01, Fayette County, Kentucky"	2864795	0	2284	219	734	887	323	58	7	56
"21067003102"	"SL140"	"Census Tract 31.02, Fayette County, Kentucky"	"Census Tract 31.02, Fayette County, Kentucky"	2107521	0	1756	211	546	511	285	106	36	61
"21067003201"	"SL140"	"Census Tract 32.01, Fayette County, Kentucky"	"Census Tract 32.01, Fayette County, Kentucky"	1982606	0	1376	259	352	404	176	80	83	22
"21067003202"	"SL140"	"Census Tract 32.02, Fayette County, Kentucky"	"Census Tract 32.02, Fayette County, Kentucky"	3028020	0	4424	423	899	1915	788	239	69	91
"21067003300"	"SL140"	"Census Tract 33, Fayette County, Kentucky"	"Census Tract 33, Fayette County, Kentucky"	3303239	23131	2270	229	810	607	382	148	10	84
"21067003402"	"SL140"	"Census Tract 34.02, Fayette County, Kentucky"	"Census Tract 34.02, Fayette County, Kentucky"	2099418	0	2905	125	510	747	796	560	154	13
"21067003404"	"SL140"	"Census Tract 34.04, Fayette County, Kentucky"	"Census Tract 34.04, Fayette County, Kentucky"	2113600	13335	2612	264	575	767	564	350	24	68
"21067003405"	"SL140"	"Census Tract 34.05, Fayette County, Kentucky"	"Census Tract 34.05, Fayette County, Kentucky"	3121099	1723	3888	265	760	1280	954	421	178	30
"21067003406"	"SL140"	"Census Tract 34.06, Fayette County, Kentucky"	"Census Tract 34.06, Fayette County, Kentucky"	4411819	138045	4220	221	1137	1293	1103	341	109	16
"21067003407"	"SL140"	"Census Tract 34.07, Fayette County, Kentucky"	"Census Tract 34.07, Fayette County, Kentucky"	3430811	656629	2998	136	400	1291	763	292	43	73
"21067003501"	"SL140"	"Census Tract 35.01, Fayette County, Kentucky"	"Census Tract 35.01, Fayette County, Kentucky"	1822266	0	2433	170	681	766	581	164	42	29
"21067003503"	"SL140"	"Census Tract 35.03, Fayette County, Kentucky"	"Census Tract 35.03, Fayette County, Kentucky"	726358	2500	1696	34	544	439	523	93	27	36
"21067003504"	"SL140"	"Census Tract 35.04, Fayette County, Kentucky"	"Census Tract 35.04, Fayette County, Kentucky"	1152559	1419	2531	144	592	790	567	295	105	38
"21067003600"	"SL140"	"Census Tract 36, Fayette County, Kentucky"	"Census Tract 36, Fayette County, Kentucky"	4177913	9033	3375	80	285	797	1241	660	184	128
"21067003701"	"SL140"	"Census Tract 37.01, Fayette County, Kentucky"	"Census Tract 37.01, Fayette County, Kentucky"	83180769	341194	2557	450	885	636	320	86	80	100
"21067003702"	"SL140"	"Census Tract 37.02, Fayette County, Kentucky"	"Census Tract 37.02, Fayette County, Kentucky"	5606431	44829	3431	401	700	1002	689	475	110	54
"21067003703"	"SL140"	"Census Tract 37.03, Fayette County, Kentucky"	"Census Tract 37.03, Fayette County, Kentucky"	3096192	0	3672	85	664	1150	1087	439	174	73
"21067003704"	"SL140"	"Census Tract 37.04, Fayette County, Kentucky"	"Census Tract 37.04, Fayette County, Kentucky"	9670022	9568	5492	320	637	1341	1998	748	200	248
"21067003802"	"SL140"	"Census Tract 38.02, Fayette County, Kentucky"	"Census Tract 38.02, Fayette County, Kentucky"	136236890	596719	1302	156	328	295	348	70	35	70
"21067003803"	"SL140"	"Census Tract 38.03, Fayette County, Kentucky"	"Census Tract 38.03, Fayette County, Kentucky"	8380525	56236	2656	107	657	696	793	259	74	70
"21067003804"	"SL140"	"Census Tract 38.04, Fayette County, Kentucky"	"Census Tract 38.04, Fayette County, Kentucky"	3625005	0	4300	1190	1258	1130	525	178	11	8
"21067003906"	"SL140"	"Census Tract 39.06, Fayette County, Kentucky"	"Census Tract 39.06, Fayette County, Kentucky"	3090160	0	3608	120	261	726	1306	817	331	47
"21067003908"	"SL140"	"Census Tract 39.08, Fayette County, Kentucky"	"Census Tract 39.08, Fayette County, Kentucky"	6590506	0	5294	221	616	1284	1982	772	268	151
"21067003909"	"SL140"	"Census Tract 39.09, Fayette County, Kentucky"	"Census Tract 39.09, Fayette County, Kentucky"	3460742	0	2102	198	416	600	621	259	8	0
"21067003910"	"SL140"	"Census Tract 39.10, Fayette County, Kentucky"	"Census Tract 39.10, Fayette County, Kentucky"	830119	0	1553	446	537	151	252	122	45	0
"21067003911"	"SL140"	"Census Tract 39.11, Fayette County, Kentucky"	"Census Tract 39.11, Fayette County, Kentucky"	1684038	3850	2291	243	703	681	444	126	35	59
"21067003912"	"SL140"	"Census Tract 39.12, Fayette County, Kentucky"	"Census Tract 39.12, Fayette County, Kentucky"	3994705	137199	3236	133	487	1001	966	341	205	103
"21067003913"	"SL140"	"Census Tract 39.13, Fayette County, Kentucky"	"Census Tract 39.13, Fayette County, Kentucky"	7612482	110553	5735	168	487	856	2499	1034	271	420
"21067003914"	"SL140"	"Census Tract 39.14, Fayette County, Kentucky"	"Census Tract 39.14, Fayette County, Kentucky"	1340774	0	1815	96	379	566	473	221	40	40
"21067003915"	"SL140"	"Census Tract 39.15, Fayette County, Kentucky"	"Census Tract 39.15, Fayette County, Kentucky"	3055991	0	3474	59	402	676	1170	823	163	181
"21067003916"	"SL140"	"Census Tract 39.16, Fayette County, Kentucky"	"Census Tract 39.16, Fayette County, Kentucky"	3603975	0	432	1	42	77	191	69	30	22
"21067003917"	"SL140"	"Census Tract 39.17, Fayette County, Kentucky"	"Census Tract 39.17, Fayette County, Kentucky"	9545074	0	1329	57	248	260	371	211	66	116
"21067003918"	"SL140"	"Census Tract 39.18, Fayette County, Kentucky"	"Census Tract 39.18, Fayette County, Kentucky"	149318824	370436	2265	253	430	586	493	209	243	51
"21067004001"	"SL140"	"Census Tract 40.01, Fayette County, Kentucky"	"Census Tract 40.01, Fayette County, Kentucky"	2476703	7777	4148	596	794	1515	621	464	62	96
"21067004003"	"SL140"	"Census Tract 40.03, Fayette County, Kentucky"	"Census Tract 40.03, Fayette County, Kentucky"	2132874	0	3571	131	793	941	1170	271	73	192
"21067004005"	"SL140"	"Census Tract 40.05, Fayette County, Kentucky"	"Census Tract 40.05, Fayette County, Kentucky"	3200590	0	1104	12	137	198	324	274	80	79
"21067004006"	"SL140"	"Census Tract 40.06, Fayette County, Kentucky"	"Census Tract 40.06, Fayette County, Kentucky"	3437877	0	881	1	53	122	268	201	116	120
"21067004007"	"SL140"	"Census Tract 40.07, Fayette County, Kentucky"	"Census Tract 40.07, Fayette County, Kentucky"	104306726	979168	1446	79	194	460	394	224	59	36
"21067004103"	"SL140"	"Census Tract 41.03, Fayette County, Kentucky"	"Census Tract 41.03, Fayette County, Kentucky"	807208	0	1346	74	238	378	473	70	79	34
"21067004104"	"SL140"	"Census Tract 41.04, Fayette County, Kentucky"	"Census Tract 41.04, Fayette County, Kentucky"	2016784	8642	2939	217	444	761	1056	365	39	57
"21067004105"	"SL140"	"Census Tract 41.05, Fayette County, Kentucky"	"Census Tract 41.05, Fayette County, Kentucky"	2259120	4936	3535	258	446	749	902	705	217	258
"21067004106"	"SL140"	"Census Tract 41.06, Fayette County, Kentucky"	"Census Tract 41.06, Fayette County, Kentucky"	2603348	9405	2922	80	289	627	941	795	87	103
"21067004107"	"SL140"	"Census Tract 41.07, Fayette County, Kentucky"	"Census Tract 41.07, Fayette County, Kentucky"	2857400	10169	4072	120	361	1021	1342	775	212	241
"21067004204"	"SL140"	"Census Tract 42.04, Fayette County, Kentucky"	"Census Tract 42.04, Fayette County, Kentucky"	5937608	0	3789	100	723	1113	1018	520	98	217
"21067004205"	"SL140"	"Census Tract 42.05, Fayette County, Kentucky"	"Census Tract 42.05, Fayette County, Kentucky"	3693420	16699	4729	110	589	1072	1637	859	356	106
"21067004207"	"SL140"	"Census Tract 42.07, Fayette County, Kentucky"	"Census Tract 42.07, Fayette County, Kentucky"	34984923	106219	2517	74	154	453	951	676	111	98
"21067004208"	"SL140"	"Census Tract 42.08, Fayette County, Kentucky"	"Census Tract 42.08, Fayette County, Kentucky"	8321838	0	5521	74	578	791	2107	951	452	568
"21067004209"	"SL140"	"Census Tract 42.09, Fayette County, Kentucky"	"Census Tract 42.09, Fayette County, Kentucky"	1680519	0	2795	48	475	856	789	473	32	122
"21067004210"	"SL140"	"Census Tract 42.10, Fayette County, Kentucky"	"Census Tract 42.10, Fayette County, Kentucky"	2838308	0	3774	189	450	1132	1145	570	148	140
"21069920100"	"SL140"	"Census Tract 9201, Fleming County, Kentucky"	"Census Tract 9201, Fleming County, Kentucky"	158182246	1301745	3002	485	1311	660	315	189	42	0
"21069920200"	"SL140"	"Census Tract 9202, Fleming County, Kentucky"	"Census Tract 9202, Fleming County, Kentucky"	130423722	984236	2401	278	802	667	404	183	44	23
"21069920300"	"SL140"	"Census Tract 9203, Fleming County, Kentucky"	"Census Tract 9203, Fleming County, Kentucky"	183173712	1446778	1860	405	713	547	125	61	0	9
"21069920400"	"SL140"	"Census Tract 9204, Fleming County, Kentucky"	"Census Tract 9204, Fleming County, Kentucky"	431277568	3111932	3227	432	1392	814	352	205	23	9
"21071920100"	"SL140"	"Census Tract 9201, Floyd County, Kentucky"	"Census Tract 9201, Floyd County, Kentucky"	32387398	1160094	2392	507	726	846	198	90	25	0
"21071920200"	"SL140"	"Census Tract 9202, Floyd County, Kentucky"	"Census Tract 9202, Floyd County, Kentucky"	132262260	2940286	1420	169	447	411	205	181	0	7
"21071920301"	"SL140"	"Census Tract 9203.01, Floyd County, Kentucky"	"Census Tract 9203.01, Floyd County, Kentucky"	36508600	395704	1960	468	686	494	173	104	35	0
"21071920302"	"SL140"	"Census Tract 9203.02, Floyd County, Kentucky"	"Census Tract 9203.02, Floyd County, Kentucky"	43334568	388424	1368	168	374	539	164	119	4	0
"21071920401"	"SL140"	"Census Tract 9204.01, Floyd County, Kentucky"	"Census Tract 9204.01, Floyd County, Kentucky"	84393182	31774	1804	480	608	587	60	58	0	11
"21071920402"	"SL140"	"Census Tract 9204.02, Floyd County, Kentucky"	"Census Tract 9204.02, Floyd County, Kentucky"	49285133	49653	1671	585	498	389	152	47	0	0
"21071920500"	"SL140"	"Census Tract 9205, Floyd County, Kentucky"	"Census Tract 9205, Floyd County, Kentucky"	74536279	2049	1967	392	1002	384	80	109	0	0
"21071920600"	"SL140"	"Census Tract 9206, Floyd County, Kentucky"	"Census Tract 9206, Floyd County, Kentucky"	86821332	19059	1679	402	706	347	109	115	0	0
"21071920700"	"SL140"	"Census Tract 9207, Floyd County, Kentucky"	"Census Tract 9207, Floyd County, Kentucky"	82321351	102444	1319	195	501	521	40	44	18	0
"21071920801"	"SL140"	"Census Tract 9208.01, Floyd County, Kentucky"	"Census Tract 9208.01, Floyd County, Kentucky"	57496314	344669	1883	278	847	444	116	88	104	6
"21071920802"	"SL140"	"Census Tract 9208.02, Floyd County, Kentucky"	"Census Tract 9208.02, Floyd County, Kentucky"	70354708	55737	1520	79	579	534	109	207	12	0
"21071920900"	"SL140"	"Census Tract 9209, Floyd County, Kentucky"	"Census Tract 9209, Floyd County, Kentucky"	89660724	40932	1315	302	372	437	89	57	58	0
"21071921001"	"SL140"	"Census Tract 9210.01, Floyd County, Kentucky"	"Census Tract 9210.01, Floyd County, Kentucky"	92843417	461364	2208	372	1175	469	106	55	31	0
"21071921002"	"SL140"	"Census Tract 9210.02, Floyd County, Kentucky"	"Census Tract 9210.02, Floyd County, Kentucky"	86437812	236508	2436	220	914	667	504	120	11	0
"21073070101"	"SL140"	"Census Tract 701.01, Franklin County, Kentucky"	"Census Tract 701.01, Franklin County, Kentucky"	3526510	13925	2016	174	1026	445	274	61	36	0
"21073070102"	"SL140"	"Census Tract 701.02, Franklin County, Kentucky"	"Census Tract 701.02, Franklin County, Kentucky"	7658033	39707	2365	120	621	856	434	250	63	21
"21073070401"	"SL140"	"Census Tract 704.01, Franklin County, Kentucky"	"Census Tract 704.01, Franklin County, Kentucky"	11695104	226634	2000	242	744	536	241	210	27	0
"21073070403"	"SL140"	"Census Tract 704.03, Franklin County, Kentucky"	"Census Tract 704.03, Franklin County, Kentucky"	1059738	1807	1144	60	278	460	260	76	10	0
"21073070404"	"SL140"	"Census Tract 704.04, Franklin County, Kentucky"	"Census Tract 704.04, Franklin County, Kentucky"	7609507	299636	1714	183	330	548	370	202	61	20
"21073070405"	"SL140"	"Census Tract 704.05, Franklin County, Kentucky"	"Census Tract 704.05, Franklin County, Kentucky"	2202744	788	1537	115	270	363	269	486	6	28
"21073070500"	"SL140"	"Census Tract 705, Franklin County, Kentucky"	"Census Tract 705, Franklin County, Kentucky"	999873	111352	1653	118	464	519	330	159	17	46
"21073070601"	"SL140"	"Census Tract 706.01, Franklin County, Kentucky"	"Census Tract 706.01, Franklin County, Kentucky"	10623407	369996	982	113	429	299	67	74	0	0
"21073070602"	"SL140"	"Census Tract 706.02, Franklin County, Kentucky"	"Census Tract 706.02, Franklin County, Kentucky"	2015198	4818	1442	194	499	360	304	46	23	16
"21073070703"	"SL140"	"Census Tract 707.03, Franklin County, Kentucky"	"Census Tract 707.03, Franklin County, Kentucky"	14618948	289663	1882	52	420	614	554	130	81	31
"21073070704"	"SL140"	"Census Tract 707.04, Franklin County, Kentucky"	"Census Tract 707.04, Franklin County, Kentucky"	2760628	17386	1336	26	535	372	203	116	19	65
"21073070705"	"SL140"	"Census Tract 707.05, Franklin County, Kentucky"	"Census Tract 707.05, Franklin County, Kentucky"	22638492	500105	2027	0	238	700	597	355	114	23
"21073070706"	"SL140"	"Census Tract 707.06, Franklin County, Kentucky"	"Census Tract 707.06, Franklin County, Kentucky"	2864763	36062	2241	97	576	945	270	251	82	20
"21073070801"	"SL140"	"Census Tract 708.01, Franklin County, Kentucky"	"Census Tract 708.01, Franklin County, Kentucky"	115787115	2733471	1987	103	781	612	360	101	19	11
"21073070802"	"SL140"	"Census Tract 708.02, Franklin County, Kentucky"	"Census Tract 708.02, Franklin County, Kentucky"	61654528	1365555	1310	122	440	288	279	144	20	17
"21073071001"	"SL140"	"Census Tract 710.01, Franklin County, Kentucky"	"Census Tract 710.01, Franklin County, Kentucky"	36198312	557597	2527	67	470	760	771	316	132	11
"21073071002"	"SL140"	"Census Tract 710.02, Franklin County, Kentucky"	"Census Tract 710.02, Franklin County, Kentucky"	13334635	102595	1670	106	512	585	262	205	0	0
"21073071101"	"SL140"	"Census Tract 711.01, Franklin County, Kentucky"	"Census Tract 711.01, Franklin County, Kentucky"	149854571	2518003	1706	102	774	490	214	101	25	0
"21073071102"	"SL140"	"Census Tract 711.02, Franklin County, Kentucky"	"Census Tract 711.02, Franklin County, Kentucky"	67421904	1196812	2965	288	1065	879	471	98	69	95
"21073071200"	"SL140"	"Census Tract 712, Franklin County, Kentucky"	"Census Tract 712, Franklin County, Kentucky"	3959431	229176	1956	347	408	705	326	96	74	0
"21075960100"	"SL140"	"Census Tract 9601, Fulton County, Kentucky"	"Census Tract 9601, Fulton County, Kentucky"	220433812	1800781	2396	236	1059	655	327	83	24	12
"21075960200"	"SL140"	"Census Tract 9602, Fulton County, Kentucky"	"Census Tract 9602, Fulton County, Kentucky"	312927160	62281539	2075	396	900	505	244	30	0	0
"21077960102"	"SL140"	"Census Tract 9601.02, Gallatin County, Kentucky"	"Census Tract 9601.02, Gallatin County, Kentucky"	79517004	5096853	1601	237	674	396	204	66	0	24
"21077960103"	"SL140"	"Census Tract 9601.03, Gallatin County, Kentucky"	"Census Tract 9601.03, Gallatin County, Kentucky"	35070946	3812935	1546	315	720	344	99	68	0	0
"21077960104"	"SL140"	"Census Tract 9601.04, Gallatin County, Kentucky"	"Census Tract 9601.04, Gallatin County, Kentucky"	139960163	7542116	2849	372	1174	864	277	64	89	9
"21079970101"	"SL140"	"Census Tract 9701.01, Garrard County, Kentucky"	"Census Tract 9701.01, Garrard County, Kentucky"	60842149	3520804	2267	188	971	708	209	122	45	24
"21079970102"	"SL140"	"Census Tract 9701.02, Garrard County, Kentucky"	"Census Tract 9701.02, Garrard County, Kentucky"	86382954	3641389	2507	143	899	800	417	148	80	20
"21079970201"	"SL140"	"Census Tract 9702.01, Garrard County, Kentucky"	"Census Tract 9702.01, Garrard County, Kentucky"	72550087	369634	1968	206	647	699	123	190	55	48
"21079970202"	"SL140"	"Census Tract 9702.02, Garrard County, Kentucky"	"Census Tract 9702.02, Garrard County, Kentucky"	113756787	1141855	1060	147	509	287	82	35	0	0
"21079970300"	"SL140"	"Census Tract 9703, Garrard County, Kentucky"	"Census Tract 9703, Garrard County, Kentucky"	58909752	558305	2303	459	842	694	229	67	12	0
"21079970400"	"SL140"	"Census Tract 9704, Garrard County, Kentucky"	"Census Tract 9704, Garrard County, Kentucky"	203059973	1183384	2419	619	971	391	281	157	0	0
"21081920101"	"SL140"	"Census Tract 9201.01, Grant County, Kentucky"	"Census Tract 9201.01, Grant County, Kentucky"	91957290	947543	3577	310	1476	1294	312	110	48	27
"21081920102"	"SL140"	"Census Tract 9201.02, Grant County, Kentucky"	"Census Tract 9201.02, Grant County, Kentucky"	36188185	138630	1682	190	905	365	108	100	14	0
"21081920201"	"SL140"	"Census Tract 9202.01, Grant County, Kentucky"	"Census Tract 9202.01, Grant County, Kentucky"	126943553	2270691	1928	63	904	566	185	181	27	2
"21081920202"	"SL140"	"Census Tract 9202.02, Grant County, Kentucky"	"Census Tract 9202.02, Grant County, Kentucky"	51196446	189518	2715	484	1370	694	99	68	0	0
"21081920301"	"SL140"	"Census Tract 9203.01, Grant County, Kentucky"	"Census Tract 9203.01, Grant County, Kentucky"	140453473	1349912	1450	84	705	307	253	47	54	0
"21081920302"	"SL140"	"Census Tract 9203.02, Grant County, Kentucky"	"Census Tract 9203.02, Grant County, Kentucky"	97747346	1529795	3712	350	1624	1091	416	219	0	12
"21081920400"	"SL140"	"Census Tract 9204, Grant County, Kentucky"	"Census Tract 9204, Grant County, Kentucky"	123668413	820336	1427	203	590	393	168	73	0	0
"21083020100"	"SL140"	"Census Tract 201, Graves County, Kentucky"	"Census Tract 201, Graves County, Kentucky"	33939761	391425	2982	505	1164	772	305	185	26	25
"21083020200"	"SL140"	"Census Tract 202, Graves County, Kentucky"	"Census Tract 202, Graves County, Kentucky"	50877060	530126	3014	307	1104	672	483	231	36	181
"21083020301"	"SL140"	"Census Tract 203.01, Graves County, Kentucky"	"Census Tract 203.01, Graves County, Kentucky"	24317973	289140	2799	281	1017	1135	217	110	39	0
"21083020302"	"SL140"	"Census Tract 203.02, Graves County, Kentucky"	"Census Tract 203.02, Graves County, Kentucky"	5801272	33955	1471	193	626	460	151	20	21	0
"21083020400"	"SL140"	"Census Tract 204, Graves County, Kentucky"	"Census Tract 204, Graves County, Kentucky"	258260261	1339499	1903	151	697	700	189	117	39	10
"21083020500"	"SL140"	"Census Tract 205, Graves County, Kentucky"	"Census Tract 205, Graves County, Kentucky"	263874148	2096919	2318	320	1147	613	132	91	9	6
"21083020600"	"SL140"	"Census Tract 206, Graves County, Kentucky"	"Census Tract 206, Graves County, Kentucky"	108355551	1250430	1576	122	576	503	229	126	20	0
"21083020700"	"SL140"	"Census Tract 207, Graves County, Kentucky"	"Census Tract 207, Graves County, Kentucky"	257430088	2643566	3509	381	1394	1195	279	240	20	0
"21083020800"	"SL140"	"Census Tract 208, Graves County, Kentucky"	"Census Tract 208, Graves County, Kentucky"	266639757	2933271	3075	204	1362	932	387	108	66	16
"21083020900"	"SL140"	"Census Tract 209, Graves County, Kentucky"	"Census Tract 209, Graves County, Kentucky"	159547597	1521191	2277	198	1059	548	205	222	24	21
"21085950101"	"SL140"	"Census Tract 9501.01, Grayson County, Kentucky"	"Census Tract 9501.01, Grayson County, Kentucky"	42474665	5828751	643	89	287	181	51	31	0	4
"21085950102"	"SL140"	"Census Tract 9501.02, Grayson County, Kentucky"	"Census Tract 9501.02, Grayson County, Kentucky"	172285522	5386425	1640	180	589	591	203	49	14	14
"21085950200"	"SL140"	"Census Tract 9502, Grayson County, Kentucky"	"Census Tract 9502, Grayson County, Kentucky"	120555291	551916	1849	368	840	433	129	73	0	6
"21085950300"	"SL140"	"Census Tract 9503, Grayson County, Kentucky"	"Census Tract 9503, Grayson County, Kentucky"	74111579	1941371	2929	571	1173	894	173	110	8	0
"21085950401"	"SL140"	"Census Tract 9504.01, Grayson County, Kentucky"	"Census Tract 9504.01, Grayson County, Kentucky"	54571524	315154	1450	309	709	277	48	33	0	74
"21085950402"	"SL140"	"Census Tract 9504.02, Grayson County, Kentucky"	"Census Tract 9504.02, Grayson County, Kentucky"	75192148	2242085	3953	432	1751	998	349	173	223	27
"21085950500"	"SL140"	"Census Tract 9505, Grayson County, Kentucky"	"Census Tract 9505, Grayson County, Kentucky"	147304434	2925906	1857	205	850	437	217	39	80	29
"21085950600"	"SL140"	"Census Tract 9506, Grayson County, Kentucky"	"Census Tract 9506, Grayson County, Kentucky"	324351134	3144453	2390	370	925	571	283	217	13	11
