Geo__geoid_	Geo__geo_level_	Geo_NAME	Geo_qname	Geo_AREALAND	Geo_AREAWATER	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008
"21111010901"	"SL140"	"Census Tract 109.01, Jefferson County, Kentucky"	"Census Tract 109.01, Jefferson County, Kentucky"	2676228	17943	3464	299	859	1000	1010	292	4	0
"21111010902"	"SL140"	"Census Tract 109.02, Jefferson County, Kentucky"	"Census Tract 109.02, Jefferson County, Kentucky"	1921444	2508	2823	151	600	767	810	450	23	22
"21111011003"	"SL140"	"Census Tract 110.03, Jefferson County, Kentucky"	"Census Tract 110.03, Jefferson County, Kentucky"	3197003	2594	4737	235	1234	1579	1150	504	31	4
"21111011005"	"SL140"	"Census Tract 110.05, Jefferson County, Kentucky"	"Census Tract 110.05, Jefferson County, Kentucky"	1791198	5219	2180	431	701	447	473	85	43	0
"21111011006"	"SL140"	"Census Tract 110.06, Jefferson County, Kentucky"	"Census Tract 110.06, Jefferson County, Kentucky"	3493094	39878	1901	253	557	502	454	99	36	0
"21111011007"	"SL140"	"Census Tract 110.07, Jefferson County, Kentucky"	"Census Tract 110.07, Jefferson County, Kentucky"	4691085	28836	1953	335	650	407	549	12	0	0
"21111011008"	"SL140"	"Census Tract 110.08, Jefferson County, Kentucky"	"Census Tract 110.08, Jefferson County, Kentucky"	919493	9292	2356	121	640	744	520	289	29	13
"21111011009"	"SL140"	"Census Tract 110.09, Jefferson County, Kentucky"	"Census Tract 110.09, Jefferson County, Kentucky"	1519545	1939	2607	222	667	589	621	303	52	153
"21111011109"	"SL140"	"Census Tract 111.09, Jefferson County, Kentucky"	"Census Tract 111.09, Jefferson County, Kentucky"	2417162	10964	1706	123	587	521	261	172	29	13
"21111011110"	"SL140"	"Census Tract 111.10, Jefferson County, Kentucky"	"Census Tract 111.10, Jefferson County, Kentucky"	4224790	8434	4438	127	901	1507	1274	470	70	89
"21111011111"	"SL140"	"Census Tract 111.11, Jefferson County, Kentucky"	"Census Tract 111.11, Jefferson County, Kentucky"	3708998	13462	3718	158	517	1160	1103	528	63	189
"21111011112"	"SL140"	"Census Tract 111.12, Jefferson County, Kentucky"	"Census Tract 111.12, Jefferson County, Kentucky"	2125000	7545	2711	92	854	865	469	392	21	18
"21111011113"	"SL140"	"Census Tract 111.13, Jefferson County, Kentucky"	"Census Tract 111.13, Jefferson County, Kentucky"	1591962	8962	2329	60	518	745	496	358	51	101
"21111011114"	"SL140"	"Census Tract 111.14, Jefferson County, Kentucky"	"Census Tract 111.14, Jefferson County, Kentucky"	3876621	11999	3846	227	861	1213	788	683	74	0
"21111011115"	"SL140"	"Census Tract 111.15, Jefferson County, Kentucky"	"Census Tract 111.15, Jefferson County, Kentucky"	2579050	5160	2364	247	764	591	574	155	29	4
"21111011116"	"SL140"	"Census Tract 111.16, Jefferson County, Kentucky"	"Census Tract 111.16, Jefferson County, Kentucky"	21236271	245050	2827	277	544	961	667	327	40	11
"21111011117"	"SL140"	"Census Tract 111.17, Jefferson County, Kentucky"	"Census Tract 111.17, Jefferson County, Kentucky"	1757497	1153	2300	209	510	726	684	138	18	15
"21111011118"	"SL140"	"Census Tract 111.18, Jefferson County, Kentucky"	"Census Tract 111.18, Jefferson County, Kentucky"	2593909	306	2931	81	727	1199	494	331	80	19
"21111011201"	"SL140"	"Census Tract 112.01, Jefferson County, Kentucky"	"Census Tract 112.01, Jefferson County, Kentucky"	572084	11094	1379	285	377	258	334	89	12	24
"21111011202"	"SL140"	"Census Tract 112.02, Jefferson County, Kentucky"	"Census Tract 112.02, Jefferson County, Kentucky"	1133178	2350	2501	138	929	817	549	55	13	0
"21111011301"	"SL140"	"Census Tract 113.01, Jefferson County, Kentucky"	"Census Tract 113.01, Jefferson County, Kentucky"	6924405	16924	1280	170	337	433	180	126	6	28
"21111011302"	"SL140"	"Census Tract 113.02, Jefferson County, Kentucky"	"Census Tract 113.02, Jefferson County, Kentucky"	3469030	2450	4520	846	1970	1301	318	57	0	28
"21111011403"	"SL140"	"Census Tract 114.03, Jefferson County, Kentucky"	"Census Tract 114.03, Jefferson County, Kentucky"	3076901	36543	1168	163	487	293	155	64	6	0
"21111011404"	"SL140"	"Census Tract 114.04, Jefferson County, Kentucky"	"Census Tract 114.04, Jefferson County, Kentucky"	2310382	5388	2831	417	1004	1187	158	18	0	47
"21111011405"	"SL140"	"Census Tract 114.05, Jefferson County, Kentucky"	"Census Tract 114.05, Jefferson County, Kentucky"	2465154	8590	3528	574	1234	1103	408	144	20	45
"21111011406"	"SL140"	"Census Tract 114.06, Jefferson County, Kentucky"	"Census Tract 114.06, Jefferson County, Kentucky"	4477046	10870	3743	711	1281	1172	240	339	0	0
"21111011506"	"SL140"	"Census Tract 115.06, Jefferson County, Kentucky"	"Census Tract 115.06, Jefferson County, Kentucky"	3799564	12871	3393	231	1111	1207	580	215	31	18
"21111011508"	"SL140"	"Census Tract 115.08, Jefferson County, Kentucky"	"Census Tract 115.08, Jefferson County, Kentucky"	7235976	57288	4317	327	1547	1355	796	232	0	60
"21111011509"	"SL140"	"Census Tract 115.09, Jefferson County, Kentucky"	"Census Tract 115.09, Jefferson County, Kentucky"	3469336	32121	2532	195	753	921	441	160	46	16
"21111011513"	"SL140"	"Census Tract 115.13, Jefferson County, Kentucky"	"Census Tract 115.13, Jefferson County, Kentucky"	3409566	20159	3024	178	870	986	576	341	27	46
"21111011514"	"SL140"	"Census Tract 115.14, Jefferson County, Kentucky"	"Census Tract 115.14, Jefferson County, Kentucky"	2999246	16401	2685	178	748	984	437	295	20	23
"21111011515"	"SL140"	"Census Tract 115.15, Jefferson County, Kentucky"	"Census Tract 115.15, Jefferson County, Kentucky"	3611890	7947	3335	210	846	1222	700	318	39	0
"21111011516"	"SL140"	"Census Tract 115.16, Jefferson County, Kentucky"	"Census Tract 115.16, Jefferson County, Kentucky"	2606229	11975	2900	140	696	1289	586	152	37	0
"21111011517"	"SL140"	"Census Tract 115.17, Jefferson County, Kentucky"	"Census Tract 115.17, Jefferson County, Kentucky"	5026447	49921	3485	67	732	1133	1119	356	40	38
"21111011518"	"SL140"	"Census Tract 115.18, Jefferson County, Kentucky"	"Census Tract 115.18, Jefferson County, Kentucky"	2125093	29833	1413	22	198	447	452	218	40	36
"21111011519"	"SL140"	"Census Tract 115.19, Jefferson County, Kentucky"	"Census Tract 115.19, Jefferson County, Kentucky"	6719951	79108	3966	280	1335	1011	780	410	94	56
"21111011520"	"SL140"	"Census Tract 115.20, Jefferson County, Kentucky"	"Census Tract 115.20, Jefferson County, Kentucky"	7721274	165678	3645	32	451	749	1342	984	30	57
"21111011521"	"SL140"	"Census Tract 115.21, Jefferson County, Kentucky"	"Census Tract 115.21, Jefferson County, Kentucky"	2693873	24533	2659	326	623	1004	484	204	18	0
"21111011522"	"SL140"	"Census Tract 115.22, Jefferson County, Kentucky"	"Census Tract 115.22, Jefferson County, Kentucky"	2568505	1561	1913	162	444	587	394	210	54	62
"21111011603"	"SL140"	"Census Tract 116.03, Jefferson County, Kentucky"	"Census Tract 116.03, Jefferson County, Kentucky"	35130711	528097	3842	149	881	1361	750	470	196	35
"21111011604"	"SL140"	"Census Tract 116.04, Jefferson County, Kentucky"	"Census Tract 116.04, Jefferson County, Kentucky"	74628019	1365604	1827	86	409	473	542	265	43	9
"21111011605"	"SL140"	"Census Tract 116.05, Jefferson County, Kentucky"	"Census Tract 116.05, Jefferson County, Kentucky"	14336411	224551	5817	244	1290	1639	1532	780	188	144
"21111011606"	"SL140"	"Census Tract 116.06, Jefferson County, Kentucky"	"Census Tract 116.06, Jefferson County, Kentucky"	28090421	619497	1171	11	139	375	304	259	24	59
"21111011706"	"SL140"	"Census Tract 117.06, Jefferson County, Kentucky"	"Census Tract 117.06, Jefferson County, Kentucky"	4398535	3977	3015	148	957	1185	471	194	48	12
"21111011707"	"SL140"	"Census Tract 117.07, Jefferson County, Kentucky"	"Census Tract 117.07, Jefferson County, Kentucky"	6116694	60987	4343	463	1439	951	1001	470	19	0
"21111011708"	"SL140"	"Census Tract 117.08, Jefferson County, Kentucky"	"Census Tract 117.08, Jefferson County, Kentucky"	8784417	144179	4400	327	1150	1549	733	381	193	67
"21111011709"	"SL140"	"Census Tract 117.09, Jefferson County, Kentucky"	"Census Tract 117.09, Jefferson County, Kentucky"	25118682	527821	5228	270	1215	1666	1434	528	59	56
"21111011710"	"SL140"	"Census Tract 117.10, Jefferson County, Kentucky"	"Census Tract 117.10, Jefferson County, Kentucky"	1859794	80975	2180	346	681	716	352	75	0	10
"21111011711"	"SL140"	"Census Tract 117.11, Jefferson County, Kentucky"	"Census Tract 117.11, Jefferson County, Kentucky"	5294545	27829	4684	424	1185	1580	698	720	68	9
"21111011712"	"SL140"	"Census Tract 117.12, Jefferson County, Kentucky"	"Census Tract 117.12, Jefferson County, Kentucky"	5210366	24270	3614	432	1264	899	578	296	109	36
"21111011713"	"SL140"	"Census Tract 117.13, Jefferson County, Kentucky"	"Census Tract 117.13, Jefferson County, Kentucky"	2664206	12636	1918	225	737	772	152	32	0	0
"21111011800"	"SL140"	"Census Tract 118, Jefferson County, Kentucky"	"Census Tract 118, Jefferson County, Kentucky"	4197764	27040	1461	290	454	523	124	30	40	0
"21111011901"	"SL140"	"Census Tract 119.01, Jefferson County, Kentucky"	"Census Tract 119.01, Jefferson County, Kentucky"	6497423	64891	880	227	263	342	48	0	0	0
"21111011904"	"SL140"	"Census Tract 119.04, Jefferson County, Kentucky"	"Census Tract 119.04, Jefferson County, Kentucky"	2799780	58776	1910	196	748	562	294	89	10	11
"21111011906"	"SL140"	"Census Tract 119.06, Jefferson County, Kentucky"	"Census Tract 119.06, Jefferson County, Kentucky"	3217097	36057	3306	361	1214	699	843	74	106	9
"21111011907"	"SL140"	"Census Tract 119.07, Jefferson County, Kentucky"	"Census Tract 119.07, Jefferson County, Kentucky"	3492655	2091	2967	270	1128	1012	422	135	0	0
"21111011908"	"SL140"	"Census Tract 119.08, Jefferson County, Kentucky"	"Census Tract 119.08, Jefferson County, Kentucky"	2160323	13846	2130	373	518	693	321	225	0	0
"21111011909"	"SL140"	"Census Tract 119.09, Jefferson County, Kentucky"	"Census Tract 119.09, Jefferson County, Kentucky"	3275229	33423	2544	401	906	713	447	77	0	0
"21111012001"	"SL140"	"Census Tract 120.01, Jefferson County, Kentucky"	"Census Tract 120.01, Jefferson County, Kentucky"	17805537	178062	2684	376	1446	634	126	102	0	0
"21111012003"	"SL140"	"Census Tract 120.03, Jefferson County, Kentucky"	"Census Tract 120.03, Jefferson County, Kentucky"	47207739	341069	2434	421	938	650	244	112	69	0
"21111012004"	"SL140"	"Census Tract 120.04, Jefferson County, Kentucky"	"Census Tract 120.04, Jefferson County, Kentucky"	2309048	22511	1356	299	654	348	34	9	12	0
"21111012005"	"SL140"	"Census Tract 120.05, Jefferson County, Kentucky"	"Census Tract 120.05, Jefferson County, Kentucky"	7245451	60363	2558	520	813	527	608	26	64	0
"21111012103"	"SL140"	"Census Tract 121.03, Jefferson County, Kentucky"	"Census Tract 121.03, Jefferson County, Kentucky"	7255833	1628858	2572	165	904	1164	226	65	23	25
"21111012104"	"SL140"	"Census Tract 121.04, Jefferson County, Kentucky"	"Census Tract 121.04, Jefferson County, Kentucky"	14122222	4800512	2934	423	1196	1015	215	85	0	0
"21111012105"	"SL140"	"Census Tract 121.05, Jefferson County, Kentucky"	"Census Tract 121.05, Jefferson County, Kentucky"	4348917	9850	3240	119	1031	1138	430	335	104	83
"21111012107"	"SL140"	"Census Tract 121.07, Jefferson County, Kentucky"	"Census Tract 121.07, Jefferson County, Kentucky"	9646473	205661	3694	421	1643	1144	407	38	20	21
"21111012108"	"SL140"	"Census Tract 121.08, Jefferson County, Kentucky"	"Census Tract 121.08, Jefferson County, Kentucky"	1537990	29	1141	259	457	344	49	32	0	0
"21111012109"	"SL140"	"Census Tract 121.09, Jefferson County, Kentucky"	"Census Tract 121.09, Jefferson County, Kentucky"	3989499	49257	3404	369	1339	1156	424	95	10	11
"21111012203"	"SL140"	"Census Tract 122.03, Jefferson County, Kentucky"	"Census Tract 122.03, Jefferson County, Kentucky"	11502619	134781	4217	291	1465	1265	563	377	256	0
"21111012204"	"SL140"	"Census Tract 122.04, Jefferson County, Kentucky"	"Census Tract 122.04, Jefferson County, Kentucky"	7167374	32223	3577	309	1375	1100	475	252	39	27
"21111012205"	"SL140"	"Census Tract 122.05, Jefferson County, Kentucky"	"Census Tract 122.05, Jefferson County, Kentucky"	1736222	1541	960	70	343	383	42	114	8	0
"21111012206"	"SL140"	"Census Tract 122.06, Jefferson County, Kentucky"	"Census Tract 122.06, Jefferson County, Kentucky"	2879521	860	3351	291	842	1203	640	281	58	36
"21111012301"	"SL140"	"Census Tract 123.01, Jefferson County, Kentucky"	"Census Tract 123.01, Jefferson County, Kentucky"	1869546	561	2461	254	750	873	405	146	25	8
"21111012302"	"SL140"	"Census Tract 123.02, Jefferson County, Kentucky"	"Census Tract 123.02, Jefferson County, Kentucky"	4812992	28216	3516	153	1253	1195	821	31	53	10
"21111012406"	"SL140"	"Census Tract 124.06, Jefferson County, Kentucky"	"Census Tract 124.06, Jefferson County, Kentucky"	3209833	3831	3767	508	1490	1236	312	221	0	0
"21111012407"	"SL140"	"Census Tract 124.07, Jefferson County, Kentucky"	"Census Tract 124.07, Jefferson County, Kentucky"	4517024	16344	3881	355	1363	1278	469	416	0	0
"21111012408"	"SL140"	"Census Tract 124.08, Jefferson County, Kentucky"	"Census Tract 124.08, Jefferson County, Kentucky"	1698307	1719	1786	352	714	504	160	32	21	3
"21111012409"	"SL140"	"Census Tract 124.09, Jefferson County, Kentucky"	"Census Tract 124.09, Jefferson County, Kentucky"	2623503	13805	2434	379	1056	678	302	19	0	0
"21111012410"	"SL140"	"Census Tract 124.10, Jefferson County, Kentucky"	"Census Tract 124.10, Jefferson County, Kentucky"	2111912	15456	3006	210	1113	1015	399	236	11	22
"21111012412"	"SL140"	"Census Tract 124.12, Jefferson County, Kentucky"	"Census Tract 124.12, Jefferson County, Kentucky"	2122953	14241	2080	265	665	654	224	263	9	0
"21111012413"	"SL140"	"Census Tract 124.13, Jefferson County, Kentucky"	"Census Tract 124.13, Jefferson County, Kentucky"	3097172	32044	2438	570	768	787	147	120	33	13
"21111012501"	"SL140"	"Census Tract 125.01, Jefferson County, Kentucky"	"Census Tract 125.01, Jefferson County, Kentucky"	1615293	2588	1873	222	754	656	159	75	7	0
"21111012502"	"SL140"	"Census Tract 125.02, Jefferson County, Kentucky"	"Census Tract 125.02, Jefferson County, Kentucky"	4837188	10631	2954	380	1323	1029	189	33	0	0
"21111012503"	"SL140"	"Census Tract 125.03, Jefferson County, Kentucky"	"Census Tract 125.03, Jefferson County, Kentucky"	2514189	21621	2429	394	1045	876	54	59	1	0
"21111012603"	"SL140"	"Census Tract 126.03, Jefferson County, Kentucky"	"Census Tract 126.03, Jefferson County, Kentucky"	1823508	1004	2468	186	1165	725	344	44	4	0
"21111012604"	"SL140"	"Census Tract 126.04, Jefferson County, Kentucky"	"Census Tract 126.04, Jefferson County, Kentucky"	3960262	23222	4119	815	1587	1366	273	24	54	0
"21111012605"	"SL140"	"Census Tract 126.05, Jefferson County, Kentucky"	"Census Tract 126.05, Jefferson County, Kentucky"	1981711	0	3054	581	1256	895	257	65	0	0
"21111012606"	"SL140"	"Census Tract 126.06, Jefferson County, Kentucky"	"Census Tract 126.06, Jefferson County, Kentucky"	2478588	5315	2647	206	966	1016	392	47	20	0
"21111012701"	"SL140"	"Census Tract 127.01, Jefferson County, Kentucky"	"Census Tract 127.01, Jefferson County, Kentucky"	9679588	1517543	2490	343	1247	674	167	0	59	0
"21111012702"	"SL140"	"Census Tract 127.02, Jefferson County, Kentucky"	"Census Tract 127.02, Jefferson County, Kentucky"	7124237	1779706	1381	156	788	330	48	54	0	5
"21111012703"	"SL140"	"Census Tract 127.03, Jefferson County, Kentucky"	"Census Tract 127.03, Jefferson County, Kentucky"	15232584	3757020	4219	646	1337	1306	395	451	0	84
"21111012801"	"SL140"	"Census Tract 128.01, Jefferson County, Kentucky"	"Census Tract 128.01, Jefferson County, Kentucky"	3273666	422	1994	341	720	558	217	158	0	0
"21111012802"	"SL140"	"Census Tract 128.02, Jefferson County, Kentucky"	"Census Tract 128.02, Jefferson County, Kentucky"	2616060	0	1855	348	504	792	153	58	0	0
"21111013100"	"SL140"	"Census Tract 131, Jefferson County, Kentucky"	"Census Tract 131, Jefferson County, Kentucky"	516265	0	821	7	94	118	276	229	54	43
"21111980100"	"SL140"	"Census Tract 9801, Jefferson County, Kentucky"	"Census Tract 9801, Jefferson County, Kentucky"	17621046	79976	0	0	0	0	0	0	0	0
"21113060102"	"SL140"	"Census Tract 601.02, Jessamine County, Kentucky"	"Census Tract 601.02, Jessamine County, Kentucky"	23237655	150741	5015	723	1759	1561	585	290	97	0
"21113060103"	"SL140"	"Census Tract 601.03, Jessamine County, Kentucky"	"Census Tract 601.03, Jessamine County, Kentucky"	7307158	42218	1994	141	813	507	212	296	15	10
"21113060104"	"SL140"	"Census Tract 601.04, Jessamine County, Kentucky"	"Census Tract 601.04, Jessamine County, Kentucky"	7267599	36427	3187	245	786	815	941	258	34	108
"21113060200"	"SL140"	"Census Tract 602, Jessamine County, Kentucky"	"Census Tract 602, Jessamine County, Kentucky"	79516838	881272	4579	413	1352	1059	1182	416	60	97
"21113060300"	"SL140"	"Census Tract 603, Jessamine County, Kentucky"	"Census Tract 603, Jessamine County, Kentucky"	122517475	2369461	1830	251	522	555	278	198	18	8
"21113060401"	"SL140"	"Census Tract 604.01, Jessamine County, Kentucky"	"Census Tract 604.01, Jessamine County, Kentucky"	18542281	210588	2475	195	748	684	484	303	27	34
"21113060402"	"SL140"	"Census Tract 604.02, Jessamine County, Kentucky"	"Census Tract 604.02, Jessamine County, Kentucky"	53032218	1560833	2513	116	459	554	703	418	86	177
"21113060502"	"SL140"	"Census Tract 605.02, Jessamine County, Kentucky"	"Census Tract 605.02, Jessamine County, Kentucky"	12104706	48288	4599	410	1905	1290	516	378	46	54
"21113060503"	"SL140"	"Census Tract 605.03, Jessamine County, Kentucky"	"Census Tract 605.03, Jessamine County, Kentucky"	3224116	3145	3370	671	1202	988	310	187	0	12
"21113060504"	"SL140"	"Census Tract 605.04, Jessamine County, Kentucky"	"Census Tract 605.04, Jessamine County, Kentucky"	8366396	48936	2003	177	662	605	461	64	0	34
"21113060600"	"SL140"	"Census Tract 606, Jessamine County, Kentucky"	"Census Tract 606, Jessamine County, Kentucky"	110653281	767014	5107	187	783	1237	1312	759	461	368
"21115960100"	"SL140"	"Census Tract 9601, Johnson County, Kentucky"	"Census Tract 9601, Johnson County, Kentucky"	114979078	243284	2073	412	540	645	280	196	0	0
"21115960200"	"SL140"	"Census Tract 9602, Johnson County, Kentucky"	"Census Tract 9602, Johnson County, Kentucky"	175225942	2136795	1970	491	763	484	205	27	0	0
"21115960300"	"SL140"	"Census Tract 9603, Johnson County, Kentucky"	"Census Tract 9603, Johnson County, Kentucky"	137163971	730300	2051	368	843	677	118	34	11	0
"21115960401"	"SL140"	"Census Tract 9604.01, Johnson County, Kentucky"	"Census Tract 9604.01, Johnson County, Kentucky"	29096791	237838	2482	388	1188	548	223	124	0	11
"21115960402"	"SL140"	"Census Tract 9604.02, Johnson County, Kentucky"	"Census Tract 9604.02, Johnson County, Kentucky"	44812764	857990	2083	333	997	424	126	186	17	0
"21115960500"	"SL140"	"Census Tract 9605, Johnson County, Kentucky"	"Census Tract 9605, Johnson County, Kentucky"	91532021	715047	2156	311	936	534	113	148	92	22
"21115960600"	"SL140"	"Census Tract 9606, Johnson County, Kentucky"	"Census Tract 9606, Johnson County, Kentucky"	85678014	698314	2921	426	810	982	430	178	53	42
"21117060300"	"SL140"	"Census Tract 603, Kenton County, Kentucky"	"Census Tract 603, Kenton County, Kentucky"	480179	0	1224	65	135	280	495	185	58	6
"21117060700"	"SL140"	"Census Tract 607, Kenton County, Kentucky"	"Census Tract 607, Kenton County, Kentucky"	479676	0	1231	89	229	287	413	188	18	7
"21117060900"	"SL140"	"Census Tract 609, Kenton County, Kentucky"	"Census Tract 609, Kenton County, Kentucky"	504235	0	1518	364	388	459	178	106	0	23
"21117061000"	"SL140"	"Census Tract 610, Kenton County, Kentucky"	"Census Tract 610, Kenton County, Kentucky"	636010	47646	1432	230	489	355	260	87	3	8
"21117061100"	"SL140"	"Census Tract 611, Kenton County, Kentucky"	"Census Tract 611, Kenton County, Kentucky"	870066	76211	1125	34	351	375	217	115	11	22
"21117061200"	"SL140"	"Census Tract 612, Kenton County, Kentucky"	"Census Tract 612, Kenton County, Kentucky"	1482858	148252	1898	229	923	461	219	59	7	0
"21117061300"	"SL140"	"Census Tract 613, Kenton County, Kentucky"	"Census Tract 613, Kenton County, Kentucky"	1933649	10666	1741	210	623	485	339	66	18	0
"21117061400"	"SL140"	"Census Tract 614, Kenton County, Kentucky"	"Census Tract 614, Kenton County, Kentucky"	1676997	4830	2504	187	1127	586	404	147	15	38
"21117061600"	"SL140"	"Census Tract 616, Kenton County, Kentucky"	"Census Tract 616, Kenton County, Kentucky"	982283	4131	1011	182	275	231	196	67	60	0
"21117063604"	"SL140"	"Census Tract 636.04, Kenton County, Kentucky"	"Census Tract 636.04, Kenton County, Kentucky"	12912898	244539	4452	211	1404	1766	827	199	0	45
"21117063606"	"SL140"	"Census Tract 636.06, Kenton County, Kentucky"	"Census Tract 636.06, Kenton County, Kentucky"	10018813	136825	3241	62	1189	816	882	221	71	0
"21117063607"	"SL140"	"Census Tract 636.07, Kenton County, Kentucky"	"Census Tract 636.07, Kenton County, Kentucky"	4167097	40742	1944	228	538	521	574	54	29	0
"21117063608"	"SL140"	"Census Tract 636.08, Kenton County, Kentucky"	"Census Tract 636.08, Kenton County, Kentucky"	8003782	194339	5690	493	1476	1568	1205	752	128	68
"21117063609"	"SL140"	"Census Tract 636.09, Kenton County, Kentucky"	"Census Tract 636.09, Kenton County, Kentucky"	28634528	315520	4492	184	1022	1077	1513	648	35	13
"21117063610"	"SL140"	"Census Tract 636.10, Kenton County, Kentucky"	"Census Tract 636.10, Kenton County, Kentucky"	9948153	171292	4028	151	1015	1396	1148	275	23	20
"21117063701"	"SL140"	"Census Tract 637.01, Kenton County, Kentucky"	"Census Tract 637.01, Kenton County, Kentucky"	79056746	776366	2587	116	893	759	525	249	29	16
"21117063702"	"SL140"	"Census Tract 637.02, Kenton County, Kentucky"	"Census Tract 637.02, Kenton County, Kentucky"	102376912	1688305	3039	345	1129	887	518	110	35	15
"21117063800"	"SL140"	"Census Tract 638, Kenton County, Kentucky"	"Census Tract 638, Kenton County, Kentucky"	3389166	585041	2546	127	497	541	999	160	185	37
"21117064001"	"SL140"	"Census Tract 640.01, Kenton County, Kentucky"	"Census Tract 640.01, Kenton County, Kentucky"	3888758	80314	2479	72	475	550	545	543	246	48
"21117064002"	"SL140"	"Census Tract 640.02, Kenton County, Kentucky"	"Census Tract 640.02, Kenton County, Kentucky"	3670749	94791	2388	117	709	576	427	389	151	19
"21117064300"	"SL140"	"Census Tract 643, Kenton County, Kentucky"	"Census Tract 643, Kenton County, Kentucky"	1675354	11000	2396	117	742	686	715	120	16	0
"21117064400"	"SL140"	"Census Tract 644, Kenton County, Kentucky"	"Census Tract 644, Kenton County, Kentucky"	3118752	31129	2414	169	859	912	269	139	41	25
"21117064500"	"SL140"	"Census Tract 645, Kenton County, Kentucky"	"Census Tract 645, Kenton County, Kentucky"	4278089	55037	2380	129	538	515	890	216	80	12
"21117064600"	"SL140"	"Census Tract 646, Kenton County, Kentucky"	"Census Tract 646, Kenton County, Kentucky"	3954796	66287	3534	94	704	1234	870	406	180	46
"21117064700"	"SL140"	"Census Tract 647, Kenton County, Kentucky"	"Census Tract 647, Kenton County, Kentucky"	5876977	33970	3294	62	582	892	1094	381	151	132
"21117064800"	"SL140"	"Census Tract 648, Kenton County, Kentucky"	"Census Tract 648, Kenton County, Kentucky"	4738028	17034	2860	206	408	743	751	443	187	122
"21117064900"	"SL140"	"Census Tract 649, Kenton County, Kentucky"	"Census Tract 649, Kenton County, Kentucky"	2347531	4186	2187	56	335	363	820	479	93	41
"21117065000"	"SL140"	"Census Tract 650, Kenton County, Kentucky"	"Census Tract 650, Kenton County, Kentucky"	1306586	0	2151	331	841	443	393	131	0	12
"21117065100"	"SL140"	"Census Tract 651, Kenton County, Kentucky"	"Census Tract 651, Kenton County, Kentucky"	2150858	2104	1957	506	501	532	331	54	33	0
"21117065200"	"SL140"	"Census Tract 652, Kenton County, Kentucky"	"Census Tract 652, Kenton County, Kentucky"	4070224	15036	2812	173	602	812	804	360	32	29
"21117065300"	"SL140"	"Census Tract 653, Kenton County, Kentucky"	"Census Tract 653, Kenton County, Kentucky"	24720266	215534	7183	651	1864	2079	1694	601	99	195
"21117065400"	"SL140"	"Census Tract 654, Kenton County, Kentucky"	"Census Tract 654, Kenton County, Kentucky"	4828595	46734	738	39	121	329	187	22	37	3
"21117065501"	"SL140"	"Census Tract 655.01, Kenton County, Kentucky"	"Census Tract 655.01, Kenton County, Kentucky"	3289570	26961	2955	110	576	734	888	494	106	47
"21117065502"	"SL140"	"Census Tract 655.02, Kenton County, Kentucky"	"Census Tract 655.02, Kenton County, Kentucky"	7061680	104119	3099	129	671	737	975	401	134	52
"21117065600"	"SL140"	"Census Tract 656, Kenton County, Kentucky"	"Census Tract 656, Kenton County, Kentucky"	3223655	13680	3976	268	1750	1069	729	156	4	0
"21117065700"	"SL140"	"Census Tract 657, Kenton County, Kentucky"	"Census Tract 657, Kenton County, Kentucky"	1210005	2151	1275	117	477	421	187	73	0	0
"21117065800"	"SL140"	"Census Tract 658, Kenton County, Kentucky"	"Census Tract 658, Kenton County, Kentucky"	10264565	139684	2250	156	634	779	430	182	59	10
"21117065900"	"SL140"	"Census Tract 659, Kenton County, Kentucky"	"Census Tract 659, Kenton County, Kentucky"	25901117	1053759	1090	87	506	202	189	85	8	13
"21117066801"	"SL140"	"Census Tract 668.01, Kenton County, Kentucky"	"Census Tract 668.01, Kenton County, Kentucky"	5283989	29472	2795	77	1035	789	646	207	9	32
"21117066802"	"SL140"	"Census Tract 668.02, Kenton County, Kentucky"	"Census Tract 668.02, Kenton County, Kentucky"	3898142	21657	3212	68	546	990	889	490	160	69
"21117066900"	"SL140"	"Census Tract 669, Kenton County, Kentucky"	"Census Tract 669, Kenton County, Kentucky"	5083716	2961342	2618	150	1096	778	420	111	44	19
"21117067000"	"SL140"	"Census Tract 670, Kenton County, Kentucky"	"Census Tract 670, Kenton County, Kentucky"	1329886	579550	3135	259	505	535	994	656	69	117
"21117067100"	"SL140"	"Census Tract 671, Kenton County, Kentucky"	"Census Tract 671, Kenton County, Kentucky"	657650	35131	1411	347	559	342	128	5	0	30
"21117067200"	"SL140"	"Census Tract 672, Kenton County, Kentucky"	"Census Tract 672, Kenton County, Kentucky"	9983862	103141	5242	294	1342	1682	1354	553	17	0
"21119960100"	"SL140"	"Census Tract 9601, Knott County, Kentucky"	"Census Tract 9601, Knott County, Kentucky"	227133880	190291	1384	520	422	254	93	78	17	0
"21119960200"	"SL140"	"Census Tract 9602, Knott County, Kentucky"	"Census Tract 9602, Knott County, Kentucky"	220564575	952480	1827	388	593	591	114	135	6	0
"21119960300"	"SL140"	"Census Tract 9603, Knott County, Kentucky"	"Census Tract 9603, Knott County, Kentucky"	109755564	65028	2299	626	641	610	219	100	43	60
"21119960400"	"SL140"	"Census Tract 9604, Knott County, Kentucky"	"Census Tract 9604, Knott County, Kentucky"	137135823	114472	1614	402	481	511	135	85	0	0
