bgp1990gj,tr2010gj,tr2010ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G21006709122446000003403069999999428011,G2100670003912,21067003912,0.0007887213,0,0,0,0,0.0000136513,0,0
G21006709122446000003403069999999428012,G2100670003406,21067003406,0.8200120384,0.9534368071,0.946983185,0.9500727096,0.9465706707,0.9462093863,0.9609297725,0.8995137763
G21006709122446000003403069999999428012,G2100670003407,21067003407,0.1799879616,0.0465631929,0.053016815,0.0499272904,0.0534293293,0.0537906137,0.0390702275,0.1004862237
G21006709122446000003403069999999999921,G2100670003407,21067003407,1,1,1,1,1,1,1,1
G21006709122446000003403069999999999922,G2100670003406,21067003406,0.1140915578,0.0476190476,0.0714285714,0.0909090909,0.0833333333,0.0833333333,0.1111111111,0
G21006709122446000003403069999999999922,G2100670003407,21067003407,0.8859084422,0.9523809524,0.9285714286,0.9090909091,0.9166666667,0.9166666667,0.8888888889,1
G21006709122446000003404069999999428011,G2100670003404,21067003404,1,1,1,1,1,1,1,1
G21006709122446000003404069999999428012,G2100670003404,21067003404,1,1,1,1,1,1,1,1
G21006709122446000003404069999999428014,G2100670003404,21067003404,1,1,1,1,1,1,1,1
G21006709122446000003405069999999428011,G2100670003405,21067003405,1,1,1,1,1,1,1,1
G21006709122446000003405069999999428013,G2100670003405,21067003405,1,1,1,1,1,1,1,1
G21006709122446000003405069999999428014,G2100670003405,21067003405,1,1,1,1,1,1,1,1
G21006709122446000003501069999999428011,G2100670003501,21067003501,1,1,1,1,1,1,1,1
G21006709122446000003502069999999428011,G2100670003501,21067003501,0.0951975055,0.1058057515,0.0978379559,0.1271450858,0.1022649279,0.0947586615,0.17053206,0.0793214122
G21006709122446000003502069999999428011,G2100670003503,21067003503,0.3529125964,0.4985348813,0.5375559085,0.436728116,0.5530668242,0.5823440438,0.3874037859,0.6087435812
G21006709122446000003502069999999428011,G2100670003504,21067003504,0.5518898981,0.3956593672,0.3646061357,0.4361267982,0.3446682479,0.3228972947,0.4420641541,0.3119350066
G210067091224460000036069999999428011,G2100670003600,21067003600,1,1,1,1,1,1,1,1
G210067091224460000036069999999428012,G2100670003600,21067003600,1,1,1,1,1,1,1,1
G210067091224460000036069999999428013,G2100670003600,21067003600,1,1,1,1,1,1,1,1
G210067091224460000037069999999428012,G2100670003701,21067003701,0.6661660283,0.8805258617,0.8973306795,0.6324453697,0.5947557569,0.5889285932,0.6255023698,0.4989407306
G210067091224460000037069999999428012,G2100670003702,21067003702,0.0064571252,0.0314238953,0.0271966527,0.1038062284,0.1073446328,0.1041666667,0.1156716418,0.0813953488
G210067091224460000037069999999428012,G2100670003703,21067003703,0.1251561724,0.0492330687,0.0421352561,0.1570477917,0.1684255028,0.1573562049,0.1822629083,0.1253042857
G210067091224460000037069999999428012,G2100670003704,21067003704,0.2022206741,0.0388171744,0.0333374117,0.1067006102,0.1294741075,0.1495485353,0.0765630801,0.2943596348
G210067091224460000037069999999428013,G2100670003702,21067003702,0.2860655474,0.9433962264,0.9565217391,0.4545454545,0.3333333333,0.3125,0,0.4545454545
G210067091224460000037069999999428013,G2100670003704,21067003704,0.7139344526,0.0566037736,0.0434782609,0.5454545455,0.6666666667,0.6875,1,0.5454545455
G210067091224460000037069999999999921,G2100670003701,21067003701,1,1,1,1,1,1,1,1
G210067091224460000037069999999999922,G2100670003701,21067003701,0.9560676766,0.8441057303,0.8385896243,0.8479573091,0.8318069854,0.8367077465,0.758028169,0.891789763
G210067091224460000037069999999999922,G2100670003702,21067003702,0.0290069489,0.1353463245,0.1409092367,0.1334091506,0.1502557949,0.1476672535,0.231971831,0.0838199931
G210067091224460000037069999999999922,G2100670003704,21067003704,0.0149253745,0.0205479452,0.020501139,0.0186335404,0.0179372197,0.015625,0.01,0.0243902439
G210067091224460000037069999999999923,G2100670003702,21067003702,1,1,1,1,1,1,1,1
G21006709122446000003801069999999428011,G2100670003803,21067003803,0.2162929288,0.0690178732,0.0747305656,0.0709309248,0.0715880668,0.0717603715,0.0982536593,0.0517411803
G21006709122446000003801069999999428011,G2100670003804,21067003804,0.7837070712,0.9309821268,0.9252694344,0.9290690752,0.9284119332,0.9282396285,0.9017463407,0.9482588197
G21006709122446000003801069999999428012,G2100670003803,21067003803,1,1,1,1,1,1,1,1
G21006709122446000003801069999999428019,G2100670003803,21067003803,1,1,1,1,1,1,1,1
G21006709122446000003802069999999428015,G2100670003802,21067003802,1,1,1,1,1,1,1,1
G21006709122446000003802069999999999921,G2100670003802,21067003802,0.9999241273,0.9999878008,0.9999900373,0.9999889398,0.9999886528,0.9999888635,0.9999890523,0.9999879493
G21006709122446000003802069999999999921,G2102090040301,21209040301,0.0000758727,0.0000121992,0.0000099627,0.0000110602,0.0000113472,0.0000111365,0.0000109477,0.0000120507
G21006709122446000003802069999999999922,G2100670003802,21067003802,1,1,1,1,1,1,1,1
G21006709122446000003802069999999999923,G2100670003802,21067003802,1,1,1,1,1,1,1,1
G21006709122446000003802069999999999924,G2100670003802,21067003802,1,1,1,1,1,1,1,1
G21006709122446000003802069999999999925,G2100670003802,21067003802,1,1,1,1,1,1,1,1
G21006709122446000003901069999999428011,G2100670003909,21067003909,0.3907285665,0.0126338918,0.012513802,0.0124716553,0.0105411103,0.0095011876,0.0243445693,0.0022497188
G21006709122446000003901069999999428011,G2100670003910,21067003910,0.3093874541,0.5712125882,0.5855510345,0.5233412078,0.6007658497,0.6436981166,0.3624344827,0.7439255235
G21006709122446000003901069999999428011,G2100670003911,21067003911,0.2998839793,0.4161535201,0.4019351635,0.4641871369,0.3886930399,0.3468006957,0.613220948,0.2538247577
G21006709122446000003901069999999428012,G2100670003908,21067003908,0.1015968093,0.0266222372,0.0213409541,0.0385693189,0.0150553342,0.0145534897,0.1039534977,0.0037703341
G21006709122446000003901069999999428012,G2100670003909,21067003909,0.1620242244,0.074147981,0.0666418785,0.1133741439,0.0562090337,0.0578274627,0.1919648696,0.0389757799
G21006709122446000003901069999999428012,G2100670003910,21067003910,0.0915052607,0.1308884547,0.1327497378,0.1234398726,0.1351832137,0.1350206879,0.102483435,0.1393342219
G21006709122446000003901069999999428012,G2100670003911,21067003911,0.6448737055,0.768341327,0.7792674296,0.7246166645,0.7935524185,0.7925983597,0.6015981976,0.8179196641
G21006709122446000003903069999999428014,G2100670003906,21067003906,0.0237368438,0.0000459397,0.0000525604,0.0000553932,0.0000453858,0.000045618,0.0000324688,0.0000940006
G21006709122446000003903069999999428014,G2100670003908,21067003908,0.715455924,0.0944721531,0.1084208104,0.1087636283,0.0973861776,0.0974405032,0.0653825492,0.2178361972
G21006709122446000003903069999999428014,G2100670003909,21067003909,0.2608072322,0.9054819073,0.8915266292,0.8911809785,0.9025684366,0.9025138788,0.934584982,0.7820698022
G21006709122446000003903069999999428016,G2100670003906,21067003906,0.0525270752,0.013306955,0.0123886905,0.0210526316,0.0085210487,0.0085454465,0.0681818182,0.0000530685
G21006709122446000003903069999999428016,G2100670003908,21067003908,0.0049859066,0.0007549843,0.000918612,0,0.0013649433,0.0011742161,0,0.0015586772
G21006709122446000003903069999999428016,G2100670003909,21067003909,0.0112630617,0.0197179661,0.0192300925,0.0197827421,0.0196531611,0.0199647711,0.0219979769,0.0193203486
G21006709122446000003903069999999428016,G2100670003912,21067003912,0.9311930526,0.9661875442,0.9674308602,0.9591319681,0.9704284042,0.9702826089,0.9097838896,0.9790360127
G21006709122446000003903069999999428016,G2100670003913,21067003913,0.000030904,0.0000325504,0.0000317448,0.0000326583,0.0000324427,0.0000329573,0.0000363153,0.000031893
G21006709122446000003903069999999999926,G2100670003906,21067003906,0.5442355959,0.6093225331,0.5761838676,0.5991351251,0.5900354799,0.5377223292,0.5545945835,0.749519514
G21006709122446000003903069999999999926,G2100670003908,21067003908,0.0088132534,0.0008463101,0.0007386434,0.0008642128,0.0008729422,0.0007386434,0.0009602365,0.0004801182
G21006709122446000003903069999999999926,G2100670003909,21067003909,0.0014707114,0.0000006483,0.0000005659,0.000000662,0.0000006687,0.0000005659,0.0000007356,0.0000003678
G21006709122446000003903069999999999926,G2100670003912,21067003912,0.0016994159,0.0012095677,0.0013127248,0.0012411216,0.0012693289,0.0014320634,0.001379024,0.000775701
G21006709122446000003903069999999999926,G2100670003913,21067003913,0.4437810233,0.3886209408,0.4217641983,0.3987588784,0.4078215801,0.4601063981,0.4430654204,0.249224299
G21006709122446000003904069999999428012,G2100670003918,21067003918,1,1,1,1,1,1,1,1
G21006709122446000003904069999999428014,G2100670003917,21067003917,1,1,1,1,1,1,1,1
G21006709122446000003904069999999428015,G2100670003918,21067003918,1,1,1,1,1,1,1,1
G21006709122446000003904069999999428016,G2100670003906,21067003906,0.0038017534,0,0,0,0,0,0,0
G21006709122446000003904069999999428016,G2100670003914,21067003914,0.0899412848,0.0112948264,0.0089533996,0.0101740144,0.0096625798,0.0089533996,0.0041085721,0.0842449683
G21006709122446000003904069999999428016,G2100670003915,21067003915,0.0766192446,0.0444543025,0.041505316,0.0450746044,0.0447928658,0.041505316,0.0331254704,0.2014693174
G21006709122446000003904069999999428016,G2100670003916,21067003916,0.4715114595,0.8275261324,0.8119266055,0.817679558,0.8168316832,0.8256880734,0.8404255319,0.5
G21006709122446000003904069999999428016,G2100670003917,21067003917,0.3481451274,0.1167247387,0.1376146789,0.1270718232,0.1287128713,0.123853211,0.1223404255,0.2142857143
G21006709122446000003904069999999428016,G2100670003918,21067003918,0.0099811302,0,0,0,0,0,0,0
G21006709122446000003904069999999999921,G2100670003918,21067003918,1,1,1,1,1,1,1,1
G21006709122446000003904069999999999922,G2100670003918,21067003918,1,1,1,1,1,1,1,1
G21006709122446000003904069999999999923,G2100670003918,21067003918,1,1,1,1,1,1,1,1
G21006709122446000003904069999999999924,G2100670003917,21067003917,0.7605528443,0.9166666667,0.9545454545,0.9230769231,0.96,0.962962963,1,0.9333333333
G21006709122446000003904069999999999924,G2100670003918,21067003918,0.2394471557,0.0833333333,0.0454545455,0.0769230769,0.04,0.037037037,0,0.0666666667
G21006709122446000003904069999999999925,G2100670003918,21067003918,1,1,1,1,1,1,1,1
G21006709122446000003904069999999999926,G2100670003913,21067003913,0.3702002061,0.5264298019,0.532685835,0.5285292229,0.5404509347,0.5254384087,0.6417854849,0.3377818342
G21006709122446000003904069999999999926,G2100670003914,21067003914,0.0597601327,0.0796584773,0.0849232617,0.0931301315,0.0837678432,0.0860016523,0.1005214118,0.0502607059
G21006709122446000003904069999999999926,G2100670003915,21067003915,0.1607021524,0.0721938565,0.0769652895,0.0844031116,0.0759181427,0.0779426265,0.0911017713,0.0455508856
G21006709122446000003904069999999999926,G2100670003916,21067003916,0.0048247655,0.0745627606,0.0794907591,0.0871726392,0.0784092522,0.0805001656,0.0940911026,0.0470455513
G21006709122446000003904069999999999926,G2100670003917,21067003917,0.0284444353,0,0,0,0,0,0,0
G21006709122446000003904069999999999926,G2100670003918,21067003918,0.376068308,0.2471551037,0.2259348546,0.2067648948,0.2214538272,0.2301171469,0.0725002294,0.519361023
G21006709122446000004001069999999428011,G2100670004001,21067004001,1,1,1,1,1,1,1,1
G21006709122446000004001069999999428012,G2100670004001,21067004001,1,1,1,1,1,1,1,1
G21006709122446000004002069999999428011,G2100670004003,21067004003,0.2258555515,0.6171992638,0.6380530609,0.5978536516,0.6509599238,0.6606886117,0.5607862934,0.7254953345
G21006709122446000004002069999999428011,G2100670004005,21067004005,0.3666127925,0.2554676001,0.2302294426,0.2776291808,0.2153674821,0.2033920313,0.3225119342,0.1268043876
G21006709122446000004002069999999428011,G2100670004006,21067004006,0.3660821102,0.1224387517,0.1268631276,0.1182080194,0.1299734573,0.1321720336,0.1098897833,0.1465741518
G21006709122446000004002069999999428011,G2100670004007,21067004007,0.0414495458,0.0048943843,0.0048543689,0.0063091483,0.0036991369,0.0037473233,0.0068119891,0.0011261261
G21006709122446000004002069999999999921,G2100670003407,21067003407,0.0000987392,0.0000813003,0.0000772584,0.0000708202,0.0000546084,0.0000498076,0,0.0001259026
G21006709122446000004002069999999999921,G2100670004007,21067004007,0.9999012608,0.9999186997,0.9999227416,0.9999291798,0.9999453916,0.9999501924,1,0.9998740974
G21006709122446000004002069999999999922,G2100670004007,21067004007,1,1,1,1,1,1,1,1
G21006709122446000004101069999999428011,G2100670004103,21067004103,0.2853112907,0.1800382477,0.1883885711,0.1883644547,0.193179593,0.1919707559,0.2075860612,0.1801762738
G21006709122446000004101069999999428011,G2100670004104,21067004104,0.7146887093,0.8199617523,0.8116114289,0.8116355453,0.806820407,0.8080292441,0.7924139388,0.8198237262
G21006709122446000004102069999999428011,G2100670004104,21067004104,0.0057621114,0.001248171,0.0013341555,0.001219016,0.0014619971,0.0014835956,0.0007229167,0.0042619749
G21006709122446000004102069999999428011,G2100670004105,21067004105,0.2971462816,0.2716253107,0.2927475679,0.26877875,0.3125885834,0.3164856707,0.203762803,0.7248708671
G21006709122446000004102069999999428011,G2100670004106,21067004106,0.3272304104,0.2906507134,0.2926077939,0.2857859438,0.2763108653,0.2752978418,0.3067543094,0.1609770482
G21006709122446000004102069999999428011,G2100670004107,21067004107,0.3698611967,0.4364758049,0.4133104827,0.4442162902,0.4096385542,0.4067328918,0.488759971,0.1098901099
G21006709122446000004202069999999428011,G2100670004207,21067004207,0.5164022787,0.2247176481,0.2198494859,0.2299406397,0.2105714986,0.224578992,0.2480327311,0.0591409082
G21006709122446000004202069999999428011,G2100670004208,21067004208,0.4835977213,0.7752823519,0.7801505141,0.7700593603,0.7894285014,0.775421008,0.7519672689,0.9408590918
G21006709122446000004202069999999428012,G2100670004207,21067004207,0.7075718668,0.4759350417,0.4927515037,0.4705141464,0.5118476008,0.5228691252,0.4429631446,0.7554033566
G21006709122446000004202069999999428012,G2100670004208,21067004208,0.2924281332,0.5240649583,0.5072484963,0.5294858536,0.4881523992,0.4771308748,0.5570368554,0.2445966434
G21006709122446000004202069999999999922,G2100670004207,21067004207,0.9999928233,0.9999999146,0.9999999025,0.9999998863,0.999999907,0.9999998999,0.9999998652,0.9999999773
G21006709122446000004202069999999999922,G2101130060600,21113060600,0.0000071767,0.0000000854,0.0000000975,0.0000001137,0.000000093,0.0000001001,0.0000001348,0.0000000227
G21006709122446000004203069999999428012,G2100670004205,21067004205,0.3839219658,0.4106827043,0.4015598533,0.4045028834,0.3782582078,0.3896491454,0.3931290141,0.1959291912
G21006709122446000004203069999999428012,G2100670004209,21067004209,0.2277621389,0.5711764791,0.5784385833,0.5769564361,0.6024064632,0.5847256223,0.589354111,0.7624396514
G21006709122446000004203069999999428012,G2100670004210,21067004210,0.3882913869,0.0181308703,0.0199918859,0.0185310104,0.0193260537,0.0256155567,0.0175071638,0.041627226
G21006709122446000004203069999999428012,G2101130060600,21113060600,0.0000245084,0.0000099463,0.0000096774,0.0000096701,0.0000092752,0.0000096756,0.0000097111,0.0000039314
G21006709122446000004203069999999428013,G2100670004205,21067004205,1,1,1,1,1,1,1,1
G21006709122446000004204069999999428011,G2100670004204,21067004204,1,1,1,1,1,1,1,1
G21006709122446000004204069999999428012,G2100670004204,21067004204,1,1,1,1,1,1,1,1
G210069091184257869803079999999999921,G2100690920300,21069920300,1,1,1,1,1,1,1,1
G210069091184999999803079999999999921,G2100690920300,21069920300,1,1,1,1,1,1,1,1
G210069091184999999803079999999999922,G2100690920300,21069920300,1,1,1,1,1,1,1,1
G210069091264278569801079999999999911,G2100690920100,21069920100,1,1,1,1,1,1,1,1
G210069091264278569801079999999999912,G2100690920100,21069920100,1,1,1,1,1,1,1,1
G210069091264278569801079999999999913,G2100690920100,21069920100,1,1,1,1,1,1,1,1
G210069091264278569802079999999999911,G2100690920200,21069920200,1,1,1,1,1,1,1,1
G210069091264278569802079999999999912,G2100690920200,21069920200,1,1,1,1,1,1,1,1
G210069091264278569802079999999999913,G2100690920200,21069920200,1,1,1,1,1,1,1,1
G210069091264999999801079999999999921,G2100690920100,21069920100,1,1,1,1,1,1,1,1
G210069091264999999801079999999999922,G2100690920100,21069920100,1,1,1,1,1,1,1,1
G210069091264999999801079999999999923,G2100690920100,21069920100,1,1,1,1,1,1,1,1
G210069091264999999802079999999999921,G2100690920200,21069920200,0.9978065128,0.9967572374,0.9957792366,0.9959017582,0.9951369815,0.9938818892,0.996002744,0.9912761484
G210069091264999999802079999999999921,G2101610960100,21161960100,0.0021934872,0.0032427626,0.0042207634,0.0040982418,0.0048630185,0.0061181108,0.003997256,0.0087238516
G210069091264999999802079999999999922,G2100690920200,21069920200,1,1,1,1,1,1,1,1
G210069091264999999802079999999999923,G2100690920200,21069920200,1,1,1,1,1,1,1,1
G210069091728999999804079999999999921,G2100690920400,21069920400,0.9999931377,0.9999340063,0.9999210767,0.9999246887,0.9999281612,0.9999297135,0.9999099164,1
G210069091728999999804079999999999921,G2101350930400,21135930400,0.0000068623,0.0000659937,0.0000789233,0.0000753113,0.0000718388,0.0000702865,0.0000900836,0
G210069091728999999804079999999999922,G2100690920400,21069920400,1,1,1,1,1,1,1,1
G210069091728999999804079999999999923,G2100690920400,21069920400,1,1,1,1,1,1,1,1
G210069091728999999804079999999999924,G2100690920400,21069920400,1,1,1,1,1,1,1,1
G210071090048009469806079999999999921,G2100710920800,21071920800,1,1,1,1,1,1,1,1
G210071090048502869806079999999999922,G2100710920800,21071920800,1,1,1,1,1,1,1,1
G210071090048502869806079999999999924,G2100710920800,21071920800,1,1,1,1,1,1,1,1
G210071090048502869806079999999999926,G2100710920800,21071920800,1,1,1,1,1,1,1,1
G210071090048999999806079999999999921,G2100710920300,21071920300,0.0027841117,0.0027560257,0.0027401165,0.0029909723,0.0027785294,0.0027465601,0.0029156847,0.0021669289
G210071090048999999806079999999999921,G2100710920800,21071920800,0.9972158883,0.9972439743,0.9972598835,0.9970090277,0.9972214706,0.9972534399,0.9970843153,0.9978330711
G210071090048999999806079999999999922,G2100710920800,21071920800,1,1,1,1,1,1,1,1
G210071090048999999806079999999999923,G2100710920400,21071920400,0.0108778634,0,0,0,0,0,0,0
G210071090048999999806079999999999923,G2100710920600,21071920600,0.00248272,0.0011625589,0.0012321185,0.0012189087,0.0012176898,0.001218523,0.0011456199,0.0014888099
G210071090048999999806079999999999923,G2100710920700,21071920700,0.0000072638,0.0000000533,0.0000000565,0.0000000559,0.0000000559,0.0000000559,0.0000000525,0.0000000683
G210071090048999999806079999999999923,G2100710920800,21071920800,0.9866321529,0.9988373878,0.9987678249,0.9987810354,0.9987822544,0.9987814211,0.9988543276,0.9985111218
G210071090048999999806079999999999924,G2100710920700,21071920700,0.0170580452,0,0,0,0,0,0,0
G210071090048999999806079999999999924,G2100710920800,21071920800,0.9829419548,1,1,1,1,1,1,1
G210071090048999999806079999999999925,G2100710920800,21071920800,1,1,1,1,1,1,1,1
G210071090048999999806079999999999926,G2100710920800,21071920800,0.9969764016,0.9950686867,0.9957606009,0.9962546816,0.995247914,0.9920471293,0.9908716992,1
G210071090048999999806079999999999926,G2100710920900,21071920900,0.0030235984,0.0049313133,0.0042393991,0.0037453184,0.004752086,0.0079528707,0.0091283008,0
G210071092136999999809079999999999921,G2100710920600,21071920600,1,1,1,1,1,1,1,1
G210071092136999999809079999999999922,G2100710920600,21071920600,0.9963839371,0.9924152311,0.9928839471,0.9918252864,0.992417319,0.9926953045,0.9951030314,0.9817480508
G210071092136999999809079999999999922,G2100710920700,21071920700,0.0018631367,0.0073385867,0.0068732786,0.007929588,0.00731637,0.0070603992,0.0046064254,0.0180819033
G210071092136999999809079999999999922,G2100710920800,21071920800,0.0017529262,0.0002461822,0.0002427743,0.0002451255,0.000266311,0.0002442963,0.0002905433,0.0001700459
G210071092136999999809079999999999923,G2100710920600,21071920600,1,1,1,1,1,1,1,1
G210071092136999999809079999999999924,G2100710920600,21071920600,1,1,1,1,1,1,1,1
G210071092232999999807079999999999921,G2100710920300,21071920300,1,1,1,1,1,1,1,1
G210071092232999999807079999999999922,G2100710920300,21071920300,1,1,1,1,1,1,1,1
G210071092232999999807079999999999923,G2100710920300,21071920300,1,1,1,1,1,1,1,1
G210071092232999999807079999999999924,G2100710920300,21071920300,0.9938534233,0.9542427947,0.9550764722,0.9521930639,0.9519248157,0.9457159549,0.9619059542,0.9313754129
G210071092232999999807079999999999924,G2100710920400,21071920400,0.0061465767,0.0457572053,0.0449235278,0.0478069361,0.0480751843,0.0542840451,0.0380940458,0.0686245871
G210071092232999999807079999999999925,G2100710920300,21071920300,0.9810307815,0.9946066835,0.9945548482,0.9943867881,0.9944466191,0.9944450358,0.9943244267,0.9948919165
G210071092232999999807079999999999925,G2100710920400,21071920400,0.0033589043,0.0023333831,0.0023727628,0.0023403513,0.0024249471,0.0024749417,0.0025803072,0.001858779
G210071092232999999807079999999999925,G2100710920800,21071920800,0.0156103142,0.0030599334,0.003072389,0.0032728606,0.0031284338,0.0030800225,0.0030952661,0.0032493045
G210071092464999999808079999999999921,G2100710920300,21071920300,0.0000135752,0.0000218666,0.0000232188,0.0000212607,0.0000267017,0.0000275917,0.000027116,0.0000252363
G210071092464999999808079999999999921,G2100710920400,21071920400,0.9999864248,0.9999781334,0.9999767812,0.9999787393,0.9999732983,0.9999724083,0.999972884,0.9999747637
G210071092464999999808079999999999922,G2100710920400,21071920400,1,1,1,1,1,1,1,1
G210071092464999999808079999999999923,G2100710920400,21071920400,1,1,1,1,1,1,1,1
G210071092464999999808079999999999924,G2100710920400,21071920400,0.9957607683,0.999481047,0.999345614,0.9994651366,0.9994411494,0.9994916011,0.9992751541,1
G210071092464999999808079999999999924,G2100710920600,21071920600,0.0042392317,0.000518953,0.000654386,0.0005348634,0.0005588506,0.0005083989,0.0007248459,0
G210071092464999999808079999999999925,G2100710920400,21071920400,1,1,1,1,1,1,1,1
G210071092832009469801079999999999922,G2100710920200,21071920200,1,1,1,1,1,1,1,1
G210071092832629409802079999999999912,G2100710920100,21071920100,1,1,1,1,1,1,1,1
G210071092832629409802079999999999913,G2100710920100,21071920100,1,1,1,1,1,1,1,1
G210071092832629409802079999999999914,G2100710920100,21071920100,1,1,1,1,1,1,1,1
G210071092832629409802079999999999915,G2100710920100,21071920100,1,1,1,1,1,1,1,1
G210071092832629409803079999999999911,G2100710921000,21071921000,1,1,1,1,1,1,1,1
G210071092832629409803079999999999912,G2100710921000,21071921000,1,1,1,1,1,1,1,1
G210071092832629409803079999999999914,G2100710920100,21071920100,0.0002449233,0.0000810939,0.0001094484,0,0.0002143989,0.0001885677,0.0003402417,0
G210071092832629409803079999999999914,G2100710921000,21071921000,0.9997550767,0.9999189061,0.9998905516,1,0.9997856011,0.9998114323,0.9996597583,1
G210071092832629409803079999999999915,G2100710921000,21071921000,1,1,1,1,1,1,1,1
G210071092832629409803079999999999916,G2100710921000,21071921000,1,1,1,1,1,1,1,1
G210071092832999999801079999999999921,G2100710920200,21071920200,1,1,1,1,1,1,1,1
G210071092832999999801079999999999922,G2100710920200,21071920200,0.9992720812,1,1,1,1,1,1,1
G210071092832999999801079999999999922,G2100710920300,21071920300,0.0007279188,0,0,0,0,0,0,0
G210071092832999999802079999999999921,G2100710920100,21071920100,1,1,1,1,1,1,1,1
G210071092832999999802079999999999922,G2100710920100,21071920100,1,1,1,1,1,1,1,1
G210071092832999999802079999999999923,G2100710920100,21071920100,1,1,1,1,1,1,1,1
G210071092832999999802079999999999925,G2100710920100,21071920100,1,1,1,1,1,1,1,1
G210071092832999999803079999999999921,G2100710921000,21071921000,1,1,1,1,1,1,1,1
G210071092832999999803079999999999922,G2100710921000,21071921000,1,1,1,1,1,1,1,1
G210071092832999999803079999999999923,G2100710921000,21071921000,1,1,1,1,1,1,1,1
G210071092832999999803079999999999924,G2100710921000,21071921000,1,1,1,1,1,1,1,1
G210071092832999999803079999999999925,G2100710921000,21071921000,1,1,1,1,1,1,1,1
G210071092832999999803079999999999926,G2100710921000,21071921000,1,1,1,1,1,1,1,1
G210071092832999999803079999999999927,G2100710921000,21071921000,1,1,1,1,1,1,1,1
G210071092920629409804079999999999911,G2100710920900,21071920900,0.8228353467,1,1,1,1,1,1,1
G210071092920629409804079999999999911,G2100710921000,21071921000,0.1771646533,0,0,0,0,0,0,0
G210071092920999999804079999999999921,G2100710920800,21071920800,0.0011185664,0.002157907,0.001824584,0.001655925,0.0018220846,0.0016993425,0.0020214616,0.0011446831
G210071092920999999804079999999999921,G2100710920900,21071920900,0.9988075314,0.997842093,0.998175416,0.998344075,0.9981779154,0.9983006575,0.9979785384,0.9988553169
G210071092920999999804079999999999921,G2100710921000,21071921000,0.0000739022,0,0,0,0,0,0,0
G210071092920999999804079999999999922,G2100710920800,21071920800,0.0637371588,0.0512315271,0.0499265786,0.0517241379,0.0557184751,0.0600522193,0.0661764706,0.0144927536
G210071092920999999804079999999999922,G2100710920900,21071920900,0.9362493752,0.9485719182,0.9499402596,0.9481820519,0.9441219651,0.9398057183,0.9337235112,0.9851129717
G210071092920999999804079999999999922,G2100710921000,21071921000,0.0000134659,0.0001965547,0.0001331618,0.0000938102,0.0001595598,0.0001420624,0.0001000182,0.0003942747
G210071093624810129805079999999999921,G2100710920700,21071920700,1,1,1,1,1,1,1,1
G210071093624810129805079999999999922,G2100710920700,21071920700,1,1,1,1,1,1,1,1
G210071093624999999805079999999999921,G2100710920600,21071920600,0.000912231,0.0018065583,0.0018585977,0.001999506,0.001896053,0.0021540912,0.0019598358,0.0017274841
G210071093624999999805079999999999921,G2100710920700,21071920700,0.9990876139,0.9981921658,0.9981397675,0.9979992558,0.9981029213,0.9978449746,0.9980387503,0.9982725159
G210071093624999999805079999999999921,G2100710920800,21071920800,0.000000155,0.0000012759,0.0000016348,0.0000012382,0.0000010258,0.0000009342,0.0000014139,0
G210071093624999999805079999999999922,G2100710920700,21071920700,0.9999621617,0.999835003,0.9998454413,0.9998417106,0.9998446179,0.9998500104,0.9998409688,0.9998559847
G210071093624999999805079999999999922,G2100710920800,21071920800,0.0000378383,0.000164997,0.0001545587,0.0001582894,0.0001553821,0.0001499896,0.0001590312,0.0001440153
G210071093624999999805079999999999923,G2100710920700,21071920700,1,1,1,1,1,1,1,1
G210071093624999999805079999999999924,G2100710920700,21071920700,1,1,1,1,1,1,1,1
G210071093672822729810079999999999923,G2100710920500,21071920500,1,1,1,1,1,1,1,1
G210071093672822729810079999999999924,G2100710920500,21071920500,1,1,1,1,1,1,1,1
G210071093672999999810079999999999921,G2100710920500,21071920500,1,1,1,1,1,1,1,1
G210071093672999999810079999999999922,G2100710920500,21071920500,0.9999534079,1,1,1,1,1,1,1
G210071093672999999810079999999999922,G2100710920600,21071920600,0.0000465921,0,0,0,0,0,0,0
G210071093672999999810079999999999923,G2100710920500,21071920500,1,1,1,1,1,1,1,1
G210071093672999999810079999999999924,G2100710920500,21071920500,1,1,1,1,1,1,1,1
G210073090136999990711069999999999923,G2100730071100,21073071100,1,1,1,1,1,1,1,1
G210073091320289000701069999999999911,G2100730070100,21073070100,0.9968671959,0.9992495148,0.9993432438,0.9992520104,0.9993178828,0.9993179436,0.9999346623,0.9991438698
G210073091320289000701069999999999911,G2100730070800,21073070800,0.0031328041,0.0007504852,0.0006567562,0.0007479896,0.0006821172,0.0006820564,0.0000653377,0.0008561302
G210073091320289000701069999999999912,G2100730070100,21073070100,1,1,1,1,1,1,1,1
G210073091320289000701069999999999913,G2100730070100,21073070100,1,1,1,1,1,1,1,1
G210073091320289000701069999999999914,G2100730070100,21073070100,1,1,1,1,1,1,1,1
G210073091320289000701069999999999915,G2100730070100,21073070100,1,1,1,1,1,1,1,1
G210073091320289000701069999999999916,G2100730070100,21073070100,1,1,1,1,1,1,1,1
G210073091320289000702069999999999911,G2100730071200,21073071200,1,1,1,1,1,1,1,1
G210073091320289000702069999999999912,G2100730071200,21073071200,1,1,1,1,1,1,1,1
