bgp1990gj,tr2010gj,tr2010ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G18001907812838358050604099999999452015,G2101110007502,21111007502,0,0,0,0,0,0,0,0
G180123077534999999522099999999999924,G2101630970500,21163970500,0,0,0,0,0,0,0,0
G180129005428999990405089999999999921,G2101010020900,21101020900,0.0069454442,0,0,0,0,0,0,0
G210001090552999999702059999999999921,G2100010970200,21001970200,1,1,1,1,1,1,1,1
G210001090624999999701059999999999921,G2100010970100,21001970100,1,1,1,1,1,1,1,1
G210001090624999999701059999999999922,G2100010970100,21001970100,1,1,1,1,1,1,1,1
G210001090784167509704059999999999912,G2100010970401,21001970401,0.4030065571,0.4760276471,0.4437531504,0.4877874284,0.5002233919,0.498897237,0.4055299539,0.7165231396
G210001090784167509704059999999999912,G2100010970402,21001970402,0.5969934429,0.5239723529,0.5562468496,0.5122125716,0.4997766081,0.501102763,0.5944700461,0.2834768604
G210001090784167509704059999999999913,G2100010970401,21001970401,1,1,1,1,1,1,1,1
G210001090784167509704059999999999914,G2100010970401,21001970401,1,1,1,1,1,1,1,1
G210001090784167509704059999999999915,G2100010970401,21001970401,0.1809851256,0.2169230769,0.185645933,0.24,0.2829787234,0.2713178295,0.0987654321,0.4801762115
G210001090784167509704059999999999915,G2100010970402,21001970402,0.8190148744,0.7830769231,0.814354067,0.76,0.7170212766,0.7286821705,0.9012345679,0.5198237885
G210001090784167509704059999999999916,G2100010970401,21001970401,1,1,1,1,1,1,1,1
G210001090784999999704059999999999921,G2100010970401,21001970401,0.0717797341,0.0896589659,0.0918442322,0.0863970588,0.0894660895,0.085413929,0.087037037,0.0980392157
G210001090784999999704059999999999921,G2100010970402,21001970402,0.9282202659,0.9103410341,0.9081557678,0.9136029412,0.9105339105,0.914586071,0.912962963,0.9019607843
G210001090784999999704059999999999922,G2100010970401,21001970401,0.8547801495,0.8073770492,0.7683615819,0.7746478873,0.7956989247,0.7894736842,0.8289473684,0.6470588235
G210001090784999999704059999999999922,G2100010970402,21001970402,0.1452198505,0.1926229508,0.2316384181,0.2253521127,0.2043010753,0.2105263158,0.1710526316,0.3529411765
G210001090784999999704059999999999923,G2100010970401,21001970401,1,1,1,1,1,1,1,1
G210001090784999999704059999999999925,G2100010970401,21001970401,0.400522822,0.400522822,0.400522822,0.400522822,0.400522822,0.400522822,0.400522822,0.400522822
G210001090784999999704059999999999925,G2100010970402,21001970402,0.599477178,0.599477178,0.599477178,0.599477178,0.599477178,0.599477178,0.599477178,0.599477178
G210001090784999999704059999999999926,G2100010970401,21001970401,0.9997885291,0.9947984395,0.9964664311,0.9955555556,0.9965635739,0.9969135802,0.9960784314,1
G210001090784999999704059999999999926,G2100010970500,21001970500,0.0002114709,0.0052015605,0.0035335689,0.0044444444,0.0034364261,0.0030864198,0.0039215686,0
G210001091416999999706059999999999921,G2100010970300,21001970300,0.0000090937,0,0,0,0,0,0,0
G210001091416999999706059999999999921,G2100010970600,21001970600,0.9999787924,1,1,1,1,1,1,1
G210001091416999999706059999999999921,G2102070960200,21207960200,0.0000121139,0,0,0,0,0,0,0
G210001091432999999705059999999999921,G2100010970500,21001970500,1,1,1,1,1,1,1,1
G210001091432999999705059999999999922,G2100010970500,21001970500,0.9611847566,0.9970546598,0.9960216354,0.9966511367,0.9948636177,0.9932072511,0.9938137046,0.9998545093
G210001091432999999705059999999999922,G2100010970600,21001970600,0.0388017774,0.0029453402,0.0039783646,0.0033488633,0.0051363823,0.0067927489,0.0061862954,0.0001454907
G210001091432999999705059999999999922,G2101690960300,21169960300,0.000013466,0,0,0,0,0,0,0
G210001093680999999703059999999999921,G2100010970300,21001970300,0.9999866171,1,1,1,1,1,1,1
G210001093680999999703059999999999921,G2100450950500,21045950500,0.0000133829,0,0,0,0,0,0,0
G210001093680999999703059999999999922,G2100010970300,21001970300,0.9998171541,0.9999994206,0.9999993436,0.9999994044,0.9999995113,0.9999995358,0.9999994421,1
G210001093680999999703059999999999922,G2102070960101,21207960101,0.0001828459,0.0000005794,0.0000006564,0.0000005956,0.0000004887,0.0000004642,0.0000005579,0
G210001093680999999703059999999999923,G2100010970300,21001970300,0.9999921548,0.9999874767,0.9999855147,0.9999862045,0.9999864526,0.9999881193,0.9999868857,0.9999834454
G210001093680999999703059999999999923,G2102070960102,21207960102,0.0000078452,0.0000125233,0.0000144853,0.0000137955,0.0000135474,0.0000118807,0.0000131143,0.0000165546
G210003090024999999806029999999999921,G2100030920500,21003920500,0.0003865213,0,0,0,0,0,0,0
G210003090024999999806029999999999921,G2100030920600,21003920600,0.9996134787,1,1,1,1,1,1,1
G210003090024999999806029999999999922,G2100030920600,21003920600,1,1,1,1,1,1,1,1
G210003090024999999806029999999999922,G2102130970100,21213970100,0,0,0,0,0,0,0,0
G210003091560999999802029999999999921,G2100030920100,21003920100,0.0030336634,0.0025252525,0.0036900369,0.0023419204,0.0018903592,0.0017331023,0.0022624434,0
G210003091560999999802029999999999921,G2100030920200,21003920200,0.9969663366,0.9974747475,0.9963099631,0.9976580796,0.9981096408,0.9982668977,0.9977375566,1
G210003091760999999805029999999999921,G2100030920500,21003920500,0.9999900919,1,1,1,1,1,1,1
G210003091760999999805029999999999922,G2100030920500,21003920500,0.999803478,1,1,1,1,1,1,1
G210003091760999999805029999999999922,G2100030920600,21003920600,0.0001612789,0,0,0,0,0,0,0
G210003093112691149803029999999999911,G2100030920300,21003920300,1,1,1,1,1,1,1,1
G210003093112691149803029999999999912,G2100030920300,21003920300,0.9999699866,0.9999680017,0.9999713554,0.9999652136,0.9999677577,0.9999680935,0.9999763236,0.9999571082
G210003093112691149803029999999999912,G2100030920400,21003920400,0.0000300134,0.0000319983,0.0000286446,0.0000347864,0.0000322423,0.0000319065,0.0000236764,0.0000428918
G210003093112691149803029999999999913,G2100030920300,21003920300,1,1,1,1,1,1,1,1
G210003093112691149803029999999999914,G2100030920300,21003920300,1,1,1,1,1,1,1,1
G210003093112691149803029999999999915,G2100030920300,21003920300,1,1,1,1,1,1,1,1
G210003093112691149804029999999999912,G2100030920400,21003920400,1,1,1,1,1,1,1,1
G210003093112691149804029999999999913,G2100030920400,21003920400,1,1,1,1,1,1,1,1
G210003093112691149804029999999999914,G2100030920400,21003920400,1,1,1,1,1,1,1,1
G210003093112999999803029999999999922,G2100030920300,21003920300,1,1,1,1,1,1,1,1
G210003093112999999803029999999999923,G2100030920300,21003920300,1,1,1,1,1,1,1,1
G210003093112999999803029999999999924,G2100030920300,21003920300,1,1,1,1,1,1,1,1
G210003093112999999803029999999999925,G2100030920300,21003920300,1,1,1,1,1,1,1,1
G210003093112999999804029999999999921,G2100030920400,21003920400,1,1,1,1,1,1,1,1
G210003093112999999804029999999999922,G2100030920400,21003920400,1,1,1,1,1,1,1,1
G210003093112999999804029999999999923,G2100030920400,21003920400,1,1,1,1,1,1,1,1
G210003093112999999804029999999999924,G2100030920400,21003920400,0.9251257851,0.9779507134,0.9802513465,0.974137931,0.9793103448,0.9743589744,0.9799196787,0.9756097561
G210003093112999999804029999999999924,G2100030920500,21003920500,0.0748742149,0.0220492866,0.0197486535,0.025862069,0.0206896552,0.0256410256,0.0200803213,0.0243902439
G210003093136999999801029999999999921,G2100030920100,21003920100,0.9996405249,0.9990283994,0.9990461157,0.9990806786,0.9991625862,0.9994959993,0.9992239148,0.9989028975
G210003093136999999801029999999999921,G2100030920400,21003920400,0.0003594751,0.0009716006,0.0009538843,0.0009193214,0.0008374138,0.0005040007,0.0007760852,0.0010971025
G210003093136999999801029999999999922,G2100030920100,21003920100,0.9999801655,1,1,1,1,1,1,1
G210003093136999999801029999999999922,G2100090951000,21009951000,0.0000198345,0,0,0,0,0,0,0
G210003093136999999801029999999999923,G2100030920100,21003920100,1,1,1,1,1,1,1,1
G210005090064999999503069999999999921,G2100050950300,21005950300,1,1,1,1,1,1,1,1
G210005090072999999504069999999999921,G2100050950400,21005950400,1,1,1,1,1,1,1,1
G210005090072999999504069999999999922,G2100050950400,21005950400,1,1,1,1,1,1,1,1
G210005091992441469501069999999999911,G2100050950100,21005950100,1,1,1,1,1,1,1,1
G210005091992441469501069999999999912,G2100050950100,21005950100,1,1,1,1,1,1,1,1
G210005091992441469501069999999999913,G2100050950100,21005950100,1,1,1,1,1,1,1,1
G210005091992441469501069999999999914,G2100050950100,21005950100,0.8700686161,0.8201026645,0.7814384177,0.9482848005,0.9289856454,0.9304787246,0.9499929986,0.8778593158
G210005091992441469501069999999999914,G2100050950201,21005950201,0.1299313839,0.1798973355,0.2185615823,0.0517151995,0.0710143546,0.0695212754,0.0500070014,0.1221406842
G210005091992441469502069999999999911,G2100050950201,21005950201,0.2040299759,0.7518796992,0.8673469388,0.85,0.8653846154,0.8703703704,0.8780487805,0.8181818182
G210005091992441469502069999999999911,G2100050950202,21005950202,0.7959700241,0.2481203008,0.1326530612,0.15,0.1346153846,0.1296296296,0.1219512195,0.1818181818
G210005091992441469502069999999999912,G2100050950201,21005950201,1,1,1,1,1,1,1,1
G210005091992441469502069999999999913,G2100050950201,21005950201,1,1,1,1,1,1,1,1
G210005091992441469502069999999999914,G2100050950201,21005950201,1,1,1,1,1,1,1,1
G210005091992441469502069999999999915,G2100050950201,21005950201,1,1,1,1,1,1,1,1
G210005091992441469502069999999999916,G2100050950201,21005950201,0.1724673362,0.0049297173,0.0071718198,0.0082678534,0.0068997853,0.0067146873,0.0082005645,0
G210005091992441469502069999999999916,G2100050950202,21005950202,0.8275326638,0.9950702827,0.9928281802,0.9917321466,0.9931002147,0.9932853127,0.9917994355,1
G210005091992999999501069999999999921,G2100050950100,21005950100,0.9999038999,0.9998346222,0.9998195667,0.999888889,0.9999070049,0.9999126985,0.999888889,1
G210005091992999999501069999999999921,G2100730071000,21073071000,0.0000961001,0.0001653778,0.0001804333,0.000111111,0.0000929951,0.0000873015,0.000111111,0
G210005091992999999501069999999999922,G2100050950100,21005950100,1,1,1,1,1,1,1,1
G210005091992999999501069999999999923,G2100050950100,21005950100,1,1,1,1,1,1,1,1
G210005091992999999501069999999999924,G2100050950100,21005950100,1,1,1,1,1,1,1,1
G210005091992999999502069999999999921,G2100050950201,21005950201,0.001476146,0,0,0,0,0,0,0
G210005091992999999502069999999999921,G2100050950202,21005950202,0.998523854,1,1,1,1,1,1,1
G210005091992999999502069999999999922,G2100050950201,21005950201,1,1,1,1,1,1,1,1
G210005091992999999502069999999999924,G2100050950201,21005950201,1,1,1,1,1,1,1,1
G210005091992999999502069999999999925,G2100050950201,21005950201,1,1,1,1,1,1,1,1
G210005091992999999502069999999999926,G2100050950201,21005950201,0.1951169716,0.3818565918,0.36606485,0.378042251,0.3644579024,0.3649005498,0.3761996161,0.258984922
G210005091992999999502069999999999926,G2100050950202,21005950202,0.8048830284,0.6181434082,0.63393515,0.621957749,0.6355420976,0.6350994502,0.6238003839,0.741015078
G210007090168037189502019999999999921,G2100070950200,21007950200,1,1,1,1,1,1,1,1
G210007090168037189502019999999999922,G2100070950200,21007950200,1,1,1,1,1,1,1,1
G210007090168999999502019999999999921,G2100070950200,21007950200,1,1,1,1,1,1,1,1
G210007090168999999502019999999999922,G2100070950200,21007950200,1,1,1,1,1,1,1,1
G210007091952422929501019999999999924,G2100070950100,21007950100,1,1,1,1,1,1,1,1
G210007091952433369501019999999999922,G2100070950100,21007950100,1,1,1,1,1,1,1,1
G210007091952433369501019999999999923,G2100070950100,21007950100,1,1,1,1,1,1,1,1
G210007091952999999501019999999999921,G2100070950100,21007950100,1,1,1,1,1,1,1,1
G210007091952999999501019999999999922,G2100070950100,21007950100,0.4025420951,0.4112627154,0.4192857413,0.4137767333,0.4110627367,0.4094343387,0.4123292684,0.3920647605
G210007091952999999501019999999999922,G2100070950200,21007950200,0.5974579049,0.5887372846,0.5807142587,0.5862232667,0.5889372633,0.5905656613,0.5876707316,0.6079352395
G210007091952999999501019999999999923,G2100070950100,21007950100,1,1,1,1,1,1,1,1
G210007091952999999501019999999999924,G2100070950100,21007950100,1,1,1,1,1,1,1,1
G210007091952999999501019999999999925,G2100070950100,21007950100,1,1,1,1,1,1,1,1
G210007093696073909503019999999999921,G2100070950300,21007950300,1,1,1,1,1,1,1,1
G210007093696830649503019999999999922,G2100070950300,21007950300,1,1,1,1,1,1,1,1
G210007093696830649503019999999999923,G2100070950300,21007950300,1,1,1,1,1,1,1,1
G210007093696999999503019999999999921,G2100070950300,21007950300,1,1,1,1,1,1,1,1
G210007093696999999503019999999999922,G2100070950300,21007950300,0.9972662262,1,1,1,1,1,1,1
G210007093696999999503019999999999922,G2100390960200,21039960200,0.0027337738,0,0,0,0,0,0,0
G210007093696999999503019999999999923,G2100070950300,21007950300,1,1,1,1,1,1,1,1
G210009090640134929502029999999999921,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G210009090640134929502029999999999922,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G210009090640134929502029999999999923,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G210009090640134929502029999999999924,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G210009090640134929503029999999999921,G2100090950300,21009950300,1,1,1,1,1,1,1,1
G210009090640311149503029999999999913,G2100090950300,21009950300,1,1,1,1,1,1,1,1
G210009090640592329502029999999999924,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G210009090640592329503029999999999921,G2100090950300,21009950300,1,1,1,1,1,1,1,1
G210009090640592329503029999999999922,G2100090950300,21009950300,1,1,1,1,1,1,1,1
G210009090640999999502029999999999921,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G210009090640999999502029999999999922,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G210009090640999999502029999999999924,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G210009090640999999503029999999999921,G2100090950300,21009950300,1,1,1,1,1,1,1,1
G210009090640999999503029999999999922,G2100090950300,21009950300,1,1,1,1,1,1,1,1
G210009090640999999503029999999999923,G2100090950300,21009950300,1,1,1,1,1,1,1,1
G210009091408311149504029999999999911,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G210009091408311149504029999999999912,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G210009091408311149504029999999999913,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G210009091408311149504029999999999914,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G210009091408311149504029999999999915,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G210009091408311149504029999999999916,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G210009091408311149505029999999999911,G2100090950500,21009950500,1,1,1,1,1,1,1,1
G210009091408311149505029999999999912,G2100090950500,21009950500,1,1,1,1,1,1,1,1
G210009091408311149505029999999999913,G2100090950500,21009950500,1,1,1,1,1,1,1,1
G210009091408311149506029999999999912,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G210009091408311149506029999999999913,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G210009091408311149506029999999999914,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G210009091408311149506029999999999915,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G210009091408311149506029999999999916,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G210009091408311149507029999999999911,G2100090950700,21009950700,1,1,1,1,1,1,1,1
G210009091408311149507029999999999913,G2100090950700,21009950700,1,1,1,1,1,1,1,1
G210009091408311149507029999999999914,G2100090950700,21009950700,1,1,1,1,1,1,1,1
G210009091408999999504029999999999921,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G210009091408999999504029999999999922,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G210009091408999999504029999999999926,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G210009091408999999505029999999999921,G2100090950500,21009950500,1,1,1,1,1,1,1,1
G210009091408999999505029999999999923,G2100090950400,21009950400,0.0011091323,0,0,0,0,0,0,0
G210009091408999999505029999999999923,G2100090950500,21009950500,0.9988908677,1,1,1,1,1,1,1
G210009091408999999506029999999999921,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G210009091408999999506029999999999922,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G210009091408999999506029999999999925,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G210009091408999999506029999999999926,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G210009091408999999507029999999999921,G2100090950700,21009950700,1,1,1,1,1,1,1,1
G210009091408999999507029999999999922,G2100090950700,21009950700,1,1,1,1,1,1,1,1
G210009091408999999507029999999999923,G2100090950700,21009950700,1,1,1,1,1,1,1,1
G210009091408999999507029999999999924,G2100090950700,21009950700,1,1,1,1,1,1,1,1
G210009091744311149501029999999999913,G2100090950100,21009950100,1,1,1,1,1,1,1,1
G210009091744372349501029999999999921,G2100090950100,21009950100,1,1,1,1,1,1,1,1
G210009091744372349501029999999999922,G2100090950100,21009950100,1,1,1,1,1,1,1,1
G210009091744999999501029999999999921,G2100090950100,21009950100,1,1,1,1,1,1,1,1
G210009091744999999501029999999999922,G2100090950100,21009950100,1,1,1,1,1,1,1,1
G210009091744999999501029999999999923,G2100090950100,21009950100,1,1,1,1,1,1,1,1
G210009092944999999510029999999999921,G2100090951000,21009951000,1,1,1,1,1,1,1,1
G210009092944999999510029999999999922,G2100090951000,21009951000,1,1,1,1,1,1,1,1
G210009093464999999508029999999999921,G2100090950800,21009950800,1,1,1,1,1,1,1,1
G210009093464999999508029999999999922,G2100090950800,21009950800,1,1,1,1,1,1,1,1
G210009093464999999508029999999999923,G2100090950800,21009950800,1,1,1,1,1,1,1,1
G210009093496999999509029999999999921,G2100090950900,21009950900,1,1,1,1,1,1,1,1
G210009093496999999509029999999999922,G2100090950900,21009950900,1,1,1,1,1,1,1,1
G210009093496999999509029999999999923,G2100090950900,21009950900,1,1,1,1,1,1,1,1
G210011092640587109702079999999999922,G2100110970200,21011970200,1,1,1,1,1,1,1,1
G210011092640587109702079999999999923,G2100110970200,21011970200,1,1,1,1,1,1,1,1
G210011092640587109702079999999999924,G2100110970200,21011970200,1,1,1,1,1,1,1,1
G210011092640999999702079999999999921,G2100110970200,21011970200,1,1,1,1,1,1,1,1
G210011092640999999702079999999999922,G2100110970200,21011970200,1,1,1,1,1,1,1,1
G210011092640999999702079999999999923,G2100110970200,21011970200,1,1,1,1,1,1,1,1
G210011092640999999702079999999999924,G2100110970200,21011970200,1,1,1,1,1,1,1,1
G210011092640999999702079999999999925,G2100110970200,21011970200,0.9774548563,0.9615864624,0.9590374458,0.9628580669,0.9635214185,0.9671755769,0.9626915129,0.9673913043
G210011092640999999702079999999999925,G2100110970300,21011970300,0.0225451437,0.0384135376,0.0409625542,0.0371419331,0.0364785815,0.0328244231,0.0373084871,0.0326086957
G210011093056681609703079999999999921,G2100110970300,21011970300,1,1,1,1,1,1,1,1
G210011093056681609703079999999999922,G2100110970300,21011970300,1,1,1,1,1,1,1,1
G210011093056999999703079999999999921,G2100110970300,21011970300,1,1,1,1,1,1,1,1
G210011093056999999703079999999999922,G2100110970300,21011970300,1,1,1,1,1,1,1,1
G210011093056999999703079999999999923,G2100110970300,21011970300,1,1,1,1,1,1,1,1
G210011093144698529701079999999999922,G2100110970100,21011970100,1,1,1,1,1,1,1,1
G210011093144999999701079999999999921,G2100110970100,21011970100,0.9996305538,0.9991872334,0.9988790966,0.9985962998,0.9988666421,0.9989225118,0.999227256,0.9978749539
G210011093144999999701079999999999921,G2100110970200,21011970200,0.0003694462,0.0008127666,0.0011209034,0.0014037002,0.0011333579,0.0010774882,0.000772744,0.0021250461
G210011093144999999701079999999999922,G2100110970100,21011970100,1,1,1,1,1,1,1,1
G210013091920999999609059999999999921,G2100130960200,21013960200,0.0000656856,0,0,0,0,0,0,0
G210013091920999999609059999999999921,G2100130961100,21013961100,0.9999343144,1,1,1,1,1,1,1
G210013091920999999609059999999999922,G2100130960500,21013960500,0.0001159818,0,0,0,0,0,0,0
G210013091920999999609059999999999922,G2100130961100,21013961100,0.9998840182,1,1,1,1,1,1,1
G210013092304519249605059999999999911,G2100130960500,21013960500,1,1,1,1,1,1,1,1
G210013092304519249605059999999999912,G2100130960500,21013960500,1,1,1,1,1,1,1,1
G210013092304519249606059999999999911,G2100130960600,21013960600,1,1,1,1,1,1,1,1
G210013092304519249606059999999999912,G2100130960600,21013960600,1,1,1,1,1,1,1,1
G210013092304519249606059999999999913,G2100130960600,21013960600,1,1,1,1,1,1,1,1
G210013092304519249606059999999999914,G2100130960600,21013960600,1,1,1,1,1,1,1,1
G210013092304519249606059999999999915,G2100130960600,21013960600,1,1,1,1,1,1,1,1
G210013092304519249607059999999999911,G2100130960700,21013960700,1,1,1,1,1,1,1,1
G210013092304519249607059999999999912,G2100130960700,21013960700,1,1,1,1,1,1,1,1
G210013092304519249607059999999999913,G2100130960700,21013960700,1,1,1,1,1,1,1,1
G210013092304519249607059999999999914,G2100130960700,21013960700,1,1,1,1,1,1,1,1
G210013092304519249608059999999999911,G2100130960800,21013960800,1,1,1,1,1,1,1,1
G210013092304519249608059999999999912,G2100130960700,21013960700,0.1207850666,0,0,0,0,0,0,0
G210013092304519249608059999999999912,G2100130960800,21013960800,0.8792149334,1,1,1,1,1,1,1
G210013092304519249608059999999999913,G2100130960800,21013960800,1,1,1,1,1,1,1,1
G210013092304999999605059999999999921,G2100130960300,21013960300,0.0000015957,0.0000220818,0.000023842,0.0000155569,0.0000351741,0.0000316812,0.0000299199,0.0000542519
G210013092304999999605059999999999921,G2100130960400,21013960400,0.1609616451,0.0377162828,0.0326359631,0.0340124459,0.0334181468,0.0324066183,0.0327857675,0.0357142857
G210013092304999999605059999999999921,G2100130960500,21013960500,0.8390367592,0.9622616355,0.9673401949,0.9659719972,0.9665466791,0.9675617005,0.9671843126,0.9642314624
G210013092304999999605059999999999922,G2100130960500,21013960500,1,1,1,1,1,1,1,1
G210013092304999999606059999999999921,G2100130960600,21013960600,1,1,1,1,1,1,1,1
G210013092304999999606059999999999923,G2100130960600,21013960600,1,1,1,1,1,1,1,1
G210013092304999999606059999999999925,G2100130960600,21013960600,1,1,1,1,1,1,1,1
G210013092304999999607059999999999924,G2100130960700,21013960700,1,1,1,1,1,1,1,1
G210013092304999999608059999999999921,G2100130960800,21013960800,1,1,1,1,1,1,1,1
G210013092304999999608059999999999922,G2100130960700,21013960700,0.0010962403,0,0,0,0,0,0,0
G210013092304999999608059999999999922,G2100130960800,21013960800,0.9989037597,1,1,1,1,1,1,1
G210013092808612489602059999999999923,G2100130960200,21013960200,1,1,1,1,1,1,1,1
G210013092808612489602059999999999924,G2100130960200,21013960200,1,1,1,1,1,1,1,1
G210013092808612489602059999999999925,G2100130960200,21013960200,1,1,1,1,1,1,1,1
G210013092808612489602059999999999926,G2100130960200,21013960200,1,1,1,1,1,1,1,1
G210013092808999999601059999999999921,G2100130960100,21013960100,1,1,1,1,1,1,1,1
G210013092808999999601059999999999922,G2100130960100,21013960100,0.9999992566,1,1,1,1,1,1,1
G210013092808999999601059999999999922,G2100130960200,21013960200,0.0000007434,0,0,0,0,0,0,0
G210013092808999999601059999999999923,G2100130960100,21013960100,1,1,1,1,1,1,1,1
G210013092808999999602059999999999921,G2100130960200,21013960200,1,1,1,1,1,1,1,1
G210013092808999999602059999999999922,G2100130960200,21013960200,1,1,1,1,1,1,1,1
G210013092808999999602059999999999923,G2100130960200,21013960200,1,1,1,1,1,1,1,1
G210013092808999999602059999999999924,G2100130960200,21013960200,1,1,1,1,1,1,1,1
G210013092808999999602059999999999925,G2100130960200,21013960200,1,1,1,1,1,1,1,1
G210013092808999999602059999999999926,G2100130960200,21013960200,0.9997673933,1,1,1,1,1,1,1
G210013092808999999602059999999999926,G2100130960300,21013960300,0.0002326067,0,0,0,0,0,0,0
G210013092808999999603059999999999921,G2100130960300,21013960300,0.999965633,0.9999295507,0.9999307744,0.9999273826,0.999934509,0.9999368425,0.999928588,0.9999520967
G210013092808999999603059999999999921,G2100130960500,21013960500,0.000034367,0.0000704493,0.0000692256,0.0000726174,0.000065491,0.0000631575,0.000071412,0.0000479033
G210013092808999999603059999999999922,G2100130960300,21013960300,0.9999996781,1,1,1,1,1,1,1
G210013092808999999603059999999999922,G2100130960400,21013960400,0.0000003219,0,0,0,0,0,0,0
G210013092864999999610059999999999921,G2100130961100,21013961100,1,1,1,1,1,1,1,1
G210013093456999999604059999999999921,G2100130960400,21013960400,1,1,1,1,1,1,1,1
G210013093456999999604059999999999922,G2100130960400,21013960400,1,1,1,1,1,1,1,1
G21001509044011170070501049999999164011,G2100150070504,21015070504,1,1,1,1,1,1,1,1
G21001509044011170070501049999999164012,G2100150070503,21015070503,1,1,1,1,1,1,1,1
G21001509044011170070501049999999164013,G2100150070503,21015070503,1,1,1,1,1,1,1,1
G21001509044011170070501049999999164014,G2100150070504,21015070504,1,1,1,1,1,1,1,1
G21001509044011170070501049999999164015,G2100150070502,21015070502,0.0007732173,0.0003136566,0.0003119043,0.0003226638,0.0003136772,0.0003101496,0.0003163445,0.0003074974
G21001509044011170070501049999999164015,G2100150070503,21015070503,0.3192907947,0.4585601907,0.4585240537,0.4457363532,0.4518983897,0.454298561,0.4410922369,0.4769351803
G21001509044011170070501049999999164015,G2100150070504,21015070504,0.679935988,0.5411261527,0.541164042,0.553940983,0.5477879331,0.5453912894,0.5585914186,0.5227573223
G21001509044099999070501049999999999921,G2100150070502,21015070502,0.0650870608,0.013662037,0.0157638889,0.0168148148,0.0202678571,0.0202678571,0.0202678571,0.0150220588
G21001509044099999070501049999999999921,G2100150070504,21015070504,0.9349129392,0.986337963,0.9842361111,0.9831851852,0.9797321429,0.9797321429,0.9797321429,0.9849779412
G21001509044099999070501049999999999924,G2100150070504,21015070504,1,1,1,1,1,1,1,1
G21001509044099999070502049999999999921,G2100150070502,21015070502,1,1,1,1,1,1,1,1
G21001509044099999070502049999999999922,G2100150070502,21015070502,0.994950899,0.983141561,0.9831449129,0.9834149797,0.9843899843,0.9856931798,0.981434626,0.9963591854
G21001509044099999070502049999999999922,G2100150070504,21015070504,0.005049101,0.016858439,0.0168550871,0.0165850203,0.0156100157,0.0143068202,0.018565374,0.0036408146
G21001509044099999070502049999999999923,G2100150070307,21015070307,0.0005204752,0.0011558293,0.0011422564,0.0009338887,0.0009105415,0.0009768261,0.0009262548,0.0008017347
G21001509044099999070502049999999999923,G2100150070502,21015070502,0.9860740295,0.9895332445,0.9898354152,0.9895053007,0.9900293451,0.9902754782,0.9899454345,0.9906103863
G21001509044099999070502049999999999923,G2100150070504,21015070504,0.0134054953,0.0093109262,0.0090223284,0.0095608106,0.0090601134,0.0087476957,0.0091283107,0.0085878791
G21001509127211170070398049999999164011,G2100150070305,21015070305,1,1,1,1,1,1,1,1
G210015091272279820701049999999164011,G2100150070311,21015070311,1,1,1,1,1,1,1,1
G210015091272279820701049999999164012,G2100150070100,21015070100,0.9980642667,0.9999728836,0.9999744576,0.9999727356,0.9999772517,0.999977841,0.9999589766,0.9999930317
G210015091272279820701049999999164012,G2101170064300,21117064300,0.0019357333,0.0000271164,0.0000255424,0.0000272644,0.0000227483,0.000022159,0.0000410234,0.0000069683
G210015091272279820701049999999164013,G2100150070100,21015070100,0.999313202,0.999178171,0.9991496298,0.9991617019,0.999145531,0.9991366005,0.9991232989,0.9992135225
G210015091272279820701049999999164013,G2101170064300,21117064300,0.000686798,0.000821829,0.0008503702,0.0008382981,0.000854469,0.0008633995,0.0008767011,0.0007864775
G210015091272279820701049999999164014,G2100150070100,21015070100,1,1,1,1,1,1,1,1
G210015091272279820701049999999164015,G2100150070100,21015070100,1,1,1,1,1,1,1,1
G210015091272279820701049999999164016,G2100150070100,21015070100,1,1,1,1,1,1,1,1
G210015091272279820702049999999164011,G2100150070200,21015070200,1,1,1,1,1,1,1,1
G210015091272279820702049999999164012,G2100150070200,21015070200,1,1,1,1,1,1,1,1
