unitid,peo1istr,peo2istr,peo3istr,peo4istr,peo5istr,peo6istr,public1,public2,public3,public4,public5,public6,public7,public8,public9,private,relaffil,level1,level2,level3,level4,level5,level6,level7,level8,level9,level10,level11,level12,multype,fopna,fopna1,fopna2,insttoyr,licensed,accrd1,accrd2,accrd3,accrd4,regaccrd,saccr
"166656","-5","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","1","-5","1","-5","1","-5","1","1","-5","-5","-5","2","-2","-2","-2","-2","1","1","-5","-5","3","1"
"166665","1","1","1","1","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","1","-5","1","-5","1","1","1","1","1","-5","-5","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2"
"166674","-5","1","1","1","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","-5","1","-5","-5","1","1","1","-5","-5","-5","-5","-5","-5","1","-5","1","-2","-2","1","1","1","-5","3","1"
"166683","-5","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","-5","1","-5","1","-5","1","1","-5","-5","-5","2","-2","-2","-2","-2","1","1","1","-5","3","1"
"166692","-5","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","1","-5","3","2"
"166708","-5","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","-5","-5","-5","-5","-5","1","1","1","1","1","-5","-5","-5","2","-2","-2","-2","-2","1","1","-5","-5","3","1"
"166717","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","-5","-5","-5","-5","1","1","-5","-5","-5","-5","2","-2","-2","-2","-2","1","1","-5","-5","3","1"
"166805","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"166814","1","1","-2","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"166823","1","1","-2","1","1","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","1","1","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-5","1","1","-2","-2","-2","1","1","1","-5","3","1"
"166841","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"166850","1","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","30","1","1","1","-5","1","-5","1","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","1","1","1","-5","3","1"
"166869","-5","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","-5","-5","-5","1","1","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","1","1","1","-5","3","1"
"166887","1","1","-2","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","1","1","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-5","1","1","-2","-2","-2","1","1","-5","-5","3","1"
"166911","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","1","1","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","1","1","1","-5","3","1"
"166939","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","-5","1","1","1","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","-5","-5","3","2"
"166948","1","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","1","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","1","-5","3","1"
"166957","1","1","-2","1","1","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","1","1","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","1","1","-5","4","1"
"166975","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"166984","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","1","-5","-5","1","1","1","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"167020","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"167039","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"167048","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"167057","1","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","1","1","1","1","1","1","-5","-5","-5","-5","2","-2","-2","-2","-2","1","1","-5","-5","4","1"
"167084","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","2"
"167093","-5","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","-5","-5","2","-2","-2","-2","-2","1","1","-5","-5","3","1"
"167136","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","1","-4","-2","-2","-2","-5","-5","1","-5","-2","2"
"167172","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"167181","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","-5","-5","1","1","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"167215","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"167224","1","-5","-2","1","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","-5","1","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"167251","1","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","1","1","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","1","1","1","-5","4","1"
"167260","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","1","-5","1","-5","1","-5","-5","-5","-5","-5","-5","1","1","-5","-2","-2","-5","1","-5","-5","3","2"
"167288","-5","1","1","1","1","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","1","-5","-5","-5","1","1","1","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","1","-5","3","1"
"167297","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","1","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"167312","1","1","-2","-5","1","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","1","1","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","1","-5","-5","3","1"
"167321","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","-5","1","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","2"
"167358","1","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","1","1","1","1","1","1","1","1","1","-5","-5","-5","2","-2","-2","-2","-2","-5","1","-5","-5","3","1"
"167376","1","1","-2","1","1","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","1","1","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","1","1","-5","4","1"
"167394","1","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","30","-5","1","1","-5","1","-5","1","-5","-5","-5","-5","-5","-5","1","-5","1","-2","-2","1","1","1","-5","3","1"
"167437","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"167446","1","-5","-2","-5","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"167455","1","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","1","-5","1","-5","1","-5","-5","-5","-5","-5","-5","1","1","-5","-2","-2","-5","1","-5","-5","3","2"
"167464","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","30","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"167516","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"167525","1","1","-2","1","1","-5","-5","-5","-5","-5","-5","-5","1","-5","-5","-2","-2","-5","1","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","1","-5","-5","3","1"
"167534","1","1","-2","-5","1","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","1","1","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","1","-5","-5","3","1"
"167543","1","1","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"167561","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","-5","-5","4","2"
"167589","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"167598","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","30","-5","-5","-5","-5","1","-5","1","1","-5","-5","-5","-5","-5","1","1","-5","-2","-2","-5","1","1","-5","3","1"
"167613","1","-5","-2","1","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"167631","1","1","-2","1","1","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","1","1","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-5","1","-4","-2","-2","-2","-5","1","-5","-5","4","1"
"167668","-5","1","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","30","-5","-5","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"167677","1","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","30","-5","-5","-5","-5","1","-5","1","-5","-5","1","-5","-5","-5","2","-2","-2","-2","-2","1","1","-5","-5","4","2"
"167729","-5","1","1","1","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","-5","-5","-5","-5","1","-5","1","1","-5","-5","-5","-5","-5","1","-5","1","-2","-2","1","1","-5","-5","3","1"
"167738","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"167747","1","-5","-2","1","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"167774","1","1","-2","-5","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","-5","1","-2","2"
"167783","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","-5","1","-5","1","1","1","-5","-5","-5","-5","1","-5","1","-2","-2","1","1","-5","-5","3","1"
"167792","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","1","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","-5","-5","3","2"
"167808","1","1","-2","-5","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","1","-4","-2","-2","-2","-5","-5","1","-5","-2","2"
"167826","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","-5","1","-2","2"
"167835","-5","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","-5","1","1","1","1","1","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","-5","-5","3","2"
"167853","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","30","-5","-5","1","1","1","-5","-5","-5","-5","-5","-5","-5","-5","1","1","-5","-2","-2","-5","1","1","-5","3","2"
"167871","1","-5","-2","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-2","-2","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","1","1","-5","4","1"
"167899","-5","1","1","1","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","-5","1","1","1","1","1","-5","-5","-5","-5","2","-2","-2","-2","-2","1","1","1","-5","3","1"
"167905","1","1","-2","-5","1","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","1","1","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","1","1","-5","4","1"
"167987","-5","1","1","1","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","1","-5","-5","-5","1","-5","1","-5","1","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","-5","-5","3","1"
"167996","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","30","1","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","-5","-5","3","1"
"168005","1","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","1","1","1","1","1","1","1","1","1","-5","-5","-5","2","-2","-2","-2","-2","1","1","-5","-5","3","1"
"168032","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"168096","1","1","-2","1","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"168111","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"168148","-5","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","-5","1","1","1","1","1","1","1","-5","-5","1","1","1","-2","-2","1","1","-5","-5","3","1"
"168175","-5","1","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-2","-2","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"168218","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","-5","-5","3","2"
"168227","1","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","1","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","1","1","-5","-5","3","1"
"168254","-5","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","1","-5","1","1","1","-5","-5","1","-5","-5","-5","2","-2","-2","-2","-2","1","1","-5","-5","3","1"
"168263","-5","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","-5","-5","-5","-5","1","1","1","1","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","1","1","1","-5","3","2"
"168272","-5","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","30","-5","-5","-5","-5","-5","-5","1","1","1","1","-5","-5","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"168281","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","-5","-5","3","2"
"168290","-5","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","-5","1","1","1","1","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","1","1","1","-5","3","1"
"168342","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","-5","1","-5","1","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","-5","-5","3","2"
"168421","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","-5","1","-5","1","-5","1","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","-5","-5","3","2"
"168430","-5","1","1","-5","1","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","-5","-5","-5","-5","1","-5","1","-5","-5","-5","-5","-5","-5","1","1","1","-2","-2","1","1","1","-5","3","1"
"168476","1","-5","-2","-5","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","30","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"168519","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"168528","-5","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","71","-5","-5","1","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","-5","-5","5","2"
"168546","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","71","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","1","-5","5","1"
"168555","1","-5","-2","-5","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"168573","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","1","-4","-2","-2","-2","1","-5","1","-5","-2","1"
"168591","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","66","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","1","-5","5","1"
"168607","1","1","-2","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-2","-2","1","1","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-5","1","-4","-2","-2","-2","-5","1","1","-5","5","2"
"168616","1","-5","-2","-5","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"168661","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"168704","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","-5","1","-2","2"
"168722","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","1","-2","2"
"168740","1","1","1","1","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","95","-5","-5","1","-5","1","-5","1","-5","1","1","-5","-5","-5","2","-2","-2","-2","-2","1","1","1","-5","5","1"
"168777","1","1","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-5","1","-4","-2","-2","-2","1","-5","-5","-5","-2","1"
"168786","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","30","-5","-5","1","-5","1","-5","1","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","1","-5","5","2"
"168838","1","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","1","1","1","1","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","1","-5","5","1"
"168847","1","1","1","1","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","1","1","1","1","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","1","1","1","-5","5","1"
"168883","1","1","-2","1","-5","-5","-5","1","-5","-5","1","-5","-5","-5","-5","-2","-2","-5","1","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","1","1","-5","5","2"
"168892","1","-5","-2","-5","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"168944","1","-5","-5","1","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","1","1","1","1","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"169035","1","-5","-2","1","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","2"
"169062","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","-5","1","-2","2"
"169071","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"169080","-5","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","35","-5","-5","-5","1","1","1","1","-5","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","-5","-5","5","1"
"169099","1","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","35","-5","-5","-5","-5","-5","-5","1","-5","1","1","-5","-5","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"169141","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","-5","1","-2","2"
"169169","1","-5","-2","-5","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","1","-4","-2","-2","-2","-5","-5","1","-5","-2","2"
"169187","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"169220","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","-5","-5","-5","1","1","-5","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","1","-5","5","2"
"169248","-5","1","1","1","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","-5","-5","-5","-5","1","1","1","1","1","-5","-5","-5","-5","2","-2","-2","-2","-2","-5","1","1","-5","5","1"
"169275","1","1","-2","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-2","-2","1","1","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-5","1","1","-2","-2","-2","-5","1","-5","-5","5","1"
