unitid,peo1istr,peo2istr,peo3istr,peo4istr,peo5istr,peo6istr,public1,public2,public3,public4,public5,public6,public7,public8,public9,private,relaffil,level1,level2,level3,level4,level5,level6,level7,level8,level9,level10,level11,level12,multype,fopna,fopna1,fopna2,insttoyr,licensed,accrd1,accrd2,accrd3,accrd4,regaccrd,saccr
"425764","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"425773","1","-5","-2","1","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","1","-5","-5","-5","-2","2"
"425782","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"425791","1","-5","-2","-5","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"425807","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"425816","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"425825","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"425834","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"425843","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"425852","1","1","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"425861","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"425870","1","1","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","-5","1","-2","2"
"425889","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"425898","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"425904","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"425913","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"425922","1","-5","-2","1","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-5","-5","-5","1","-2","2"
"425940","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","-5","1","-2","2"
"425959","1","-5","-2","-5","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-5","-5","1","-5","-2","2"
"425986","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"426013","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"426031","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"426077","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-5","-5","1","-5","-2","2"
"426086","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","-5","1","-2","2"
"426095","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-5","-5","1","-5","-2","2"
"426101","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"426129","1","-5","-2","1","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"426138","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"426165","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-5","-5","-5","1","-2","2"
"426217","1","-5","-2","1","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-5","-5","1","-5","-2","2"
"426226","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"426244","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-5","-5","-5","1","-2","2"
"426271","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"426323","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","-5","1","-2","2"
"426378","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"426402","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"426420","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"426439","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-5","-5","1","-5","-2","2"
"426493","1","-5","-2","1","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"426545","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","2"
"426572","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"426590","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"426615","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"426624","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"426651","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-5","-5","1","-5","-2","2"
"426679","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"426697","1","1","-2","1","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","2"
"426712","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"426730","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"426758","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","1","-4","-2","-2","-2","-5","-5","1","-5","-2","2"
"426785","-5","1","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"426794","-5","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","54","-5","1","-5","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-1","-1","-1","-2","-2","-1","-1","-1","-1","-2","-1"
"426819","1","1","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","1"
"426846","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"426873","-5","1","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-5","-5","1","-5","-2","2"
"426882","-5","1","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-5","-5","1","-5","-2","1"
"426916","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","2"
"426934","1","-5","-2","1","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"426943","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"426970","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"427025","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"427052","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"427070","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","-5","1","-2","2"
"427131","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"427159","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"427168","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"427195","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"427210","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"427229","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"427265","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"427308","1","-5","-2","-5","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","80","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","1","1","-5","2","2"
"427326","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","-5","1","-2","2"
"427335","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"427344","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"427371","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-5","-5","1","-5","-2","2"
"427380","1","1","-2","1","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","88","-5","1","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-5","-5","-5","1","-2","2"
"427405","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"427423","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"427432","1","1","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","1","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","1"
"427469","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"427487","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","53","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-5","-5","1","-5","-2","2"
"427520","1","1","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","1","-5","-5","-5","-2","1"
"427557","1","1","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","1","-5","-5","-5","-2","1"
"427566","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"427584","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"427618","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"427627","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"427663","1","1","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","-5","-5","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"427681","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","2"
"427751","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","-5","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"427760","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"427788","1","-5","-2","1","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"427797","1","-5","-2","1","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"427812","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
"427830","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"427849","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","-5","1","-2","2"
"427876","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","1","-5","-5","10","2"
"427894","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","1","-5","-5","10","2"
"427900","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","1","-5","-5","10","2"
"427919","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","1","-5","-5","10","2"
"427937","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","-5","-5","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"427964","1","1","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","-2","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"427973","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","-5","1","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","1"
"427982","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"427991","1","-5","-2","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-2","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","1","-5","-5","-5","-2","2"
"428000","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","-5","-5","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"428019","1","1","-2","-5","-5","1","-5","1","-5","-5","-5","-5","-5","-5","-5","-2","-2","-5","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","-5","-5","1","-5","-2","2"
"428028","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"428037","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"428046","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","-5","-5","-2","1"
"428055","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","2","-2","-2","-2","-2","1","-5","1","-5","-2","1"
"428073","1","-5","-2","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","-2","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-5","-1","-1","-2","-2","-2","-1","-1","-1","-1","-2","-1"
