unitid,finaid1,finaid2,finaid3,finaid4,finaid5,finaid6,finaid7,finaid8,finaid9,jtpa,rotc,rotc1,rotc2,rotc3,athaid,athaid1,athaid2,athaid3,athaid4,athaid5,ftslt15,facpt,facml,facrl,facmd,pctpost,"ein","chfnm","chftitle",licensed,imp1,imp2,imp3,imp4,imp5,imp6,imp7,imp8,imp9,imp10,imp11,imp12,imp13,imp14,imp15,imp16,imp17,imp18,imp19,imp20,imp21,imp22,imp23,imp24,imp25,imp26,imp27,imp28,imp29,imp30,imp31,imp32,imp33,imp34,imp35,imp36,imp37,imp38,imp39,imp40,imp41,imp42,imp43,imp44,imp45,imp46,imp47,imp48,imp49,imp50,imp51,imp52,imp53,imp54,imp55,imp56,imp57,imp58,imp59,imp60,imp61,imp62,imp63,imp64,imp65,imp66,imp67,imp68,imp69,imp70,imp71,imp72,imp73,imp74,imp75,imp76,imp77,imp78,imp79,imp80,imp81,imp82,imp83,imp84,imp85,imp86,imp87,imp88,imp89,imp90,imp91,imp92,imp93,imp94,imp95,imp96,imp97,imp98,imp99,imp100,imp101,imp102,imp103,imp104
"239512","1","1","1","1","1","1","-1","1","-1","2","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","390806428","ROBERT R PARSONAGE","PRESIDENT","-1","N","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","Z","Z","R","R","R","R","R","R","R","Z","Z","Z","R","Z","Z","Z","R","R","R","R","N","R","N","N","N","N","N","N","N","N"
"240657","1","1","1","1","1","1","-1","1","-1","2","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","836001133","JOHN P HANNA","PRESIDENT","-1","R","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","R","Z","Z","R","N","N","R","Z","N","N","R","Z","N","N","R","N","N","C","N","N","N","R","N","N","C","N","N","N"
"139250","1","1","1","1","1","-1","-1","1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","","DOROTHY L LORD","PRESIDENT","-1","R","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","R","Z","Z","R","N","N","R","Z","N","N","R","Z","N","N","R","N","N","C","N","N","N","N","N","N","N","N","N","N"
"179344","1","1","1","1","1","-1","-1","1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","431641443","MARVIN O LOONEY","CHANCELLOR","-1","R","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","R","Z","Z","R","N","N","R","Z","N","N","R","Z","N","N","R","N","N","R","N","N","N","N","N","N","N","N","N","N"
"181491","1","1","1","1","1","-1","-1","1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","","JAMES C UNDERWOOD","PRESIDENT","-1","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","N","C","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","R","Z","Z","R","N","N","R","Z","N","N","R","Z","N","N","R","N","N","C","N","N","N","N","N","N","N","N","N","N"
"228608","1","1","1","1","1","-1","-1","1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","746020689","MARC NIGLIAZZO","PRESIDENT","-1","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","R","Z","Z","R","N","N","Z","R","N","N","Z","R","N","N","R","N","N","N","R","N","N","N","N","N","N","N","N","N"
"235149","1","1","1","1","1","-1","-1","1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","910759103","SUSAN CARROLL","PRESIDENT","-1","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","R","Z","Z","R","N","N","R","Z","N","N","R","Z","N","N","R","N","N","R","N","N","N","N","N","N","N","N","N","N"
"240666","1","1","1","1","1","-1","-1","1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","836000221","STEPHEN J MAIER","PRESIDENT","-1","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","R","Z","Z","R","N","N","R","Z","N","N","R","Z","N","N","R","N","N","R","N","N","N","R","N","N","R","N","N","N"
"143163","1","1","1","1","1","1","1","-1","-1","2","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","","LUCY MORROS","PRESIDENT","-1","R","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","N","N","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","Z","Z","R","Z","Z","R","R","R","R","Z","Z","Z","R","Z","Z","Z","R","N","N","R","N","N","N","N","N","N","N","N","N","N"
"199412","1","1","1","1","1","1","1","-1","-1","2","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","560530003","BILLY WIREMAN","PRESIDENT","-1","R","R","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","R","Z","R","R","Z","R","R","R","R","Z","R","Z","R","Z","R","Z","R","R","N","R","N","R","N","N","N","N","N","N","N","N"
"202648","1","1","1","1","1","-1","1","-1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","310836468","KENNETH YOWELL","PRESIDENT","-1","R","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","R","Z","Z","R","N","N","R","Z","N","N","R","Z","N","N","R","N","N","R","N","N","N","N","N","N","N","N","N","N"
"100812","1","1","1","1","1","1","-1","-1","-1","2","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","630701340","JERRY BARTLETT","PRESIDENT","-1","R","N","N","R","R","R","J","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","N","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","Z","Z","R","Z","Z","R","R","R","R","Z","Z","Z","R","Z","Z","Z","R","N","N","R","N","N","N","N","N","N","N","N","N","N"
"130916","1","1","1","1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","516000279","LAWRENCE MILLER","VICE PRESIDENT","-1","R","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","R","Z","Z","R","N","N","R","Z","N","N","R","Z","N","N","R","N","N","R","N","N","N","N","N","N","N","N","N","N"
"140322","1","1","1","1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","581028275","S AARON HYATT","PRESIDENT","-1","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","T","Z","Z","T","N","N","R","Z","N","N","C","Z","N","N","R","N","N","R","N","N","N","N","N","N","N","N","N","N"
"156356","1","1","1","1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","","VIVIAN BOWLES","PRESIDENT","-1","R","R","N","R","R","R","R","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","A","N","N","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","R","Z","R","R","Z","R","R","R","R","Z","R","Z","R","Z","G","Z","R","N","N","R","N","N","N","N","N","N","N","N","N","N"
"181288","1","1","1","1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","470519583","GREGORY G FITCH","AREA CHANCELOR","-1","R","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","C","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","R","Z","Z","R","N","N","C","Z","N","N","R","Z","N","N","R","N","N","R","N","N","N","N","N","N","N","N","N","N"
"181321","1","1","1","1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","470519583","GREGORY G FITCH","AREA CHANCELLOR","-1","R","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","N","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","R","Z","Z","R","N","N","R","Z","N","N","R","Z","N","N","R","R","R","R","N","R","R","N","N","N","N","N","N","N"
"183169","1","1","1","1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","020270525","CAROL DESCOTEAUX","PRESIDENT","-1","R","R","N","R","R","R","R","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","C","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","R","Z","R","R","Z","R","R","R","R","Z","G","Z","R","Z","R","Z","R","R","N","R","N","R","N","R","R","R","R","N","N","N"
"196097","1","1","1","1","1","1","-1","-1","-1","2","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","","SHIRLEY STRUM KENNY","PRESIDENT","-1","R","R","N","R","R","R","R","N","R","R","R","R","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","C","C","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","R","R","R","R","R","R","R","R","R","Z","R","R","R","Z","R","R","R","R","N","C","N","C","N","N","N","N","N","N","N","N"
"219790","1","1","1","1","1","1","-1","-1","-1","2","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","620528217","WILLIAM E BROWN","PRESIDENT","-1","R","N","N","J","J","J","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","C","C","C","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","R","R","R","Z","Z","R","R","R","R","Z","Z","Z","R","Z","Z","Z","R","N","N","R","N","N","N","N","N","N","N","N","N","N"
"221971","1","1","1","1","1","1","-1","-1","-1","2","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","","DAVID S DOCKERY","PRESIDENT","-1","N","N","N","C","C","C","N","N","C","C","C","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","C","C","C","C","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","T","T","R","R","R","Z","T","R","R","T","T","T","R","Z","R","Z","R","Z","R","Z","R","R","N","R","N","R","N","N","N","N","N","N","N","N"
"225876","1","1","1","1","1","1","-1","-1","-1","2","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","750957731","EDWIN CRANK","PRESIDENT","-1","R","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","R","Z","Z","R","N","N","A","A","N","N","R","R","N","N","R","N","N","R","N","N","N","N","N","N","N","N","N","N"
"230852","1","1","1","1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","","ROGER H PERRY","PRESIDENT","-1","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","C","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","A","R","Z","Z","R","Z","Z","A","A","A","G","Z","Z","Z","R","Z","Z","Z","R","N","N","R","N","N","N","N","N","N","N","N","N","N"
"230898","1","1","1","1","1","1","-1","-1","-1","2","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","","THOMAS L BENSON","PRESIDENT","-1","R","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","C","N","N","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","C","N","R","R","R","R","R","C","C","C","R","Z","Z","Z","R","Z","Z","Z","R","R","R","R","N","R","R","N","N","N","N","N","N","N"
"210270","1","1","1","-1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","930519151","JAMES M KRABY","PRESIDENT","-1","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","R","Z","Z","R","N","N","A","Z","N","N","R","Z","N","N","R","N","N","G","N","N","N","N","N","N","N","N","N","N"
"138901","1","1","1","1","1","-1","-1","-1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","581190222","HAROLD E WADE","PRESIDENT","-1","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","R","Z","Z","R","N","N","G","R","R","R","R","R","R","R","R","R","R","R","R","R","R","N","N","R","N","N","N","R"
"181640","1","1","1","1","1","-1","-1","-1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","470549567","JACK HUCK","PRESIDENT","-1","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","C","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","T","T","R","N","N","N","R","Z","Z","T","N","N","C","Z","N","N","C","Z","N","N","R","N","N","C","N","N","N","N","N","N","N","N","N","N"
"184612","1","1","1","1","1","-1","-1","-1","-1","2","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","","SISTER THERESA MARTIN","PRESIDENT","-1","R","R","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","T","R","N","R","Z","R","Z","Z","T","T","T","R","Z","R","Z","R","Z","R","Z","R","N","N","R","N","N","N","R","N","N","R","N","N","N"
"237154","1","1","1","1","1","-1","-1","-1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","550370128","CHARLES H POLK","PRESIDENT","-1","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","N","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","R","R","R","R","Z","Z","R","R","R","R","Z","Z","Z","R","Z","Z","Z","R","N","N","R","N","N","N","N","N","N","N","N","N","N"
"240505","1","1","1","1","1","-1","-1","-1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","836001132","LEROY STRAUSNER","PRESIDENT","-1","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","N","N","N","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","R","Z","Z","R","N","N","R","Z","N","N","R","Z","N","N","R","N","N","R","N","N","N","N","N","N","N","N","N","N"
"242112","1","1","1","1","1","-1","-1","-1","-1","1","2","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","660286052","F RODRIGUEZ MATOS","PRESIDENT","-1","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","J","R","A","R","N","N","R","Z","Z","J","N","N","C","Z","N","N","C","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"229832","1","1","1","-1","1","-1","-1","1","-1","1","-1","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","","HARRY L KRENEK","PRESIDENT","-1","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","R","Z","Z","R","N","N","A","Z","R","R","R","Z","R","R","R","R","R","R","R","R","R","R","R","R","R","N","R","R"
"243142","1","1","1","1","1","-1","-1","-1","-1","2","-1","-1","-1","-1","1","-1","1","-1","-1","1","2","2","2","2","2","","","MYRNA M MAYOL","DEAN DIRECTOR","-1","R","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","R","Z","Z","R","N","N","R","Z","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"194824","1","1","1","1","1","1","-1","1","-1","3","1","1","1","1","1","-1","-1","-1","-1","1","2","2","2","2","2","","141340095","R BYRON PIPES","PRESIDENT","-1","R","N","N","R","R","R","R","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","C","N","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","A","R","R","Z","R","R","Z","A","A","A","R","Z","G","Z","R","Z","R","Z","R","R","N","R","N","R","N","N","N","N","N","N","N","N"
"230807","1","1","1","1","1","1","1","-1","-1","2","1","1","1","1","1","-1","-1","-1","-1","1","2","2","2","2","2","","870212470","PEGGY A STOCK","PRESIDENT","-1","R","R","N","R","R","R","R","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","N","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","R","R","R","R","R","R","R","R","R","Z","R","Z","R","Z","R","Z","R","R","N","R","N","R","N","N","N","N","N","N","N","N"
"181604","1","1","1","1","1","1","-1","1","-1","2","1","1","-1","1","1","-1","-1","-1","-1","1","2","2","2","2","2","","470424785","MARYANNE STEVENS","R.S.M.,PH.D.","-1","R","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","N","N","N","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","Z","Z","R","Z","Z","R","R","R","R","Z","Z","Z","R","Z","Z","Z","R","N","N","R","N","N","N","R","N","N","R","N","N","N"
"190044","1","1","1","1","1","1","-1","1","-1","2","1","1","-1","1","1","-1","-1","-1","-1","1","2","2","2","2","2","","150543659","DENNIS G BROWN","PRESIDENT","-1","R","R","N","R","R","R","R","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","R","Z","R","R","Z","R","R","R","R","Z","G","Z","C","Z","C","Z","R","R","N","R","N","R","N","N","N","N","N","N","N","N"
"194958","1","1","1","1","1","1","-1","1","-1","2","1","1","-1","1","1","-1","-1","-1","-1","1","2","2","2","2","2","","116074341","WILLIAM CROTHERS","PRESIDENT","-1","R","R","N","R","R","R","R","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","N","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","R","R","R","R","Z","R","R","R","R","R","R","R","R","R","G","R","C","C","N","R","R","R","R","N","N","N","N","N","N","N"
"213543","1","1","1","1","1","1","-1","-1","-1","2","1","1","-1","1","1","-1","-1","-1","-1","1","2","2","2","2","2","","240795445","PETER LIKINS","PRESIDENT","-1","R","R","N","R","R","R","R","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","R","Z","R","R","Z","R","R","R","R","Z","R","Z","R","Z","R","Z","R","R","N","R","N","R","N","N","N","N","N","N","N","N"
"216931","1","1","1","1","1","1","-1","1","-1","1","1","-1","-1","1","1","-1","-1","-1","-1","1","2","2","2","2","2","","240795506","CHRISTOPHER BREISETH","PRESIDENT","-1","R","R","R","R","R","R","R","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","R","R","R","R","Z","R","R","R","R","Z","R","R","R","Z","R","R","R","R","R","R","N","R","R","N","N","N","N","N","N","N"
"124885","1","1","1","1","1","1","-1","1","-1","2","1","1","-1","-1","1","-1","-1","-1","-1","1","2","2","2","2","2","","951866064","GARRY D HAYS","PRESIDENT","-1","R","R","N","R","R","R","R","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","N","N","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","R","Z","R","R","Z","R","R","R","R","Z","R","Z","R","Z","R","Z","R","R","R","R","N","R","N","N","N","N","N","N","N","N"
"139199","1","1","1","1","1","1","-1","1","-1","2","1","1","-1","-1","1","-1","-1","-1","-1","1","2","2","2","2","2","","","JOHN BURD","PRESIDENT","-1","R","R","N","R","R","R","R","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","C","N","N","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","R","Z","R","R","Z","R","R","R","R","Z","R","Z","R","Z","R","Z","R","R","N","R","N","R","N","N","N","N","N","N","N","N"
"219204","1","1","1","1","1","1","-1","1","-1","1","1","1","-1","-1","1","-1","-1","-1","-1","1","2","2","2","2","2","","460276203","JERRY GALLENTINE","PRESIDENT","-1","R","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","Z","Z","R","Z","Z","R","R","R","R","Z","Z","Z","R","Z","Z","Z","R","N","N","R","N","N","N","R","N","N","R","N","N","N"
"101648","1","1","1","1","1","-1","-1","1","-1","2","1","1","-1","-1","1","-1","-1","-1","-1","1","2","2","2","2","2","","630288853","BG W THOMAS ADAMS","PRESIDENT","-1","R","N","N","R","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","C","N","N","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","R","N","N","R","Z","Z","R","N","N","R","Z","N","N","R","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
