unitid,finaid1,finaid2,finaid3,finaid4,finaid5,finaid6,finaid7,finaid8,finaid9,jtpa,rotc,rotc1,rotc2,rotc3,athaid,athaid1,athaid2,athaid3,athaid4,athaid5,ftslt15,facpt,facml,facrl,facmd,pctpost,"ein","chfnm","chftitle",licensed,imp1,imp2,imp3,imp4,imp5,imp6,imp7,imp8,imp9,imp10,imp11,imp12,imp13,imp14,imp15,imp16,imp17,imp18,imp19,imp20,imp21,imp22,imp23,imp24,imp25,imp26,imp27,imp28,imp29,imp30,imp31,imp32,imp33,imp34,imp35,imp36,imp37,imp38,imp39,imp40,imp41,imp42,imp43,imp44,imp45,imp46,imp47,imp48,imp49,imp50,imp51,imp52,imp53,imp54,imp55,imp56,imp57,imp58,imp59,imp60,imp61,imp62,imp63,imp64,imp65,imp66,imp67,imp68,imp69,imp70,imp71,imp72,imp73,imp74,imp75,imp76,imp77,imp78,imp79,imp80,imp81,imp82,imp83,imp84,imp85,imp86,imp87,imp88,imp89,imp90,imp91,imp92,imp93,imp94,imp95,imp96,imp97,imp98,imp99,imp100,imp101,imp102,imp103,imp104
"414036","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","2","2","2","","911419120","KERRY ANN PLUNKETT","EXECUTIVE DIRECTOR","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","N","R","N","N","N","N","N","N","N","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"414212","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","2","2","2","2","","752275714","KIEK WILLIAMS","PRESIDENT","-1","N","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","R","N","R","N","N","N","N","N","N","N","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"414540","1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","232468697","JONATHAN JONES","EXECUTIVE DIRECTOR","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"414559","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","731322240","MARY WHITBY","OWNER","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"414568","1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","2","2","2","2","","362061311","ALLEN E RICE","DIRECTOR","-1","R","N","N","R","R","R","N","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","N","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"417381","1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","581431862","ESTHER R ESCOBEDO","C F O","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","T","T","R","N","N","N","R","N","N","T","N","N","Z","G","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"417460","1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","1","","351306847","THOMAS H ROBERTS,MD","MEDICAL DIRECTOR","-1","N","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","T","T","R","N","N","N","T","N","N","T","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"417503","1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","481020810","ROBERT J. PEEL JR.","PRESIDENT OF THE BOARD","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","G","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"417576","1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","010277129","ANDREW A FOURNIER","PRESIDENT","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","T","T","R","N","N","N","R","N","N","T","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"417840","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","222719471","MARY  JO BOVE","DIRECTOR","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"418269","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","2","2","2","","341527166","ROBERT MILLS","PRESIDENT","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","C","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","N","R","N","N","N","N","N","N","N","N","N","Z","A","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"418904","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","751438734","VANETTA WOLFE","OWNER","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","N","R","N","N","N","N","N","N","N","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"419147","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","042993436","KAREN F IOLLI","ADMINSTRATOR","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","R","Z","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"419253","1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","2","2","2","","341527166","BOB MILLS","PRESIDENT","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","J","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","A","N","N","N","R","N","N","A","N","N","C","Z","N","N","C","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"419280","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","431562891","SHARON A CLEMENTS","OWNER","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","J","R","R","N","N","R","J","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","T","T","R","N","N","N","R","N","N","T","N","N","Z","C","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"419411","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","2","2","2","","911383908","HEIDA BRENNEKE","OWNER/DIRECTOR","-1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","T","T","R","N","N","N","R","N","N","T","N","N","Z","G","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"419688","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","954451930","HENRY H HUA","DIRECTOR","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","R","N","R","N","N","N","N","N","N","N","N","N","Z","C","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"420024","1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","541058176","JOYCE WHEATLEY","DIRECTOR","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","N","R","N","N","R","N","R","N","N","R","N","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","N","R","N","N","N","N","N","N","N","N","N","Z","G","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"420130","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","222719471","JOSEPH H VISCONTI JR","PRESIDENT","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","R","N","R","N","N","N","N","N","N","N","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"420468","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","","EILEEN C ANETRELLA","ASSISTANT PRINCIPAL","-1","R","N","N","R","R","R","N","A","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","N","A","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"209463","-1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","930990337","SHARON K GRITZ","OWNER","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","G","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"210562","-1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","","MARTIN GOLDSMITH","PRESIDENT","-1","N","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","N","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","A","N","N","N","R","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"241012","-1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","2","2","2","2","","660409467","YOLANDA TORRES","PRESIDENT","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","N","R","N","N","R","N","R","N","N","R","N","R","N","N","R","N","R","N","N","R","N","R","N","N","R","N","R","N","N","R","T","A","N","N","N","T","Z","Z","T","N","N","Z","C","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"372453","-1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","","ARTHUR KEISER","MANAGING DIRECTOR","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"374316","-1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","","PAT D ZAMMETTO","PRESIDENT OWNER","-1","N","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"377193","-1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","741501454","MARY HELEN BALDERRAMA","PRESIDENT","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"382780","-1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","621254054","JOHN B BRYAN","PRESIDENT","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"387819","-1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","311147445","ORLETTE L WERNER","DIRECTOR","-1","N","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","C","C","C","N","N","C","C","C","N","N","C","C","C","N","N","C","C","C","N","N","C","C","C","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","G","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"391546","-1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","592791257","SAL MILAZZO","SECRETARY TREASURE","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","R","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"392798","-1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","621177738","DOROTHY H CHITWOOD","PRESIDENT","-1","N","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"395733","-1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","2","2","1","","931065060","DONALD CABRERA JR","ASSOCIATE DIRECTOR","-1","N","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","N","R","R","N","R","N","R","R","N","R","N","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","N","A","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"397641","-1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","2","2","2","","954094343","CHRISTOPHER KNIGHT","DIRECTOR","-1","N","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","N","R","N","N","R","N","R","N","N","R","N","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","R","N","N","Z","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"400354","-1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","954279755","JOE WILEY","PRESIDENT","-1","N","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","N","R","N","N","R","N","R","N","N","R","N","R","N","N","R","N","R","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","R","N","N","Z","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"400488","-1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","680069599","CHARLES GRANT","OWNER PARTNER","-1","N","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","R","Z","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"403414","-1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","621177738","DOROTHY H CHITWOOD","PRESIDENT","-1","N","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"403423","-1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","621177738","DOROTHY H CHITWOOD","PRESIDENT","-1","N","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"404499","-1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","2","2","2","1","","","CATHERINE L DOUGHTY","SCHOOL DIRECTOR","-1","N","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","N","R","R","R","R","N","R","R","R","R","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","N","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"404505","-1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","1","","132928594","ERIK BRUMME","DIRECTOR","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"404523","-1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","1","","","RONITA GIDEL","SCHOOL DIRECTOR","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"404718","-1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","","BOBBIE WALLACE","OWNER","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","P","R","N","N","N","P","N","N","P","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"404745","-1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","2","2","2","2","","850434728","MICHAEL J CASE","DIRECTOR","-1","N","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","N","R","R","R","R","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","A","N","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"405225","-1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","752275714","KIRK WILLIAMS","PRESIDENT","-1","N","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","N","R","N","N","N","N","N","N","N","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"406431","-1","1","-1","1","-1","-1","-1","-1","-1","3","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","1","","231352155","JAMES BARNER","CHIEF EXECUTIVE OFFICER","-1","N","N","N","N","N","N","N","N","C","C","C","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","N","Z","N","C","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"407151","-1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","721004185","PEGGY GUIDRY","PRESIDENT","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","R","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"409032","-1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","650309142","CARLOS R MONTANO","PRESIDENT AND OWNER","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","R","P","R","N","N","N","P","N","N","P","N","N","Z","G","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"409166","-1","1","-1","1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","880265766","ROSEMARY K PETERSON","PRESIDENT","-1","A","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","R","R","N","N","R","R","R","N","N","R","R","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","R","R","R","N","N","N","R","N","N","R","N","N","Z","A","N","N","Z","Z","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"409281","-1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","2","2","2","2","","222499552","RICHARD MOSS","DIRECTOR","-1","R","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","N","R","N","R","R","R","R","N","R","R","R","R","N","R","R","R","R","N","R","R","R","N","N","N","N","N","N","N","N","N","N","T","N","R","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
