bgp2000gj,tr2010gj,tr2010ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G18001907812838358050604U4,G2101110007502,21111007502,0,0,0,0,0,0,0,0
G18012900542899999040500R1,G2101010020900,21101020900,0.0061554546,0,0,0,0,0,0,0
G21000109055299999970200R1,G2100010970200,21001970200,1,1,1,1,1,1,1,1
G21000109062499999970100R1,G2100010970100,21001970100,1,1,1,1,1,1,1,1
G21000109062499999970100R2,G2100010970100,21001970100,1,1,1,1,1,1,1,1
G21000109078416750970400R2,G2100010970402,21001970402,1,1,1,1,1,1,1,1
G21000109078416750970400R3,G2100010970401,21001970401,1,1,1,1,1,1,1,1
G21000109078416750970400R6,G2100010970401,21001970401,1,1,1,1,1,1,1,1
G21000109078416750970400U2,G2100010970401,21001970401,0.4724317087,0.4655612245,0.4131147541,0.4926829268,0.4852071006,0.4702702703,0.3869565217,0.6944444444
G21000109078416750970400U2,G2100010970402,21001970402,0.5275682913,0.5344387755,0.5868852459,0.5073170732,0.5147928994,0.5297297297,0.6130434783,0.3055555556
G21000109078416750970400U3,G2100010970401,21001970401,1,1,1,1,1,1,1,1
G21000109078416750970400U4,G2100010970401,21001970401,1,1,1,1,1,1,1,1
G21000109078416750970400U5,G2100010970401,21001970401,0.1903348023,0.1661107405,0.140833989,0.2186234818,0.2866817156,0.2640144665,0.1023255814,0.4605263158
G21000109078416750970400U5,G2100010970402,21001970402,0.8096651977,0.8338892595,0.859166011,0.7813765182,0.7133182844,0.7359855335,0.8976744186,0.5394736842
G21000109078499999970400R1,G2100010970401,21001970401,0.0685878163,0.063670412,0.0657894737,0.0621118012,0.0651162791,0.0633608815,0.0672897196,0.0545454545
G21000109078499999970400R1,G2100010970402,21001970402,0.9314121837,0.936329588,0.9342105263,0.9378881988,0.9348837209,0.9366391185,0.9327102804,0.9454545455
G21000109078499999970400R2,G2100010970401,21001970401,0.8554346437,0.9297297297,0.9246575342,0.9655172414,0.8947368421,0.9058823529,0.9310344828,0.7777777778
G21000109078499999970400R2,G2100010970402,21001970402,0.1445653563,0.0702702703,0.0753424658,0.0344827586,0.1052631579,0.0941176471,0.0689655172,0.2222222222
G21000109078499999970400R3,G2100010970401,21001970401,1,1,1,1,1,1,1,1
G21000109078499999970400R6,G2100010970401,21001970401,0.9998059274,0.9953379953,0.997037037,0.9961538462,0.9971671388,0.9976019185,0.996835443,1
G21000109078499999970400R6,G2100010970500,21001970500,0.0001940726,0.0046620047,0.002962963,0.0038461538,0.0028328612,0.0023980815,0.003164557,0
G21000109078499999970400U1,G2100010970401,21001970401,0.1305183183,0.1722772277,0.1883289125,0.1806451613,0.1791044776,0.1697247706,0.156626506,0.2857142857
G21000109078499999970400U1,G2100010970402,21001970402,0.8694816817,0.8277227723,0.8116710875,0.8193548387,0.8208955224,0.8302752294,0.843373494,0.7142857143
G21000109078499999970400U5,G2100010970401,21001970401,0.4413600538,0.4413600538,0.4413600538,0.4413600538,0.4413600538,0.4413600538,0.4413600538,0.4413600538
G21000109078499999970400U5,G2100010970402,21001970402,0.5586399462,0.5586399462,0.5586399462,0.5586399462,0.5586399462,0.5586399462,0.5586399462,0.5586399462
G21000109141699999970600R1,G2100010970300,21001970300,0.0000089346,0,0,0,0,0,0,0
G21000109141699999970600R1,G2100010970600,21001970600,0.9999641882,1,1,1,1,1,1,1
G21000109141699999970600R1,G2102070960200,21207960200,0.0000268772,0,0,0,0,0,0,0
G21000109143299999970500R1,G2100010970500,21001970500,1,1,1,1,1,1,1,1
G21000109143299999970500R2,G2100010970500,21001970500,0.9611381987,0.9999171229,0.999888755,0.9999297745,0.9998967183,0.9943179474,0.9999354839,0.9997412344
G21000109143299999970500R2,G2100010970600,21001970600,0.0388480794,0.0000828771,0.000111245,0.0000702255,0.0001032817,0.0056820526,0.0000645161,0.0002587656
G21000109143299999970500R2,G2101690960300,21169960300,0.0000137219,0,0,0,0,0,0,0
G21000109368099999970300R1,G2100010970300,21001970300,0.9999908425,0.9998083862,0.9997710834,0.9997315931,0.9997876773,0.9998064175,0.9999581038,0.9987196714
G21000109368099999970300R1,G2100450950500,21045950500,0.0000091575,0.0001916138,0.0002289166,0.0002684069,0.0002123227,0.0001935825,0.0000418962,0.0012803286
G21000109368099999970300R2,G2100010970300,21001970300,0.9998256546,0.9997369705,0.9996919329,0.9998584514,0.9995437773,0.9995658947,0.9995129237,0.9997537977
G21000109368099999970300R2,G2102070960101,21207960101,0.0001743454,0.0002630295,0.0003080671,0.0001415486,0.0004562227,0.0004341053,0.0004870763,0.0002462023
G21000109368099999970300R3,G2100010970300,21001970300,0.9999920709,0.9999428381,0.999937585,0.9999349548,0.999942332,0.9999435551,0.9999338445,0.9999849137
G21000109368099999970300R3,G2102070960102,21207960102,0.0000079291,0.0000571619,0.000062415,0.0000650452,0.000057668,0.0000564449,0.0000661555,0.0000150863
G21000309002499999980600R1,G2100030920600,21003920600,1,1,1,1,1,1,1,1
G21000309002499999980600R2,G2100030920600,21003920600,1,1,1,1,1,1,1,1
G21000309002499999980600R2,G2102130970100,21213970100,0,0,0,0,0,0,0,0
G21000309156099999980200R1,G2100030920200,21003920200,1,1,1,1,1,1,1,1
G21000309176099999980500R1,G2100030920500,21003920500,0.9999773443,1,1,1,1,1,1,1
G21000309176099999980500R1,G2100030920600,21003920600,0.0000011395,0,0,0,0,0,0,0
G21000309311269114980300R3,G2100030920300,21003920300,1,1,1,1,1,1,1,1
G21000309311269114980300R4,G2100030920300,21003920300,1,1,1,1,1,1,1,1
G21000309311269114980300U1,G2100030920300,21003920300,1,1,1,1,1,1,1,1
G21000309311269114980300U2,G2100030920300,21003920300,0.9999698689,0.9999706736,0.9999723593,0.9999678331,0.99996919,0.9999687418,0.9999749669,0.9999630084
G21000309311269114980300U2,G2100030920400,21003920400,0.0000301311,0.0000293264,0.0000276407,0.0000321669,0.00003081,0.0000312582,0.0000250331,0.0000369916
G21000309311269114980300U3,G2100030920300,21003920300,1,1,1,1,1,1,1,1
G21000309311269114980300U4,G2100030920300,21003920300,1,1,1,1,1,1,1,1
G21000309311269114980400R2,G2100030920400,21003920400,1,1,1,1,1,1,1,1
G21000309311269114980400R4,G2100030920400,21003920400,1,1,1,1,1,1,1,1
G21000309311269114980400U2,G2100030920400,21003920400,1,1,1,1,1,1,1,1
G21000309311269114980400U3,G2100030920400,21003920400,1,1,1,1,1,1,1,1
G21000309311269114980400U4,G2100030920400,21003920400,1,1,1,1,1,1,1,1
G21000309311299999980300R3,G2100030920300,21003920300,1,1,1,1,1,1,1,1
G21000309311299999980300R4,G2100030920300,21003920300,1,1,1,1,1,1,1,1
G21000309311299999980300U1,G2100030920300,21003920300,1,1,1,1,1,1,1,1
G21000309311299999980300U2,G2100030920300,21003920300,1,1,1,1,1,1,1,1
G21000309311299999980300U3,G2100030920300,21003920300,1,1,1,1,1,1,1,1
G21000309311299999980400R1,G2100030920400,21003920400,1,1,1,1,1,1,1,1
G21000309311299999980400R2,G2100030920400,21003920400,1,1,1,1,1,1,1,1
G21000309311299999980400R4,G2100030920400,21003920400,1,1,1,1,1,1,1,1
G21000309311299999980400U3,G2100030920400,21003920400,1,1,1,1,1,1,1,1
G21000309311299999980400U4,G2100030920400,21003920400,1,1,1,1,1,1,1,1
G21000309313699999980100R1,G2100030920100,21003920100,0.9996142204,0.9991665542,0.9992441644,0.9992404917,0.9992786259,0.9994609367,0.9993282569,0.9989427299
G21000309313699999980100R1,G2100030920400,21003920400,0.0003857796,0.0008334458,0.0007558356,0.0007595083,0.0007213741,0.0005390633,0.0006717431,0.0010572701
G21000309313699999980100R2,G2100030920100,21003920100,0.999981399,1,1,1,1,1,1,1
G21000309313699999980100R2,G2100090951000,21009951000,0.000018601,0,0,0,0,0,0,0
G21000309313699999980100R3,G2100030920100,21003920100,1,1,1,1,1,1,1,1
G21000509006499999950300R1,G2100050950300,21005950300,1,1,1,1,1,1,1,1
G21000509007299999950400R1,G2100050950400,21005950400,1,1,1,1,1,1,1,1
G21000509007299999950400R2,G2100050950400,21005950400,1,1,1,1,1,1,1,1
G21000509199244146950100R2,G2100050950100,21005950100,1,1,1,1,1,1,1,1
G21000509199244146950100R4,G2100050950100,21005950100,1,1,1,1,1,1,1,1
G21000509199244146950100U1,G2100050950100,21005950100,1,1,1,1,1,1,1,1
G21000509199244146950100U2,G2100050950100,21005950100,1,1,1,1,1,1,1,1
G21000509199244146950100U3,G2100050950100,21005950100,1,1,1,1,1,1,1,1
G21000509199244146950100U4,G2100050950100,21005950100,1,1,1,1,1,1,1,1
G21000509199244146950200R1,G2100050950201,21005950201,0.0217343564,0,0,0,0,0,0,0
G21000509199244146950200R1,G2100050950202,21005950202,0.9782656436,1,1,1,1,1,1,1
G21000509199244146950200R5,G2100050950201,21005950201,0.7447628715,0.4,0.4,0.5,0.5,0.5,1,0
G21000509199244146950200R5,G2100050950202,21005950202,0.2552371285,0.6,0.6,0.5,0.5,0.5,0,1
G21000509199244146950200U1,G2100050950201,21005950201,0.8332540794,0.9049429658,0.9247787611,0.847826087,0.8769230769,0.8857142857,0.8545454545,1
G21000509199244146950200U1,G2100050950202,21005950202,0.1667459206,0.0950570342,0.0752212389,0.152173913,0.1230769231,0.1142857143,0.1454545455,0
G21000509199244146950200U2,G2100050950201,21005950201,1,1,1,1,1,1,1,1
G21000509199244146950200U3,G2100050950201,21005950201,1,1,1,1,1,1,1,1
G21000509199244146950200U4,G2100050950201,21005950201,1,1,1,1,1,1,1,1
G21000509199244146950200U5,G2100050950201,21005950201,0.0228365725,0.0083164611,0.0087113447,0.0088643581,0.0094599948,0.0099124954,0.007752464,0.015567701
G21000509199244146950200U5,G2100050950202,21005950202,0.9771634275,0.9916835389,0.9912886553,0.9911356419,0.9905400052,0.9900875046,0.992247536,0.984432299
G21000509199299999950100R1,G2100050950100,21005950100,0.9999267021,0.9997574806,0.9997337486,0.9997340245,0.9997796855,0.9997869989,0.9998760066,0.9990128218
G21000509199299999950100R1,G2100730071000,21073071000,0.0000732979,0.0002425194,0.0002662514,0.0002659755,0.0002203145,0.0002130011,0.0001239934,0.0009871782
G21000509199299999950100R2,G2100050950100,21005950100,1,1,1,1,1,1,1,1
G21000509199299999950100R3,G2100050950100,21005950100,1,1,1,1,1,1,1,1
G21000509199299999950100R4,G2100050950100,21005950100,1,1,1,1,1,1,1,1
G21000509199299999950100U1,G2100050950100,21005950100,0.9995464046,0.9987891032,0.9983447159,0.9991723579,0.9987180882,0.9987821838,0.9988708989,0.9985174412
G21000509199299999950100U1,G2100730071000,21073071000,0.0004535954,0.0012108968,0.0016552841,0.0008276421,0.0012819118,0.0012178162,0.0011291011,0.0014825588
G21000509199299999950100U2,G2100050950100,21005950100,1,1,1,1,1,1,1,1
G21000509199299999950100U3,G2100050950100,21005950100,1,1,1,1,1,1,1,1
G21000509199299999950200R1,G2100050950202,21005950202,1,1,1,1,1,1,1,1
G21000509199299999950200R5,G2100050950201,21005950201,0.196364902,0.4383172257,0.4370257967,0.4377289377,0.4349157734,0.4360119048,0.425862069,0.5068493151
G21000509199299999950200R5,G2100050950202,21005950202,0.803635098,0.5616827743,0.5629742033,0.5622710623,0.5650842266,0.5639880952,0.574137931,0.4931506849
G21000509199299999950200U1,G2100050950201,21005950201,0.0294793479,0,0,0,0,0,0,0
G21000509199299999950200U1,G2100050950202,21005950202,0.9705206521,1,1,1,1,1,1,1
G21000509199299999950200U3,G2100050950201,21005950201,1,1,1,1,1,1,1,1
G21000509199299999950200U4,G2100050950201,21005950201,1,1,1,1,1,1,1,1
G21000509199299999950200U5,G2100050950202,21005950202,1,1,1,1,1,1,1,1
G21000709016803718950200R1,G2100070950200,21007950200,1,1,1,1,1,1,1,1
G21000709016899999950200R1,G2100070950200,21007950200,1,1,1,1,1,1,1,1
G21000709195242292950100R3,G2100070950100,21007950100,1,1,1,1,1,1,1,1
G21000709195243336950100R2,G2100070950100,21007950100,1,1,1,1,1,1,1,1
G21000709195299999950100R1,G2100070950100,21007950100,1,1,1,1,1,1,1,1
G21000709195299999950100R2,G2100070950100,21007950100,1,1,1,1,1,1,1,1
G21000709195299999950100R3,G2100070950100,21007950100,1,1,1,1,1,1,1,1
G21000709195299999950100R4,G2100070950100,21007950100,1,1,1,1,1,1,1,1
G21000709369607390950300R1,G2100070950300,21007950300,1,1,1,1,1,1,1,1
G21000709369683064950300R2,G2100070950300,21007950300,1,1,1,1,1,1,1,1
G21000709369683064950300R3,G2100070950300,21007950300,1,1,1,1,1,1,1,1
G21000709369699999950300R1,G2100070950300,21007950300,1,1,1,1,1,1,1,1
G21000709369699999950300R2,G2100070950300,21007950300,0.9971510766,1,1,1,1,1,1,1
G21000709369699999950300R2,G2100390960200,21039960200,0.0028489234,0,0,0,0,0,0,0
G21000709369699999950300R3,G2100070950300,21007950300,1,1,1,1,1,1,1,1
G21000909064013492950200R1,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G21000909064013492950200R2,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G21000909064013492950200R3,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G21000909064013492950200U1,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G21000909064013492950200U2,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G21000909064013492950200U3,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G21000909064013492950300R1,G2100090950300,21009950300,1,1,1,1,1,1,1,1
G21000909064013492950300U1,G2100090950300,21009950300,1,1,1,1,1,1,1,1
G21000909064059232950200R3,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G21000909064059232950300R1,G2100090950300,21009950300,1,1,1,1,1,1,1,1
G21000909064059232950300R2,G2100090950300,21009950300,1,1,1,1,1,1,1,1
G21000909064099999950200R1,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G21000909064099999950200R2,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G21000909064099999950200R3,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G21000909064099999950200U1,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G21000909064099999950200U2,G2100090950200,21009950200,1,1,1,1,1,1,1,1
G21000909064099999950300R1,G2100090950300,21009950300,1,1,1,1,1,1,1,1
G21000909064099999950300R2,G2100090950300,21009950300,1,1,1,1,1,1,1,1
G21000909064099999950300U1,G2100090950300,21009950300,1,1,1,1,1,1,1,1
G21000909140831114950400R6,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G21000909140831114950400U1,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G21000909140831114950400U2,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G21000909140831114950400U3,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G21000909140831114950400U4,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G21000909140831114950400U5,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G21000909140831114950400U6,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G21000909140831114950500R1,G2100090950500,21009950500,1,1,1,1,1,1,1,1
G21000909140831114950500R3,G2100090950500,21009950500,1,1,1,1,1,1,1,1
G21000909140831114950500U1,G2100090950500,21009950500,1,1,1,1,1,1,1,1
G21000909140831114950500U2,G2100090950500,21009950500,1,1,1,1,1,1,1,1
G21000909140831114950500U3,G2100090950500,21009950500,1,1,1,1,1,1,1,1
G21000909140831114950600R1,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G21000909140831114950600R2,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G21000909140831114950600U1,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G21000909140831114950600U2,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G21000909140831114950600U3,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G21000909140831114950600U4,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G21000909140831114950600U5,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G21000909140831114950700R2,G2100090950700,21009950700,1,1,1,1,1,1,1,1
G21000909140831114950700R3,G2100090950700,21009950700,1,1,1,1,1,1,1,1
G21000909140831114950700R4,G2100090950700,21009950700,1,1,1,1,1,1,1,1
G21000909140831114950700U3,G2100090950700,21009950700,1,1,1,1,1,1,1,1
G21000909140831114950700U4,G2100090950700,21009950700,1,1,1,1,1,1,1,1
G21000909140899999950400R6,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G21000909140899999950400U1,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G21000909140899999950400U2,G2100090950400,21009950400,1,1,1,1,1,1,1,1
G21000909140899999950500R1,G2100090950500,21009950500,1,1,1,1,1,1,1,1
G21000909140899999950500R3,G2100090950500,21009950500,1,1,1,1,1,1,1,1
G21000909140899999950600R1,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G21000909140899999950600R2,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G21000909140899999950600U2,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G21000909140899999950600U3,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G21000909140899999950600U5,G2100090950600,21009950600,1,1,1,1,1,1,1,1
G21000909140899999950700R1,G2100090950700,21009950700,1,1,1,1,1,1,1,1
G21000909140899999950700R2,G2100090950700,21009950700,1,1,1,1,1,1,1,1
G21000909140899999950700R3,G2100090950700,21009950700,1,1,1,1,1,1,1,1
G21000909140899999950700R4,G2100090950700,21009950700,1,1,1,1,1,1,1,1
G21000909140899999950700U3,G2100090950700,21009950700,1,1,1,1,1,1,1,1
G21000909140899999950700U4,G2100090950700,21009950700,1,1,1,1,1,1,1,1
G21000909174431114950100R3,G2100090950100,21009950100,1,1,1,1,1,1,1,1
G21000909174437234950100R1,G2100090950100,21009950100,1,1,1,1,1,1,1,1
G21000909174437234950100R2,G2100090950100,21009950100,1,1,1,1,1,1,1,1
G21000909174499999950100R1,G2100090950100,21009950100,1,1,1,1,1,1,1,1
G21000909174499999950100R2,G2100090950100,21009950100,1,1,1,1,1,1,1,1
G21000909174499999950100R3,G2100090950100,21009950100,1,1,1,1,1,1,1,1
G21000909294499999951000R1,G2100090951000,21009951000,1,1,1,1,1,1,1,1
G21000909294499999951000R2,G2100090951000,21009951000,1,1,1,1,1,1,1,1
G21000909346499999950800R1,G2100090950800,21009950800,1,1,1,1,1,1,1,1
G21000909346499999950800R2,G2100090950800,21009950800,1,1,1,1,1,1,1,1
G21000909346499999950800R3,G2100090950800,21009950800,1,1,1,1,1,1,1,1
G21000909349699999950900R1,G2100090950900,21009950900,1,1,1,1,1,1,1,1
G21000909349699999950900R2,G2100090950900,21009950900,1,1,1,1,1,1,1,1
G21000909349699999950900R3,G2100090950900,21009950900,1,1,1,1,1,1,1,1
G21001109264058710970200R2,G2100110970200,21011970200,1,1,1,1,1,1,1,1
G21001109264058710970200R3,G2100110970200,21011970200,1,1,1,1,1,1,1,1
G21001109264058710970200R4,G2100110970200,21011970200,1,1,1,1,1,1,1,1
G21001109264099999970200R1,G2100110970200,21011970200,1,1,1,1,1,1,1,1
G21001109264099999970200R2,G2100110970200,21011970200,1,1,1,1,1,1,1,1
G21001109264099999970200R3,G2100110970200,21011970200,1,1,1,1,1,1,1,1
G21001109264099999970200R4,G2100110970200,21011970200,1,1,1,1,1,1,1,1
G21001109264099999970200R5,G2100110970200,21011970200,0.9999959764,0.9999845815,0.9999876652,0.9999893181,0.999984406,0.9999858518,0.9999816146,1
G21001109264099999970200R5,G2100110970300,21011970300,0.0000040236,0.0000154185,0.0000123348,0.0000106819,0.000015594,0.0000141482,0.0000183854,0
G21001109305668160970300R1,G2100110970300,21011970300,1,1,1,1,1,1,1,1
G21001109305668160970300R2,G2100110970300,21011970300,1,1,1,1,1,1,1,1
G21001109305699999970300R1,G2100110970300,21011970300,1,1,1,1,1,1,1,1
G21001109305699999970300R2,G2100110970300,21011970300,1,1,1,1,1,1,1,1
G21001109305699999970300R3,G2100110970300,21011970300,1,1,1,1,1,1,1,1
G21001109314469852970100R2,G2100110970100,21011970100,1,1,1,1,1,1,1,1
G21001109314499999970100R1,G2100110970100,21011970100,0.999641484,0.9994381763,0.9994857031,0.9993571289,0.9995188575,0.9995690047,0.9993952438,1
G21001109314499999970100R1,G2100110970200,21011970200,0.000358516,0.0005618237,0.0005142969,0.0006428711,0.0004811425,0.0004309953,0.0006047562,0
G21001109314499999970100R2,G2100110970100,21011970100,1,1,1,1,1,1,1,1
G21001309192099999960900R1,G2100130960200,21013960200,0.000065451,0,0,0,0,0,0,0
G21001309192099999960900R1,G2100130961100,21013961100,0.999934549,1,1,1,1,1,1,1
G21001309192099999960900R2,G2100130961100,21013961100,1,1,1,1,1,1,1,1
G21001309230451924960500R1,G2100130960500,21013960500,1,1,1,1,1,1,1,1
G21001309230451924960500U1,G2100130960500,21013960500,1,1,1,1,1,1,1,1
G21001309230451924960500U2,G2100130960500,21013960500,1,1,1,1,1,1,1,1
G21001309230451924960600R1,G2100130960600,21013960600,1,1,1,1,1,1,1,1
G21001309230451924960600R5,G2100130960600,21013960600,1,1,1,1,1,1,1,1
G21001309230451924960600U1,G2100130960600,21013960600,1,1,1,1,1,1,1,1
G21001309230451924960600U2,G2100130960600,21013960600,1,1,1,1,1,1,1,1
G21001309230451924960600U3,G2100130960600,21013960600,1,1,1,1,1,1,1,1
G21001309230451924960600U4,G2100130960600,21013960600,1,1,1,1,1,1,1,1
G21001309230451924960600U5,G2100130960600,21013960600,1,1,1,1,1,1,1,1
G21001309230451924960700U1,G2100130960700,21013960700,1,1,1,1,1,1,1,1
G21001309230451924960700U2,G2100130960700,21013960700,1,1,1,1,1,1,1,1
G21001309230451924960700U3,G2100130960700,21013960700,1,1,1,1,1,1,1,1
G21001309230451924960700U4,G2100130960700,21013960700,1,1,1,1,1,1,1,1
G21001309230451924960800R1,G2100130960800,21013960800,1,1,1,1,1,1,1,1
G21001309230451924960800U1,G2100130960800,21013960800,1,1,1,1,1,1,1,1
G21001309230451924960800U2,G2100130960700,21013960700,0.1192305361,0,0,0,0,0,0,0
G21001309230451924960800U2,G2100130960800,21013960800,0.8807694639,1,1,1,1,1,1,1
G21001309230451924960800U3,G2100130960800,21013960800,1,1,1,1,1,1,1,1
G21001309230499999960500R1,G2100130960300,21013960300,0.0000015556,0.0000296098,0.0000280501,0.0000233613,0.000023005,0.0000205434,0.0000141545,0.0000613912
G21001309230499999960500R1,G2100130960400,21013960400,0.1613152292,0.0215703192,0.0224321133,0.0265486726,0.0239651416,0.0214007782,0.018766756,0.0465116279
G21001309230499999960500R1,G2100130960500,21013960500,0.8386832152,0.978400071,0.9775398366,0.9734279662,0.9760118534,0.9785786784,0.9812190894,0.9534269809
G21001309230499999960500U2,G2100130960500,21013960500,1,1,1,1,1,1,1,1
G21001309230499999960600R1,G2100130960600,21013960600,1,1,1,1,1,1,1,1
G21001309230499999960600R5,G2100130960600,21013960600,1,1,1,1,1,1,1,1
G21001309230499999960600U5,G2100130960600,21013960600,1,1,1,1,1,1,1,1
G21001309230499999960700U4,G2100130960700,21013960700,1,1,1,1,1,1,1,1
G21001309230499999960800R1,G2100130960800,21013960800,1,1,1,1,1,1,1,1
G21001309230499999960800R2,G2100130960800,21013960800,1,1,1,1,1,1,1,1
G21001309230499999960800U1,G2100130960800,21013960800,1,1,1,1,1,1,1,1
G21001309230499999960800U2,G2100130960700,21013960700,0.0587468008,0,0,0,0,0,0,0
G21001309230499999960800U2,G2100130960800,21013960800,0.9412531992,1,1,1,1,1,1,1
G21001309280861248960200R1,G2100130960200,21013960200,1,1,1,1,1,1,1,1
G21001309280861248960200R3,G2100130960200,21013960200,1,1,1,1,1,1,1,1
G21001309280861248960200R4,G2100130960200,21013960200,1,1,1,1,1,1,1,1
G21001309280899999960100R1,G2100130960100,21013960100,1,1,1,1,1,1,1,1
G21001309280899999960100R2,G2100130960100,21013960100,1,1,1,1,1,1,1,1
G21001309280899999960100R3,G2100130960100,21013960100,1,1,1,1,1,1,1,1
G21001309280899999960200R1,G2100130960200,21013960200,1,1,1,1,1,1,1,1
G21001309280899999960200R2,G2100130960200,21013960200,1,1,1,1,1,1,1,1
G21001309280899999960200R3,G2100130960200,21013960200,1,1,1,1,1,1,1,1
G21001309280899999960200R4,G2100130960200,21013960200,0.9997569645,1,1,1,1,1,1,1
G21001309280899999960200R4,G2100130960300,21013960300,0.0002430355,0,0,0,0,0,0,0
G21001309280899999960300R1,G2100130960300,21013960300,0.9999652836,0.9999206454,0.9999163892,0.9999091414,0.9999216646,0.9999239419,0.9999112044,0.999961049
G21001309280899999960300R1,G2100130960500,21013960500,0.0000347164,0.0000793546,0.0000836108,0.0000908586,0.0000783354,0.0000760581,0.0000887956,0.000038951
G21001309280899999960300R2,G2100130960300,21013960300,1,1,1,1,1,1,1,1
G21001309286499999961000R1,G2100130961100,21013961100,1,1,1,1,1,1,1,1
G21001309345699999960400R1,G2100130960400,21013960400,1,1,1,1,1,1,1,1
G21001309345699999960400R2,G2100130960400,21013960400,1,1,1,1,1,1,1,1
G21001509044011170070501R1,G2100150070504,21015070504,1,1,1,1,1,1,1,1
G21001509044011170070501U1,G2100150070504,21015070504,1,1,1,1,1,1,1,1
G21001509044011170070501U2,G2100150070503,21015070503,1,1,1,1,1,1,1,1
G21001509044011170070501U3,G2100150070503,21015070503,1,1,1,1,1,1,1,1
G21001509044011170070501U4,G2100150070504,21015070504,1,1,1,1,1,1,1,1
G21001509044011170070501U5,G2100150070502,21015070502,0.0011421543,0.0005872698,0.0005795801,0.0005920428,0.0005910401,0.0005850931,0.0005900523,0.0005966411
G21001509044011170070501U5,G2100150070504,21015070504,0.9988578457,0.9994127302,0.9994204199,0.9994079572,0.9994089599,0.9994149069,0.9994099477,0.9994033589
G21001509044011170070501U6,G2100150070503,21015070503,1,1,1,1,1,1,1,1
G21001509044099999070501R1,G2100150070502,21015070502,0.0711721718,0.0063764045,0.0066208333,0.0048297872,0.0061909091,0.0061909091,0.0047291667,0.0162142857
G21001509044099999070501R1,G2100150070504,21015070504,0.9288278282,0.9936235955,0.9933791667,0.9951702128,0.9938090909,0.9938090909,0.9952708333,0.9837857143
G21001509044099999070502R1,G2100150070502,21015070502,1,1,1,1,1,1,1,1
G21001509044099999070502R2,G2100150070502,21015070502,0.9949051006,0.9875604161,0.9872948383,0.9866958484,0.9863685772,0.9856074491,0.9856069335,0.9900260539
G21001509044099999070502R2,G2100150070504,21015070504,0.0050948994,0.0124395839,0.0127051617,0.0133041516,0.0136314228,0.0143925509,0.0143930665,0.0099739461
G21001509044099999070502R3,G2100150070502,21015070502,0.9819252456,0.9881547774,0.9871726762,0.9892285938,0.9882342376,0.9881409816,0.9873587409,0.9956941991
G21001509044099999070502R3,G2100150070504,21015070504,0.0180747544,0.0118452226,0.0128273238,0.0107714062,0.0117657624,0.0118590184,0.0126412591,0.0043058009
G21001509044099999070502R4,G2100150070502,21015070502,1,1,1,1,1,1,1,1
G21001509127211170070305U1,G2100150070305,21015070305,1,1,1,1,1,1,1,1
G21001509127227982070100U1,G2100150070100,21015070100,0.9980233671,0.9990778299,0.999141585,0.9990123323,0.9992358571,0.9992334616,0.9986198731,0.9997460019
G21001509127227982070100U1,G2101170064300,21117064300,0.0019766329,0.0009221701,0.000858415,0.0009876677,0.0007641429,0.0007665384,0.0013801269,0.0002539981
G21001509127227982070100U2,G2100150070100,21015070100,0.999428085,0.9996024541,0.9995448414,0.9995914089,0.9995454069,0.9995337146,0.9994777386,0.9996697607
G21001509127227982070100U2,G2101170064300,21117064300,0.000571915,0.0003975459,0.0004551586,0.0004085911,0.0004545931,0.0004662854,0.0005222614,0.0003302393
G21001509127227982070100U3,G2100150070100,21015070100,1,1,1,1,1,1,1,1
G21001509127227982070100U4,G2100150070100,21015070100,1,1,1,1,1,1,1,1
